gene	gene_signal	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ABHD4	13.2329	0.739	57.462	0	0	0.739	1.321	42.421	12.981
ABHD5	0.5908	0.226	18.904	0	0	0.226	2.022	0	16.656
ABHD6	7.8434	0.331	10.32	0	0	0.331	1.248	1.959	6.782
ABHD8	0.7636	0.757	17.215	0	0	0.757	6.193	0	10.265
ABI1	7.916	0.966	8.478	0	0.211	0.755	1.888	1.125	4.499
ABI2	0.5003	0.875	10.068	0	0	0.875	2.203	0	6.989
ABI3	2.2396	0	7.765	0	0	0	0	0	7.765
ABL1	10.3916	0.707	32.623	0	0	0.707	1.853	0	30.064
ABL2	6.6042	0.59	15.517	0	0	0.59	1.294	2.756	10.878
ABLIM1	0.202	0	3.376	0	0	0	0.672	0.997	1.706
ABLIM2	6.2242	0	4.698	0	0	0	0.886	0.917	2.894
ABLIM3	13.6253	0.246	7.417	0.246	0	0	1.807	1.289	4.074
ABO	9.2326	1.213	3.24	1.213	0	0	0.63	0	1.396
ABR	0.8223	0.249	5.316	0	0	0.249	0	0	5.067
ABRA	0.8657	0.237	2.37	0	0	0.237	0	0.524	1.609
ABRACL	1.0643	0.347	7.047	0.347	0	0	3.293	0.329	3.077
ABT1	0.1865	2.784	20.437	0	0.185	2.6	2.563	5.561	9.529
ABTB1	0.6499	0	22.222	0	0	0	11.098	1.14	9.984
ABTB2	0.6287	0	5.874	0	0	0	3.124	0.246	2.503
ACAA1	0.3172	0	2.421	0	0	0	0	0	2.421
ACAA2	0.2959	0.439	27.031	0	0	0.439	6.925	5.604	14.063
ACACA	0.6963	0.8	13.371	0	0	0.8	0.676	0.715	11.18
ACACB	0.7352	1.751	16.712	0	0	1.751	2.868	1.217	10.876
ACAD10	0.1751	7.606	36.578	0	0	7.606	2.088	0.739	26.145
ACAD11	0.6381	0.172	30.058	0	0	0.172	0.577	0.376	28.932
ACAD8	0.8171	0.246	10.192	0	0.246	0	4.21	2.558	3.178
ACAD9	0.6427	0	44.008	0	0	0	3.887	4.469	35.652
ACADL	0.6271	0.062	9.388	0	0	0.062	2.048	2.257	5.021
ACADM	0.8473	3.105	17.146	0.819	0.335	1.951	3.385	0.795	9.861
ACADS	7.1135	1.954	9.689	0	0.123	1.83	0.678	0.262	6.795
ACADSB	0.5462	2.405	7.397	0	0.645	1.76	1.83	0.305	2.858
ACADVL	0.5729	0	4.155	0	0	0	0.796	0	3.359
ACAP1	0.5607	0	4.333	0	0	0	0	0	4.333
ACAP2	0.5804	1.86	2.728	1.272	0.587	0	0	0	0.869
ACAP3	0.7566	0	0	0	0	0	0	0	0
ACAT1	0.6831	0.111	13.387	0.111	0	0	3.658	2.693	6.925
ACAT2	3.0178	0.6955	8.9885	0	0	0.6955	0.6905	0	7.6025
ACBD3	0.6582	0.123	22.431	0	0	0.123	2.351	0	19.957
ACBD4	1.1233	2.692	17.95	0	0	2.692	0	0	15.258
ACBD5	4.5398	6.762	98.794	0	0.246	6.515	6.372	15.715	69.945
ACBD6	10.8046	0	16.637	0	0	0	5.125	2.507	9.005
ACBD7	8.4416	3.638	10.443	0	0	3.638	2.59	0	4.216
ACCS	8.2857	0.246	7.956	0.246	0	0	1.063	1.683	4.963
ACCSL	0.5913	0.205	17.744	0	0	0.205	10.163	0	7.376
ACD	0.6178	0.268	1.484	0	0	0.268	0	0	1.216
ACE	0.7302	0	6.734	0	0	0	0	0.899	5.835
ACE2	5.907	0.37	5.115	0	0.246	0.123	0.123	1.582	3.04
ACER1	0.6747	0.751	12.538	0.299	0	0.452	3.439	0.202	8.147
ACER2	0.6554	0.308	14.57	0	0	0.308	3.766	0	10.495
ACER3	0.7331	1.483	10.446	0.746	0	0.738	1.421	0	7.542
ACHE	0.6481	0.282	7.697	0	0	0.282	1.996	0	5.419
ACIN1	7.3125	0	5.644	0	0	0	0	0	5.644
ACKR1	0.5916	0	2.921	0	0	0	0	0.892	2.029
ACKR2	0.5604	0	14.319	0	0	0	2.791	1.093	10.435
ACKR3	0.686	0	23.12	0	0	0	3.382	0	19.738
ACKR4	0.6999	0.062	5.079	0	0	0.062	0	0.493	4.525
ACLY	0.6038	2.719	30.087	0	0	2.719	4.28	8.24	14.848
ACMSD	0.7964	0	10.851	0	0	0	2.268	1.58	7.003
ACO1	1.3124	0.598	24.703	0.598	0	0	18.227	0	5.877
ACO2	9.8406	0.37	53.165	0	0	0.37	0.516	0.489	51.79
ACOD1	0.4157	0	4.1	0	0	0	0	2.655	1.445
ACOT1	7.8944	1.612	7.835	0.837	0	0.775	1.991	0	4.233
ACOT11	0.6031	0	7.311	0	0	0	0.458	0	6.854
ACOT12	0.5971	0	6.037	0	0	0	2.016	2.522	1.499
ACOT13	0.4586	1.68	13.216	0	0	1.68	0.641	1.315	9.581
ACOT2	0.6316	5.7	17.081	0	0	5.7	5.263	0.796	5.322
ACOT4	0.5686	1.189	7.837	0	0.144	1.045	2.491	0	4.157
ACOT7	16.1641	0.75	30.263	0.75	0	0	9.718	2.001	17.794
ACOT8	0.6238	0.364	12.63	0	0	0.364	0	0	12.266
ACOT9	4.1528	0	13.062	0	0	0	4.504	1.641	6.917
ACOX1	0.6283	1.132	19.707	0	0	1.132	6.231	0.847	11.498
ACOX2	0.2681	0	6.127	0	0	0	0.472	1.397	4.258
ACOX3	0.6025	1.76	23.085	0.656	0	1.104	5.247	0	16.078
ACOXL	0.6184	1.102	12.892	0	0.665	0.437	4.645	3.587	3.558
ACP1	10.5858	0.637	2.526	0	0.329	0.308	0	0	1.889
ACP2	14.5968	0.978	14.586	0	0	0.978	2.34	0	11.267
ACP6	5.8316	0.411	15.866	0	0	0.411	0.474	0	14.981
ACP7	0.5313	0.062	21.637	0	0	0.062	1.01	1.838	18.728
ACPP	0.587	0.622	15.984	0	0.185	0.437	2.753	3.987	8.623
ACR	0.4877	0	5.34	0	0	0	0.882	0	4.458
ACRBP	0.9523	0.613	13.211	0	0	0.613	0.927	0	11.67
ACRV1	0.6899	0	7.629	0	0	0	0.599	1.609	5.42
ACSBG1	11.3191	0.123	9.813	0	0	0.123	4.268	0	5.423
ACSBG2	0.8052	0.52	13.577	0	0	0.52	8.226	0	4.831
ACSF2	6.1167	1.4	16.684	0	0	1.4	3.539	1.017	10.728
ACSF3	0.6642	0.636	11.775	0.636	0	0	1.094	0.499	9.546
ACSL1	7.2331	0.642	8.644	0	0.334	0.308	2.84	0	5.162
ACSL3	0.6957	0.538	11.405	0	0	0.538	4.063	0	6.805
ACSL4	10.6352	0.123	3.787	0	0	0.123	0.205	1.225	2.233
ACSL5	0.3821	0.739	12.742	0	0	0.739	0	1.884	10.119
ACSL6	13.0141	0.366	16.298	0	0.366	0	4.854	4.276	6.803
ACSM1	10.59	0	6.138	0	0	0	1.693	0.976	3.469
ACSM2A	8.7242	0.767	19.217	0.767	0	0	8.603	5.713	4.134
ACSM3	1.1433	1.759	7.326	0.703	0	1.057	0.602	4.229	0.736
ACSM4	0.7179	0	5.271	0	0	0	0.887	1.21	3.173
ACSM5	0.5881	0.123	5.5	0	0	0.123	1.925	0.91	2.543
ACSS1	6.1253	0.494	8.583	0	0.494	0	1.594	1.156	5.339
ACSS2	0.6511	0	6.873	0	0	0	0	1.591	5.283
ACSS3	15.4778	0	8.229	0	0	0	1.749	3.913	2.567
ACTA1	0.6464	2.027	6.89	0.549	0	1.479	1.827	0	3.036
ACTA2	0.3364	0	4.864	0	0	0	1.07	0	3.794
ACTB	6.688	0.904	10.67	0	0	0.904	1.042	0.867	7.856
ACTBL2	0.6277	0.545	1.506	0	0.545	0	0	0.492	0.469
ACTC1	10.4982	0	3.222	0	0	0	0.693	0	2.529
ACTG1	0.5946	2.368	13.222	0	0	2.368	0	0	10.854
ACTG2	0.6143	0	19.274	0	0	0	2.175	1.84	15.259
ACTL10	0.698	1.314	10.598	0	0	1.314	0.371	1.981	6.932
ACTL6A	0.6268	1.344	19.977	0	0	1.344	10.932	0	7.701
ACTL6B	0.6905	1.053	17.723	0	0	1.053	2.048	1.917	12.705
ACTL7A	0.5406	0	6.133	0	0	0	3.38	1.264	1.489
ACTL7B	5.0716	0.721	6.353	0	0.721	0	0.599	2.312	2.722
ACTL9	11.5047	0.661	7.665	0	0.661	0	0.901	2.422	3.68
ACTN1	0.6311	0	9.357	0	0	0	0.97	0.608	7.778
ACTN2	0.6194	0.729	10.17	0.275	0	0.454	0.616	0	8.826
ACTN4	0.6234	0	2.65	0	0	0	0	0	2.65
ACTR10	8.6431	1.05	28.159	0.727	0	0.324	16.68	2.427	8.002
ACTR1A	10.114	0	10.25	0	0	0	0	0.558	9.692
ACTR1B	11.5345	0.387	10.619	0	0	0.387	1.56	2.278	6.393
ACTR2	0.5747	0.459	10.534	0	0	0.459	5.101	0.757	4.217
ACTR3	0.4777	0.172	8.713	0	0	0.172	1.209	1.811	5.521
ACTR3B	0.2136	0.357	21.929	0	0	0.357	4.123	1.714	15.736
ACTR5	0.6385	0.578	48.333	0	0	0.578	2.645	24.894	20.216
ACTR6	0.709	0.452	11.488	0	0.082	0.37	4.779	0.66	5.597
ACTR8	0.9011	1.437	26.312	0	0	1.437	2.145	0	22.73
ACTRT1	0.5821	0	4.995	0	0	0	1.26	3.347	0.387
ACTRT2	11.2114	0	2.163	0	0	0	1.054	0	1.108
ACTRT3	0.6709	0	16.686	0	0	0	1.482	0	15.205
ACVR1	13.8991	0	5.701	0	0	0	1.077	0.389	4.234
ACVR1B	0.7479	0	15.307	0	0	0	1.567	6.614	7.127
ACVR1C	0.5486	0	2.582	0	0	0	0.572	0.37	1.641
ACVR2A	0.7279	0	3.585	0	0	0	0	1.896	1.689
ACVR2B	0.5126	0.6	8.852	0	0	0.6	1.604	0	6.647
ACVRL1	0.6165	0	8.205	0	0	0	2.333	0.43	5.441
ACY1	12.9116	0.863	65.46	0	0	0.863	0	7.895	56.703
ACY3	0.4816	0.343	6.762	0	0	0.343	2.457	1.643	2.32
ACYP1	0.6061	1.006	18.21	0	0	1.006	5.522	4.818	6.863
ACYP2	1.9016	1.575	7.15	1.291	0	0.284	3.094	1.774	0.707
ADA	0.7221	0	6.582	0	0	0	1.681	0.486	4.415
ADAD1	0.7484	0	6.194	0	0	0	4.161	1.336	0.698
ADAD2	0.5762	1.144	7.681	0	0	1.144	3.682	0	2.855
ADAL	0.6513	0.957	11.317	0	0	0.957	3.293	0	7.067
ADAM10	0.6905	0.678	15.533	0	0	0.678	1.121	1.206	12.528
ADAM11	8.2048	0.42	4.268	0	0	0.42	0	0	3.847
ADAM12	0.6299	0	1.797	0	0	0	0	0	1.797
ADAM15	0.6167	0.205	6.743	0	0	0.205	0	0.795	5.743
ADAM17	1.1703	1.184	7.67	0	0	1.184	1.018	0	5.468
ADAM18	0.7132	0.123	6.659	0	0.123	0	2.399	0.78	3.357
ADAM19	0.37	1.827	34.593	0	0	1.827	2.281	6.166	24.32
ADAM2	0.6906	2.434	12.104	1.695	0.062	0.678	1.611	1.056	7.003
ADAM20	0.988433333333333	0.732666666666667	2.296	0	0.732666666666667	0	0.607333333333333	0.956333333333333	0
ADAM21	0.6412	0.863	5.548	0	0.431	0.431	1.971	0	2.715
ADAM22	11.2433	0	2.602	0	0	0	0.32	1.053	1.229
ADAM23	0.5596	0.123	2.802	0	0	0.123	1.232	0.581	0.866
ADAM28	0.5503	0.37	19.371	0	0	0.37	14.124	0	4.877
ADAM29	0.7219	0	7.427	0	0	0	1.138	5.235	1.053
ADAM30	5.6334	0.521	10.132	0.521	0	0	5.682	2.312	1.617
ADAM32	10.2023	0	8.359	0	0	0	4.855	2.032	1.472
ADAM33	6.3579	0.53	10.171	0	0	0.53	4.608	0	5.033
ADAM7	0.5598	0	3.599	0	0	0	0	1.103	2.496
ADAM8	0.7053	0.172	3.896	0	0	0.172	0	0	3.724
ADAM9	0.6203	0.554	9.989	0	0	0.554	0	5.784	3.651
ADAMDEC1	0.534	0.148	8.15	0	0	0.148	3.628	1.033	3.341
ADAMTS1	0.5255	0	4.438	0	0	0	1.869	0.682	1.887
ADAMTS10	9.6411	0	19.618	0	0	0	1.574	10.704	7.34
ADAMTS12	0.479	0.17	5.292	0	0	0.17	2.787	0.223	2.112
ADAMTS13	0.4905	0.713	18.505	0.425	0	0.287	7.26	1.679	8.853
ADAMTS14	0.7722	0.942	30.544	0.66	0	0.282	0.833	1.927	26.842
ADAMTS15	9.4865	0	4.504	0	0	0	3.295	0.597	0.612
ADAMTS16	0.6508	0	3.391	0	0	0	2.059	0.585	0.747
ADAMTS17	0.6343	0	4.294	0	0	0	0.61	1.812	1.871
ADAMTS18	1.0242	0	7.642	0	0	0	1.349	0	6.293
ADAMTS19	0.9827	0.575	4.592	0	0.452	0.123	0.984	1.516	1.517
ADAMTS2	0.6912	0	2.025	0	0	0	0.563	0	1.461
ADAMTS20	0.4685	0.504	12.201	0.504	0	0	2.03	1.837	7.831
ADAMTS3	0.6667	0.246	6.128	0	0.246	0	1.843	0.829	3.21
ADAMTS4	0.1683	0	13.803	0	0	0	0.702	7.173	5.927
ADAMTS5	7.1523	1.493	3.389	0	1.493	0	0.353	1.172	0.37
ADAMTS6	0.6051	0.258	4.637	0	0	0.258	0.464	0.226	3.689
ADAMTS7	0.6687	0.246	5.886	0	0	0.246	2.836	0.453	2.35
ADAMTS8	9.4399	0	4.908	0	0	0	0	0	4.908
ADAMTS9	0.9629	0.605	18.22	0	0	0.605	3.08	8.051	6.484
ADAMTSL1	14.4837	0.456	2.529	0	0.456	0	0.703	0	1.371
ADAMTSL2	0.5929	0.376	1.962	0	0.376	0	0.614	0	0.972
ADAMTSL3	0.6057	0	7.551	0	0	0	6.189	0	1.361
ADAMTSL4	3.3438	0.185	13.727	0	0	0.185	1.977	0	11.565
ADAMTSL5	10.8924	0.271	11.391	0	0	0.271	0.757	0.39	9.972
ADAP1	1.0036	0.744	5.771	0	0	0.744	0	0.262	4.765
ADAP2	0.7958	0.453	9.109	0	0	0.453	0.822	0	7.835
ADAR	0.7505	0.437	59.709	0	0.437	0	5.102	2.682	51.488
ADARB1	9.7049	1.545	5.317	0	0	1.545	1.316	0	2.456
ADARB2	9.2147	0.14	1.743	0	0	0.14	0	0.802	0.801
ADAT1	0.602	0.739	11.776	0	0	0.739	2.095	0.594	8.348
ADAT2	8.8765	0.652	10.745	0	0	0.652	1.673	1.024	7.395
ADAT3	1.0628	1.665	38.447	0	0	1.665	2.134	0	34.649
ADCK1	0.8016	2.644	13.045	1.843	0.801	0	2.057	1.972	6.372
ADCK2	0.691	0.616	16.594	0.185	0.431	0	1.831	0	14.147
ADCK5	0.6326	2.233	14.686	0	0	2.233	1.513	0	10.94
ADCY1	1.616	0	4.907	0	0	0	1.231	0	3.676
ADCY10	10.7488	0	13.165	0	0	0	1.821	0	11.344
ADCY2	7.7269	1.127	2.246	0	1.127	0	0	0.655	0.463
ADCY3	0.6404	0	17.647	0	0	0	4.015	0	13.631
ADCY4	0.7277	0.246	0.875	0	0	0.246	0	0	0.629
ADCY5	0.6263	0.513	3.973	0	0	0.513	0	0.485	2.975
ADCY6	0.515	0.742	7.079	0	0	0.742	1.606	0.304	4.427
ADCY7	0.4978	0.964	37.471	0	0	0.964	4.849	5.577	26.082
ADCY8	0.646	0	3.504	0	0	0	1.779	0.378	1.347
ADCY9	0.6377	0.814	9.798	0	0	0.814	0.675	0	8.309
ADCYAP1	0.6672	0	1.438	0	0	0	0	1.438	0
ADCYAP1R1	2.2704	0	1.693	0	0	0	0.561	0	1.132
ADD1	10.7411	4.127	24.65	0.394	0	3.732	5.702	0.185	14.637
ADD2	7.6998	0	13.618	0	0	0	5.228	1.227	7.163
ADD3	0.3102	0	18.022	0	0	0	3.353	0.624	14.044
ADGB	0.6839	0	6.989	0	0	0	2.037	1.649	3.303
ADGRA1	11.7814	0	0.746	0	0	0	0	0	0.746
ADGRA2	8.2784	0.097	8.311	0	0	0.097	1.812	0.431	5.971
ADGRA3	0.5488	0.37	7.763	0	0	0.37	2.404	1.236	3.754
ADGRB1	8.6859	0	0.28	0	0	0	0	0	0.28
ADGRB2	4.1876	0	8.327	0	0	0	0	1.386	6.941
ADGRB3	0.5326	0.616	4.776	0	0.616	0	2.446	1.14	0.574
ADGRD1	0.2186	0	8.683	0	0	0	0.66	4.307	3.716
ADGRE1	0.595	0.429	14.206	0	0.183	0.246	6.837	4.132	2.809
ADGRE5	1.0021	0	1.727	0	0	0	0	0.301	1.426
ADGRF1	0.7455	0	16.546	0	0	0	0.73	0.641	15.175
ADGRF2	0.5701	0	6.19	0	0	0	1.968	0	4.222
ADGRF3	0.6837	0.666	14.515	0	0	0.666	0	3.079	10.77
ADGRF4	0.6207	0.474	5.128	0	0.474	0	1.81	0.796	2.048
ADGRF5	6.0537	0.456	9.008	0	0	0.456	1.278	2.368	4.906
ADGRG1	13.4666	0.415	13.638	0	0	0.415	0.633	0.611	11.979
ADGRG2	0.5876	0.246	5.082	0	0.246	0	0.222	1.463	3.151
ADGRG3	7.6538	0	3.833	0	0	0	0	0.458	3.375
ADGRG5	0.5291	0.123	10.752	0	0.123	0	0.855	2.423	7.35
ADGRG6	7.3539	0	2.836	0	0	0	0.477	1.237	1.121
ADGRG7	0.7255	1.829	7.241	0.71	0.849	0.27	2.759	1.131	1.521
ADGRL1	4.7191	0	4.665	0	0	0	0	1.723	2.942
ADGRL2	0.658	0.666	3.621	0	0.666	0	0.79	1.047	1.118
ADGRL3	0	0.246	1.383	0	0.246	0	0.931	0	0.205
ADGRL4	0.72	0.75	3.968	0	0.75	0	0	1.01	2.208
ADGRV1	0.7053	0	6.72	0	0	0	2.452	1.958	2.309
ADH1C	0.6376	0	7.508	0	0	0	1.839	2.248	3.421
ADH4	0.908	0.21	7.341	0	0.21	0	0.465	1.354	5.312
ADH5	0.9095	4.17	54.24	2.518	0	1.652	17.881	17.403	14.787
ADH7	2.0671	0	8.482	0	0	0	1.668	2.119	4.696
ADHFE1	0.7018	0.575	16.026	0	0	0.575	0	0	15.451
ADI1	0.6065	1.947	31.679	0	0	1.947	11.91	0.551	17.271
ADIPOQ	0.6562	1.801	9.832	0	0.732	1.07	1.083	1.44	5.507
ADIPOR1	5.5379	0.616	32.906	0	0	0.616	0	1.128	31.162
ADIPOR2	4.1846	0.859	4.406	0	0	0.859	0	0.591	2.956
ADK	0.7208	0.418	29.369	0	0	0.418	2.587	0	26.364
ADM	13.0585	0	2.552	0	0	0	0	0.721	1.831
ADM2	0.673	0.815	12.509	0	0	0.815	0.9	1.047	9.747
ADNP	0.6434	0	10.008	0	0	0	0.628	1.776	7.604
ADNP2	10.5376	0.267	6.777	0	0.267	0	1.882	1.995	2.633
ADO	14.0008	0	2.505	0	0	0	0.662	0	1.843
ADORA1	0.5651	0	1.666	0	0	0	0.236	0	1.429
ADORA2A	5.7121	0	3.329	0	0	0	0	0	3.329
ADORA2B	0.6171	0.562	4.395	0	0	0.562	0	0.863	2.97
ADORA3	0.6556	0.678	9.783	0.678	0	0	1.854	0	7.252
ADPGK	0.8451	0	20.692	0	0	0	9.619	0	11.073
ADPRH	11.2231	0.542	14.63	0.542	0	0	5.771	0	8.318
ADPRHL1	0.5412	1.83	10.411	1.739	0	0.09	1.788	0.632	6.161
ADPRHL2	2.2188	0.81	5.76	0	0	0.81	0.966	0	3.985
ADPRM	0.6704	0.175	8.753	0	0	0.175	3.456	0.363	4.76
ADRA1A	1.0018	0.588	1.857	0	0.588	0	0	0.552	0.718
ADRA1B	1.3607	0	10.78	0	0	0	1.229	2.202	7.349
ADRA1D	0.6035	0	4.213	0	0	0	1.995	0	2.218
ADRA2A	0.3753	0	4.254	0	0	0	1.558	1.246	1.45
ADRA2B	4.6849	0	5.784	0	0	0	0.621	1.544	3.619
ADRA2C	0.6856	0	2.63	0	0	0	2.158	0	0.472
ADRB1	0.3565	0	1.974	0	0	0	0.548	0	1.426
ADRB2	0.41	0.296	2.286	0	0	0.296	0.246	0	1.744
ADRB3	8.476	0	10.535	0	0	0	3.216	2.58	4.739
ADRM1	10.6074	0	10.325	0	0	0	0.472	1.789	8.064
ADSL	0.6246	2.902	129.57	0	0	2.902	0.814	31.893	93.961
ADSS	0.7437	1.422	6.384	0.986	0	0.437	1.108	0	3.854
ADSSL1	0.6517	0.527	4.365	0.527	0	0	0	0	3.839
ADTRP	0.6221	0.214	5.294	0	0.172	0.041	3.438	0.791	0.851
AEBP1	0.858	1.117	8.629	0.626	0	0.491	1.295	0.785	5.432
AEBP2	0.7152	0.37	190.565	0	0	0.37	58.295	1.232	130.668
AEN	14.9009	0.444	24.703	0.246	0	0.197	10.467	0.805	12.987
AES	2.0094	1.048	21.23	0	0	1.048	0.651	0	19.531
AFAP1	9.5878	0.213	8.064	0	0.213	0	1.511	0	6.339
AFAP1L1	7.3095	0.592	100.809	0	0.062	0.53	1.525	3.09	95.603
AFAP1L2	0.3211	0	3.855	0	0	0	0.915	2.118	0.822
AFF1	0.0411	1.972	78.961	0	0	1.972	10.391	0	66.599
AFF3	0.6335	0	5.065	0	0	0	0.28	0	4.785
AFF4	0.8335	1.566	18.396	0	0	1.566	1.97	0	14.861
AFG3L2	0.414	0.683	9.212	0	0	0.683	0	0	8.529
AFM	0.6596	0.123	10.131	0	0	0.123	4.939	2.885	2.183
