gene	gene_signal	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ACSS3	15.4993	0	2.688	0	0	0	0.303	0.91	1.475
ACTA1	0.8116	0.255	2.576	0	0	0.255	0.361	0	1.96
ACTA2	0.3869	0	5.031	0	0	0	1.297	0	3.734
ACTB	13.3218	1.251	18.941	0	0	1.251	4.375	1.695	11.62
ACTBL2	0.4427	0	1.057	0	0	0	0	0.249	0.808
ACTC1	11.8105	0	1.072	0	0	0	0.362	0	0.71
ACTG1	0.3887	2.067	11.569	0	0	2.067	0	0	9.502
ACTG2	0.4809	0	10.639	0	0	0	1.096	0.172	9.37
ACTL10	0.5694	2.044	5.815	0	0	2.044	0.531	0.856	2.384
ACTL6A	0.6754	0.172	15.689	0	0	0.172	7.386	0	8.131
ACTL6B	0.4985	0.813	5.761	0	0	0.813	0.584	0.818	3.546
ACTL7A	0.666	0	2.306	0	0	0	1.287	0.66	0.359
ACTL7B	1.5337	0	1.278	0	0	0	0.303	0.66	0.316
ACTL9	10.9034	0	9.488	0	0	0	1.049	5.16	3.278
ACTN1	0.5244	0	5.412	0	0	0	0.342	0.255	4.815
ACTN2	0.3281	1.922	10.812	1.209	0	0.713	0.389	0	8.501
ACTN4	0.6701	0	1.188	0	0	0	0	0	1.188
ACTR10	1.3844	0.303	80.956	0.303	0	0	74.857	1.46	4.335
ACTR1A	16.4534	0	9.515	0	0	0	0	0.786	8.73
ACTR1B	4.2442	0	7.084	0	0	0	1.399	1.338	4.347
ACTR2	0.566	0.452	8.518	0	0	0.452	4.229	0.747	3.089
ACTR3	0.5391	0.909	13.241	0	0	0.909	0.666	6.985	4.681
ACTR3B	0.2021	0.307	5.401	0	0	0.307	1.267	1.107	2.72
ACTR5	0.4534	0	12.438	0	0	0	0.861	5.184	6.393
ACTR6	6.1105	0.567	9.361	0	0	0.567	3.949	0.436	4.409
ACTR8	0.4394	0.586	20.413	0	0	0.586	1.235	0	18.593
ACTRT1	0.5402	0	0	0	0	0	0	0	0
ACTRT2	10.1235	0	0.642	0	0	0	0.642	0	0
ACTRT3	0.5745	0	16.439	0	0	0	1.9	0	14.539
ACVR1	3.8547	0	2.43	0	0	0	0	0	2.43
ACVR1B	5.0829	0	112.467	0	0	0	13.317	30.05	69.1
ACVR1C	0.4128	0	0.303	0	0	0	0	0	0.303
ACVR2A	1.9804	0	3.323	0	0	0	0	1.504	1.819
ACVR2B	0.307	0	3.832	0	0	0	0.659	0	3.174
ACVRL1	0.6084	0	2.039	0	0	0	0.502	0	1.537
ACY1	4.9863	0.4	41.839	0	0	0.4	0	5.751	35.688
ACY3	0.4447	0	3.243	0	0	0	0.719	0.345	2.18
ACYP1	0.4083	1.466	10.912	0	0	1.466	1.851	3.268	4.326
ACYP2	1.7443	0.373	3.127	0.373	0	0	1.146	1.001	0.606
ADA	0.6457	0	5.5	0	0	0	1.184	0.177	4.139
ADAD1	0.5241	0	2.206	0	0	0	1.903	0	0.303
ADAD2	0.8938	0.815	2.631	0	0	0.815	0.848	0	0.968
ADAL	0.7506	2.35	10.454	0	0	2.35	2.989	0	5.115
ADAM10	2.2202	1.34	42.075	0	0	1.34	6.282	7.502	26.952
ADAM11	13.8713	0	0.661	0	0	0	0	0	0.661
ADAM12	0.358	0	0.606	0	0	0	0	0	0.606
ADAM15	0.3896	0	3.415	0	0	0	0	0.6	2.814
ADAM17	1.0244	0	3.207	0	0	0	0.606	0	2.6
ADAM18	0.4417	0	2.86	0	0	0	2.051	0	0.808
ADAM19	0	1.828	27.808	0	0	1.828	1.691	5.514	18.776
ADAM2	0.6466	1.873	4.169	1.267	0.303	0.303	0.303	0	1.993
ADAM20	0.604566666666667	0.0673333333333333	0.785	0	0.0673333333333333	0	0.538	0.179666666666667	0
ADAM21	0.5338	0.606	1.238	0	0.606	0	0.303	0	0.328
ADAM22	12.0235	0	0.606	0	0	0	0	0.606	0
ADAM23	0.5268	0	1.274	0	0	0	0.612	0.202	0.459
ADAM28	0.4145	0.91	4.548	0	0	0.91	2.729	0	0.91
ADAM29	0.5235	0	2.336	0	0	0	0.923	1.413	0
ADAM30	4.5756	1.269	9.251	1.269	0	0	3.757	3.302	0.922
ADAM32	6.7871	0	7.182	0	0	0	4.025	2.854	0.303
ADAM33	4.1787	0.367	8.779	0	0	0.367	4.339	0	4.073
ADAM7	0.412	0	0.91	0	0	0	0	0.606	0.303
ADAM8	1.326	0.191	4.493	0	0	0.191	0	0	4.302
ADAM9	1.5567	0	5.372	0	0	0	0	3.308	2.064
ADAMDEC1	0.442	0	2.07	0	0	0	1.089	0.303	0.678
ADAMTS1	0.4794	0	1.774	0	0	0	0.413	0	1.361
ADAMTS10	15.1531	0	5.575	0	0	0	0	1.618	3.957
ADAMTS12	0.5624	0.606	2.789	0	0	0.606	1.505	0.303	0.374
ADAMTS13	0.4843	0	8.519	0	0	0	4.331	0.808	3.38
ADAMTS14	0.4058	0.323	3.935	0.323	0	0	0	1.662	1.95
ADAMTS15	8.0834	0	1.407	0	0	0	0.912	0.191	0.303
ADAMTS16	0.4636	0	1.544	0	0	0	0.645	0.606	0.292
ADAMTS17	0.5381	0	2.095	0	0	0	0.395	1.181	0.518
ADAMTS18	5.9454	0	2.246	0	0	0	0.606	0	1.64
ADAMTS19	0.4118	0.303	1.213	0	0	0.303	0.606	0	0.303
ADAMTS2	0.4019	0	0.925	0	0	0	0.172	0	0.753
ADAMTS20	0.4417	0	8.65	0	0	0	1.291	0.791	6.569
ADAMTS3	0.3561	0	2.512	0	0	0	0.694	0.4	1.418
ADAMTS4	0	0	4.511	0	0	0	0.581	1.358	2.572
ADAMTS5	0.4461	0.377	0.984	0	0.377	0	0.303	0	0.303
ADAMTS6	0.3747	0	0.99	0	0	0	0	0	0.99
ADAMTS7	0.396	0	2.648	0	0	0	1.562	0	1.087
ADAMTS8	8.0308	0	2.5	0	0	0	0	0	2.5
ADAMTS9	0.4917	0	4.982	0	0	0	1.506	2.267	1.209
ADAMTSL1	16.386	0.303	0.606	0	0.303	0	0	0	0.303
ADAMTSL2	0.5576	0	1.068	0	0	0	0.257	0	0.811
ADAMTSL3	0.5487	0	3.91	0	0	0	3.56	0	0.349
ADAMTSL4	3.4155	0	50.44	0	0	0	16.826	0	33.614
ADAMTSL5	5.3187	0.579	28.311	0	0	0.579	0.214	0.24	27.277
ADAP1	0.4072	1.029	4.565	0	0	1.029	0	0.373	3.163
ADAP2	0.4533	0.839	4.34	0	0	0.839	0.198	0	3.304
ADAR	0.408	0.1	26.963	0	0.1	0	2.401	1.751	22.711
ADARB1	0.5483	0.314	1.863	0	0	0.314	0.419	0	1.129
ADARB2	4.8323	0	0	0	0	0	0	0	0
ADAT1	0.5817	0.258	16.098	0	0	0.258	1.182	0.541	14.116
ADAT2	2.6337	0	3.84	0	0	0	0.781	0.475	2.584
ADAT3	7.6156	3.545	21.541	0	0	3.545	1.192	0	16.805
ADCK1	0.5764	0.404	5.503	0	0.404	0	1.024	0	4.075
ADCK2	0.5169	0.454	7.911	0.454	0	0	0.903	0	6.555
ADCK5	0.6187	1.379	26.359	0	0	1.379	1.578	0	23.402
ADCY1	0.4919	0	4.045	0	0	0	1.318	0	2.727
ADCY10	5.2965	0	6.747	0	0	0	1.421	0	5.325
ADCY2	5.3105	0.91	1.547	0	0.91	0	0	0.638	0
ADCY3	0.6512	0	6.637	0	0	0	0.945	0	5.693
ADCY4	0.5555	0.164	0.682	0	0	0.164	0	0	0.517
ADCY5	0.4261	0	0.303	0	0	0	0	0	0.303
ADCY6	0.5146	2.094	37.03	0	0	2.094	3.957	3.946	27.033
ADCY7	0.3993	0	274.887	0	0	0	26.938	41.709	206.24
ADCY8	0.8912	0	1.505	0	0	0	1.029	0.321	0.155
ADCY9	0.5273	0	3.152	0	0	0	0.209	0	2.944
ADCYAP1	0.4082	0	0.606	0	0	0	0	0.606	0
ADCYAP1R1	8.0136	0	1.088	0	0	0	0.172	0	0.916
ADD1	1.9241	36.327	68.103	6.214	0	30.113	9.709	2.803	19.265
ADD2	4.5142	0	29.333	0	0	0	10.204	0.42	18.709
ADD3	0.2021	0	15.645	0	0	0	2.373	0.336	12.936
ADGB	4.7565	0	2.576	0	0	0	1.262	0.606	0.707
ADGRA1	9.4524	0	0.182	0	0	0	0	0	0.182
ADGRA2	2.804	0	3.96	0	0	0	0.895	0.303	2.761
ADGRA3	0.8031	0	2.855	0	0	0	0.708	0.693	1.454
ADGRB1	1.5189	0	0.324	0	0	0	0	0	0.324
ADGRB2	0.5054	0	4.073	0	0	0	0	0.799	3.275
ADGRB3	0.3506	0.303	0.606	0	0.303	0	0.303	0	0
ADGRD1	0	0	1.857	0	0	0	0.431	1.033	0.393
ADGRE1	0.5518	0	6.578	0	0	0	2.639	2.573	1.365
ADGRE5	0.3433	0	2.507	0	0	0	0	0.27	2.237
ADGRF1	0.5612	0	2.705	0	0	0	0.606	0	2.099
ADGRF2	0.5529	0	3.247	0	0	0	1.477	0	1.77
ADGRF3	0.6034	0.516	8.283	0	0	0.516	0	2.609	5.159
ADGRF4	0.8068	0.202	0.866	0	0.202	0	0.303	0.361	0
ADGRF5	3.3084	0	2.595	0	0	0	0.303	0.893	1.399
ADGRG1	5.972	0	22.32	0	0	0	0	0.407	21.914
ADGRG2	0.5699	0.392	3.802	0	0.392	0	0.287	1.164	1.958
ADGRG3	3.0565	0	1.196	0	0	0	0	0.258	0.937
ADGRG5	0.6289	0	10.526	0	0	0	0.372	2.497	7.657
ADGRG6	2.4155	0	0.667	0	0	0	0.317	0.35	0
ADGRG7	0.4688	3.818	6.442	0.796	2.718	0.303	1.289	0.527	0.807
ADGRL1	2.3763	0	2.545	0	0	0	0	1.366	1.179
ADGRL2	3.1431	0	1.453	0	0	0	0.317	0.208	0.927
ADGRL3	0	0	0.918	0	0	0	0.311	0	0.606
ADGRL4	0.3492	0	1.535	0	0	0	0	0.519	1.016
ADGRV1	5.5114	0	2.768	0	0	0	1.556	0.605	0.606
ADH1C	0.4771	0	2.042	0	0	0	0.813	0.427	0.801
ADH4	0.5498	0	2.281	0	0	0	0	0.894	1.387
ADH5	0.5498	0.345	10.639	0	0	0.345	1.907	4.595	3.791
ADH7	0.4325	0	2.795	0	0	0	1.121	0.674	1
ADHFE1	0.5429	0.484	4.266	0	0	0.484	0	0	3.782
ADI1	0.395	1.424	27.295	0	0	1.424	12.302	1.243	12.326
ADIPOQ	0.4602	0	2.274	0	0	0	0	0.347	1.927
ADIPOR1	0.6669	0.645	66.37	0	0	0.645	0	0.794	64.931
ADIPOR2	3.9092	0.853	3.021	0	0	0.853	0	0	2.168
ADK	0.2774	1.071	134.792	0	0	1.071	3.515	0	130.206
ADM	17.1051	0	1.003	0	0	0	0	0.477	0.526
ADM2	0.5234	2.48	24.426	0	0	2.48	0.607	2.985	18.354
ADNP	0.3306	0	9.325	0	0	0	0.74	1.118	7.467
ADNP2	13.3476	0	3.807	0	0	0	0.907	1.61	1.29
ADO	3.5802	0	1.002	0	0	0	0.237	0	0.765
ADORA1	0.3696	0	0.526	0	0	0	0.287	0	0.239
ADORA2A	5.8823	0	0.725	0	0	0	0	0	0.725
ADORA2B	0.6274	0.7	2.695	0	0	0.7	0	0	1.995
ADORA3	0.489	0.306	28.487	0.306	0	0	2.663	0	25.518
ADPGK	0.5807	0	29.644	0	0	0	13.586	0	16.058
ADPRH	5.6935	0.253	15.261	0.253	0	0	6.993	0	8.015
ADPRHL1	1.6408	0.93	4.245	0.586	0	0.344	0.148	0	3.167
ADPRHL2	3.8657	0.216	3.03	0	0	0.216	1.191	0	1.623
ADPRM	6.2351	0.171	3.967	0	0	0.171	1.372	0.236	2.187
ADRA1A	1.3887	0.606	1.372	0	0.606	0	0	0	0.766
ADRA1B	0.3817	0	4.606	0	0	0	0.491	1.177	2.937
ADRA1D	0.5528	0	1.436	0	0	0	0.922	0	0.514
ADRA2A	0	0	2.893	0	0	0	1.994	0.395	0.503
ADRA2B	0.6037	0	2.448	0	0	0	0.373	1.12	0.954
ADRA2C	0.6265	0	1.065	0	0	0	0.791	0	0.273
ADRB1	0.469	0	1.307	0	0	0	0.567	0	0.74
ADRB2	0.376	0.396	50.054	0	0	0.396	17.79	0	31.869
ADRB3	2.663	0	2.573	0	0	0	0.324	0.671	1.578
ADRM1	5.6136	0	13.181	0	0	0	0.693	0.986	11.502
ADSL	9.4389	1.678	27.761	0	0	1.678	0.54	6.098	19.445
ADSS	0.4899	1.022	3.707	0	0	1.022	0.563	0	2.122
ADSSL1	0.4211	0.767	15.254	0.767	0	0	0	0	14.487
ADTRP	0.5479	0	1.599	0	0	0	0.338	0.703	0.559
AEBP1	0.3174	0.172	2.938	0	0	0.172	0	0.199	2.567
AEBP2	0.3777	0	91.042	0	0	0	6.292	2.137	82.613
AEN	9.048	1.121	18.425	0	0	1.121	0.696	0.728	15.88
AES	4.9666	0.703	30.674	0	0	0.703	1.45	0	28.52
AFAP1	4.757	0.25	1.689	0	0.25	0	0.311	0	1.128
AFAP1L1	1.9151	0	15.736	0	0	0	0.944	0.526	14.266
AFAP1L2	0.4173	0	1.079	0	0	0	0.527	0.448	0.104
AFF1	0	3.905	113.095	0	0	3.905	13.321	0	95.87
AFF3	0.5221	0	0.858	0	0	0	0.172	0	0.685
AFF4	0.7756	1.151	23.143	0	0	1.151	0.839	0	21.153
AFG3L2	0.3548	0.772	5.154	0	0	0.772	0	0	4.382
AFM	3.2033	0.303	4.802	0	0	0.303	1.108	0.666	2.725
AFMID	19.0795	0	28.971	0	0	0	0	0	28.971
AFP	0.6042	0.303	2.734	0	0	0.303	0	0.587	1.844
AFTPH	0.4807	0	5.084	0	0	0	0.912	1.272	2.9
AGA	3.8732	0	2.049	0	0	0	0.303	0.303	1.442
AGAP1	6.6876	0	2.646	0	0	0	0.246	1.248	1.152
AGAP2	7.148	0	1.023	0	0	0	0.625	0	0.398
AGAP3	13.0292	0	10.428	0	0	0	2.149	0.683	7.595
AGBL1	6.6492	0	2.685	0	0	0	0.606	0.303	1.776
AGBL2	0.5971	0.63	12.919	0	0	0.63	2.355	0.329	9.604
AGBL3	2.1399	1.94	3.051	1.333	0.303	0.303	0.303	0.202	0.606
AGBL4	0.5211	0	2.304	0	0	0	0	1.698	0.606
AGBL5	0.4615	2.471	25.208	1.036	0	1.435	0	13.269	9.468
AGER	0.5605	0	1.281	0	0	0	0	0	1.281
AGFG1	0.4438	0.241	29.368	0	0	0.241	0	9.108	20.019
AGFG2	4.3146	0.841	12.407	0	0	0.841	0	0	11.566
AGGF1	0.4122	0.37	3.577	0	0	0.37	1.415	0.609	1.183
