gene	gene_signal	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ACAD11	0.6343	0.096	3.027	0	0	0.096	0.358	0.14	2.433
ACAD8	2.2782	0.263	5.739	0	0.263	0	2.278	1.271	1.927
ACAD9	1.2381	0	4.628	0	0	0	0.701	0.961	2.966
ACADL	0.6287	0.158	6.653	0	0	0.158	1.925	2.12	2.45
ACADM	0.3831	1.889	10.306	0.273	0.153	1.463	2.045	0.482	5.89
ACADS	1.0861	1.56	10.873	0	0.126	1.433	0.922	0.805	7.586
ACADSB	0.3158	0.229	3.191	0	0.229	0	1.06	0.105	1.797
ACADVL	0.5418	0	3.041	0	0	0	0.387	0	2.653
ACAP1	0.3351	0	8.841	0	0	0	0	0	8.841
ACAP2	0.3705	1.598	2.416	1.207	0.391	0	0	0	0.818
ACAP3	0.4235	0	0	0	0	0	0	0	0
ACAT1	0.406	0.13	6.631	0.13	0	0	1.678	0.745	4.077
ACAT2	0.5585	0.2455	4.518	0	0	0.2455	0.427	0	3.845
ACBD3	0.6312	0	7.772	0	0	0	1.83	0	5.941
ACBD4	0.4726	0.333	3.772	0	0	0.333	0	0	3.439
ACBD5	0.3311	2.349	28.736	0	0.21	2.138	7.583	3.199	15.605
ACBD6	0.4747	0	11.106	0	0	0	7.356	0.158	3.592
ACBD7	1.0778	0.263	3.012	0	0	0.263	0.183	0	2.566
ACCS	0.3585	0.986	9.127	0.986	0	0	2.071	1.65	4.42
ACCSL	0.3623	0.216	10.538	0	0	0.216	5.036	0	5.286
ACD	1.3964	0.117	0.532	0	0	0.117	0	0	0.415
ACE	1.4902	0	7.497	0	0	0	0	0.686	6.812
ACE2	0.3807	0.21	3.53	0	0.21	0	0.316	0.948	2.056
ACER1	0.9551	0.749	15.566	0.149	0	0.6	5.368	0.441	9.008
ACER2	0.3926	0.105	21.235	0	0	0.105	2.41	0	18.72
ACER3	0.3979	0.972	7.697	0.622	0	0.35	1.514	0	5.21
ACHE	0.3943	0.368	16.698	0	0	0.368	5.884	0	10.446
ACIN1	0.4728	0	2.636	0	0	0	0	0	2.636
ACKR1	0.4301	0	1.319	0	0	0	0	0.574	0.745
ACKR2	1.085	0	4.613	0	0	0	0.793	0.354	3.467
ACKR3	0.3923	0	3.371	0	0	0	3.14	0	0.232
ACKR4	0.8114	0.07	2.921	0	0	0.07	0	0.105	2.745
ACLY	0.631	0.74	11.023	0	0	0.74	2.208	0.951	7.124
ACMSD	2.5793	0	13.506	0	0	0	2.846	1.479	9.181
ACO1	4.7136	0.502	2.225	0.502	0	0	1.386	0	0.337
ACO2	0.5038	0.253	5.452	0	0	0.253	0.258	0.211	4.731
ACOD1	0.2833	0	2.488	0	0	0	0	1.474	1.014
ACOT1	0.7958	2.312	12.508	1.208	0	1.104	4.324	0	5.872
ACOT11	0.3866	0.053	5.076	0	0	0.053	0.281	0	4.743
ACOT12	0.3827	0	4.342	0	0	0	1.735	1.116	1.49
ACOT13	0.4044	0.679	6.407	0	0	0.679	0.632	0.178	4.919
ACOT2	0.4787	0.316	11.62	0	0	0.316	5.492	1.501	4.312
ACOT4	0.6141	0.583	7.063	0	0	0.583	2.911	0	3.569
ACOT7	0.3376	1.821	30.141	1.821	0	0	11.587	2.353	14.38
ACOT8	0.4168	0.271	6.736	0	0	0.271	0	0	6.465
ACOT9	0.53715	0	11.2315	0	0	0	6.113	1.987	3.1315
ACOX1	0.9489	0.401	7.73	0	0	0.401	3.099	0.564	3.667
ACOX2	0.1378	0	3.723	0	0	0	0.158	0.8	2.765
ACOX3	0.3926	0.529	4.262	0.304	0	0.225	0.778	0	2.955
ACOXL	0.6297	0.974	12.063	0	0.368	0.605	5.479	2.797	2.813
ACP1	0.651	0.158	1.333	0	0.105	0.053	0	0	1.175
ACP2	0.3965	0.366	7.023	0	0	0.366	1.189	0	5.467
ACP6	0.4387	0.421	3.879	0	0	0.421	0.685	0	2.772
ACP7	0.4255	0.053	14.998	0	0	0.053	0.259	2.054	12.632
ACPP	0.3326	0.467	9.723	0	0.053	0.414	1.848	2.319	5.089
ACR	0.4854	0	6.6	0	0	0	0.775	0	5.825
ACRBP	2.5681	0.368	7.268	0	0	0.368	0.558	0	6.341
ACRV1	0.6726	0	4.672	0	0	0	0.442	0.586	3.644
ACSBG1	0.4292	0.082	4.443	0	0	0.082	1.948	0	2.413
ACSBG2	0.9635	0.694	10.024	0	0	0.694	6.777	0	2.553
ACSF2	0.4909	0.541	12.531	0	0	0.541	3.069	0.836	8.086
ACSF3	1.1052	0.214	3.03	0.214	0	0	0.464	0.536	1.816
ACSL1	0.4735	0.503	6.675	0	0.175	0.328	1.717	0	4.456
ACSL3	0.4252	0.281	8.197	0	0	0.281	3.556	0	4.359
ACSL4	0.384	0.07	1.558	0	0	0.07	0	0.395	1.093
ACSL5	0.7122	0	3.036	0	0	0	0	0.313	2.723
ACSL6	0.3624	0.192	19.332	0	0.192	0	6.566	2.157	10.417
ACSM1	0.4046	0	5.502	0	0	0	1.433	0.672	3.397
ACSM2A	0.3656	0.544	13.103	0.544	0	0	5.848	4.621	2.089
ACSM3	0.5093	1.044	6.203	0.26	0	0.784	0.304	4.329	0.526
ACSM4	0.4274	0	4.093	0	0	0	0.858	1.083	2.152
ACSM5	1.3226	0.053	4.315	0	0	0.053	1.751	0.487	2.024
ACSS1	0.9872	0.282	6.604	0	0.282	0	1.119	0.798	4.404
ACSS2	0.5473	0	3.874	0	0	0	0	0.706	3.169
ACSS3	0.3562	0	19.592	0	0	0	4.836	8.703	6.053
ACTA1	2.0134	3.038	8.564	0.346	0	2.691	2.925	0	2.602
ACTA2	0.4007	0	2.177	0	0	0	0.299	0	1.878
ACTB	0.6686	0.314	4.881	0	0	0.314	0.622	0.651	3.293
ACTBL2	0.4233	0.158	0.926	0	0.158	0	0	0.481	0.287
ACTC1	0.6691	0	1.484	0	0	0	0.41	0	1.074
ACTG1	0.4768	2.015	11.055	0	0	2.015	0	0	9.04
ACTG2	0.3762	0	12.403	0	0	0	1.395	0.888	10.119
ACTL10	0.4925	0.388	5.542	0	0	0.388	0.376	0.734	4.044
ACTL6A	1.0209	0.253	4.02	0	0	0.253	2.475	0	1.293
ACTL6B	0.8576	1.717	44.326	0	0	1.717	4.223	5.258	33.128
ACTL7A	0.3308	0	3.378	0	0	0	1.826	0.604	0.948
ACTL7B	0.2979	0.416	4.124	0	0.416	0	0.302	1.303	2.103
ACTL9	0.4002	0.182	5.668	0	0.182	0	0.314	2.458	2.714
ACTN1	0.4578	0	5.485	0	0	0	1.029	0.516	3.94
ACTN2	1.6156	0.656	7.336	0.393	0	0.263	0.92	0	5.76
ACTN4	0.5374	0	1.352	0	0	0	0	0	1.352
ACTR10	0.4324	2.973	29.726	2.404	0	0.568	7.035	8.329	11.389
ACTR1A	0.3122	0	5.096	0	0	0	0	0.42	4.676
ACTR1B	0.2914	0.07	5.341	0	0	0.07	0.932	1.153	3.186
ACTR2	0.3908	0.172	7.989	0	0	0.172	3.752	1.214	2.851
ACTR3	0.3569	0.263	12.028	0	0	0.263	1.823	1.206	8.736
ACTR3B	0.0912	0.168	7.377	0	0	0.168	2.743	1.514	2.951
ACTR5	0.8404	0.462	9.557	0	0	0.462	2.146	1.909	5.04
ACTR6	0.5786	0.827	8.861	0	0.14	0.687	4.103	0.583	3.348
ACTR8	2.8995	1.253	11.141	0	0	1.253	2.933	0	6.955
ACTRT1	0.7223	0	11.63	0	0	0	2.604	8.29	0.737
ACTRT2	0.2534	0	9.296	0	0	0	3.276	0	6.02
ACTRT3	0.5816	0	4.782	0	0	0	0.902	0	3.88
ACVR1	0.322	0	3.427	0	0	0	0.669	0.506	2.252
ACVR1B	0.4065	0	8.3	0	0	0	1.442	1.491	5.368
ACVR1C	0.3234	0	1.871	0	0	0	0.119	0.368	1.384
ACVR2A	1.7276	0	3.204	0	0	0	0	1.361	1.843
ACVR2B	1.1714	0.593	10.216	0	0	0.593	1.82	0	7.803
ACVRL1	0.434	0	16.757	0	0	0	5.683	0.571	10.504
ACY1	1.2	0.544	4.624	0	0	0.544	0	0.158	3.922
ACY3	0.3141	0.488	8.118	0	0	0.488	2.414	1.842	3.374
ACYP1	0.6285	0.631	11.664	0	0	0.631	3.512	0.817	6.704
ACYP2	0.7338	1.343	5.808	1.011	0	0.332	1.964	2.332	0.168
ADA	0.7941	0	3.712	0	0	0	0.463	0.287	2.961
ADAD1	0.6834	0	6.511	0	0	0	5.196	0.829	0.486
ADAD2	0.3957	3.841	27.822	0	0	3.841	16.286	0	7.695
ADAL	0.392	0.809	8.311	0	0	0.809	3.194	0	4.308
ADAM10	0.4503	0.2	10.121	0	0	0.2	0.55	0.587	8.785
ADAM11	1.1952	0.62	4.201	0	0	0.62	0	0	3.581
ADAM12	0.5997	0	4.781	0	0	0	0	0	4.781
ADAM15	0.5443	0.219	4.125	0	0	0.219	0	0.719	3.186
ADAM17	0.4959	0.723	4.952	0	0	0.723	0.642	0	3.587
ADAM18	0.7971	0.053	5.241	0	0.053	0	1.984	0.568	2.636
ADAM19	1.4627	1.119	18.01	0	0	1.119	1.31	0.804	14.777
ADAM2	0.5236	3.524	10.757	2.139	0.147	1.237	0.319	0.581	6.333
ADAM20	0.4452	0.421333333333333	1.53133333333333	0	0.421333333333333	0	0.435333333333333	0.674	0
ADAM21	1.3282	1.063	3.938	0	0.958	0.105	1.591	0	1.284
ADAM22	0.3111	0	1.529	0	0	0	0.21	0.737	0.582
ADAM23	0.5723	0	1.964	0	0	0	0.981	0.67	0.312
ADAM28	0.3508	0.211	14.448	0	0	0.211	12.921	0	1.317
ADAM29	0.6039	0	18.326	0	0	0	2.489	12.356	3.482
ADAM30	0.4261	0.053	6.843	0.053	0	0	2.666	2.179	1.946
ADAM32	0.3207	0	5.287	0	0	0	3.048	1.279	0.96
ADAM33	0.3798	0.105	10.945	0	0	0.105	5.66	0	5.18
ADAM7	0.4142	0	2.002	0	0	0	0	0.562	1.439
ADAM8	0.3932	0.158	1.759	0	0	0.158	0	0	1.601
ADAM9	1.2271	0.456	5.935	0	0	0.456	0	3.516	1.963
ADAMDEC1	0.344	0	6.071	0	0	0	3.145	0.655	2.271
ADAMTS1	0.3485	0	4.46	0	0	0	1.618	0.487	2.356
ADAMTS10	0.3635	0	6.198	0	0	0	0.864	0.892	4.443
ADAMTS12	0.4796	0.104	2.937	0	0	0.104	1.306	0.097	1.429
ADAMTS13	0.3755	0.744	15.323	0.268	0	0.476	7.139	3.44	4.001
ADAMTS14	0.3973	0.316	5.13	0.105	0	0.21	0.3	0.953	3.561
ADAMTS15	0.5708	0	2.565	0	0	0	1.517	0.384	0.664
ADAMTS16	0.8993	0	2.834	0	0	0	1.678	0.754	0.402
ADAMTS17	0.7042	0	4.684	0	0	0	0.691	1.855	2.139
ADAMTS18	0.9049	0	7.349	0	0	0	1.085	0	6.264
ADAMTS19	0.5759	0.253	2.064	0	0.253	0	0.467	0.802	0.542
ADAMTS2	0.4708	0	3.555	0	0	0	0.22	0	3.335
ADAMTS20	0.4231	0.123	11.85	0.123	0	0	2.43	1.416	7.881
ADAMTS3	0.4939	0.737	11.05	0	0.737	0	4.071	1.456	4.786
ADAMTS4	1.0354	0	14.833	0	0	0	0.368	0.24	14.225
ADAMTS5	0.6421	1.503	3.018	0	1.503	0	0.199	0.72	0.596
ADAMTS6	0.3943	0.18	2.318	0	0	0.18	0.254	0.105	1.779
ADAMTS7	1.5534	0	5.099	0	0	0	1.186	0.766	3.147
ADAMTS8	0.5128	0	3.155	0	0	0	0	0	3.155
ADAMTS9	2.8181	1.531	57.366	0	0	1.531	12.225	22.112	21.498
ADAMTSL1	0.277	0.746	8.569	0	0.746	0	5.923	0	1.9
ADAMTSL2	0.4099	0.169	1.799	0	0.169	0	0.481	0	1.149
ADAMTSL3	0.5865	0	9.003	0	0	0	6.348	0	2.655
ADAMTSL4	0.5701	0.105	5.923	0	0	0.105	1.035	0	4.784
ADAMTSL5	0.5842	0.193	12.21	0	0	0.193	0.915	0.784	10.318
ADAP1	3.797	0.766	4.033	0	0	0.766	0	0.41	2.857
ADAP2	0.9966	0.371	6.5	0	0	0.371	1.105	0	5.024
ADAR	1.3628	0.092	21.88	0	0.092	0	8.023	1.646	12.119
ADARB1	0.4586	2.319	4.86	0	0	2.319	1.929	0	0.612
ADARB2	0.3369	0.07	0.786	0	0	0.07	0	0.453	0.263
ADAT1	0.7728	0.614	8.036	0	0	0.614	1.845	0.292	5.285
ADAT2	0.2957	0.173	4.689	0	0	0.173	1.917	0.603	1.996
ADAT3	0.9855	0.7	7.804	0	0	0.7	2.408	0	4.696
ADCK1	0.4532	2.962	8.8	1.791	1.171	0	0.538	1.601	3.699
ADCK2	1.671	0.611	11.562	0.421	0.19	0	1.399	0	9.552
ADCK5	0.9582	1.438	8.012	0	0	1.438	1.554	0	5.019
ADCY1	0.436	0	11.869	0	0	0	2.346	0	9.523
ADCY10	0.3948	0	7.199	0	0	0	1.056	0	6.143
ADCY2	0.3432	1.502	6.397	0	1.502	0	0	2.027	2.868
ADCY3	0.768	0	26.113	0	0	0	3.42	0	22.693
ADCY4	0.7616	0.278	0.375	0	0	0.278	0	0	0.097
ADCY5	0.4384	0.41	4.58	0	0	0.41	0	0.617	3.552
ADCY6	0.6079	0.677	5.028	0	0	0.677	1.094	0.144	3.113
ADCY7	0.5432	1.09	32.061	0	0	1.09	5.075	4.173	21.723
ADCY8	0.4486	0	2.311	0	0	0	1.454	0.288	0.569
ADCY9	0.4026	0.294	5.55	0	0	0.294	0.57	0	4.686
ADCYAP1	0.6075	0	4.513	0	0	0	0	4.513	0
ADCYAP1R1	0.4355	0	2.143	0	0	0	0.369	0	1.774
ADD1	0.4139	0.423	12.764	0.105	0	0.318	5.754	0.053	6.534
ADD2	0.4803	0	11.506	0	0	0	5.045	1.061	5.399
ADD3	0.1794	0	13.866	0	0	0	3.426	0.193	10.247
ADGB	1.3224	0	4.332	0	0	0	1.138	0.961	2.233
ADGRA1	0.4955	0	0.504	0	0	0	0	0	0.504
ADGRA2	0.5553	0.333	6.671	0	0	0.333	2.212	0.39	3.737
ADGRA3	0.3045	1.275	28.273	0	0	1.275	5.307	3.464	18.226
ADGRB1	0.3775	0	0.964	0	0	0	0	0	0.964
ADGRB2	0.3673	0	11.581	0	0	0	0	1.962	9.619
ADGRB3	0.4472	1.375	10.337	0	1.375	0	5.223	1.558	2.181
ADGRD1	0.2718	0	13.819	0	0	0	1.304	5.571	6.944
ADGRE1	0.3183	0.6	7.492	0	0.389	0.21	3.007	2.402	1.483
ADGRE5	0.7621	0	1.219	0	0	0	0	0.145	1.074
ADGRF1	1.7284	0	36.146	0	0	0	1.958	0.433	33.754
ADGRF2	0.482	0	6.242	0	0	0	2.17	0	4.072
ADGRF3	0.6706	0.253	6.69	0	0	0.253	0	1.58	4.857
ADGRF4	0.3176	0.603	7.32	0	0.603	0	3.85	1.045	1.822
ADGRF5	0.3997	0.744	17.463	0	0	0.744	2.325	5.501	8.894
ADGRG1	0.5184	0.233	11.517	0	0	0.233	0.932	0.473	9.879
ADGRG2	0.6594	0.21	3.433	0	0.21	0	0.316	1.14	1.768
ADGRG3	0.6293	0	4.216	0	0	0	0	0.648	3.568
ADGRG5	0.3208	0.053	9.423	0	0.053	0	0.335	2.028	7.008
ADGRG6	0.5097	0	1.905	0	0	0	0.632	0.725	0.548
ADGRG7	1.5109	0.721	3.22	0.332	0.272	0.117	0.916	0.659	0.923
ADGRL1	0.4199	0	2.485	0	0	0	0	0.769	1.715
ADGRL2	0.5246	0.175	1.886	0	0.175	0	0.375	0.449	0.887
ADGRL3	0	0.21	1.117	0	0.21	0	0.666	0	0.241
ADGRL4	0.6352	0.598	6.268	0	0.598	0	0	2.032	3.638
ADGRV1	0.4641	0	3.469	0	0	0	1.565	1.253	0.65
ADH1C	0.6586	0	4.295	0	0	0	1.331	1.343	1.621
ADH4	3.2053	0.072	4.822	0	0.072	0	0.177	0.833	3.74
ADH5	3.2	3.21	41.541	2.17	0	1.04	14.139	17.133	7.06
ADH7	0.6681	0	8.02	0	0	0	1.863	2.733	3.424
ADHFE1	0.5164	0.07	2.201	0	0	0.07	0	0	2.131
ADI1	0.8129	1.312	14.932	0	0	1.312	5.611	0.818	7.192
ADIPOQ	0.3744	1.486	7.069	0	0.762	0.724	0.897	1.037	3.649
ADIPOR1	0.4931	0.105	7.768	0	0	0.105	0	0.533	7.13
ADIPOR2	0.4115	0.404	1.453	0	0	0.404	0	0.235	0.814
ADK	1.6423	0.503	18.039	0	0	0.503	1.279	0	16.257
ADM	0.4688	0	1.951	0	0	0	0	0.61	1.341
ADM2	1.4971	0.158	5.89	0	0	0.158	0.533	0.579	4.621
ADNP	0.7068	0	7.611	0	0	0	0.926	1.479	5.206
ADNP2	0.4378	0.053	2.767	0	0.053	0	0.711	0.771	1.232
ADO	0.2943	0	0.705	0	0	0	0.245	0	0.46
ADORA1	1.0523	0	1.1	0	0	0	0.072	0	1.028
ADORA2A	0.5054	0	1.63	0	0	0	0	0	1.63
ADORA2B	1.8585	0.768	4.543	0	0	0.768	0	1.116	2.659
ADORA3	0.6779	0.184	6.988	0.184	0	0	1.932	0	4.871
ADPGK	0.8391	0	6.008	0	0	0	3.378	0	2.629
ADPRH	0.4378	1.336	16.15	1.336	0	0	8.335	0	6.478
ADPRHL1	0.3884	1.79	13.187	1.567	0	0.223	2.38	0.992	8.024
ADPRHL2	0.8465	0.368	1.998	0	0	0.368	0.447	0	1.183
ADPRM	0.378	0.107	5.667	0	0	0.107	2.478	0.231	2.851
ADRA1A	0.4803	0.451	2.775	0	0.451	0	0	0.68	1.644
ADRA1B	1.0732	0	6.807	0	0	0	0.836	1.257	4.714
ADRA1D	0.5306	0	4.004	0	0	0	2.579	0	1.424
ADRA2A	0.7863	0	2.949	0	0	0	1.345	1.117	0.486
ADRA2B	1.1707	0	3.298	0	0	0	0.405	0.623	2.27
ADRA2C	0.3896	0	3.38	0	0	0	2.656	0	0.724
ADRB1	0.2393	0	1.206	0	0	0	0.422	0	0.783
ADRB2	0.3759	0.105	0.77	0	0	0.105	0.175	0	0.489
ADRB3	0.7026	0	10.976	0	0	0	3.028	3.443	4.506
ADRM1	0.3327	0	7.587	0	0	0	0.392	1.103	6.092
ADSL	0.5521	0.617	9.527	0	0	0.617	0.178	0.869	7.864
ADSS	0.5743	0.807	4.53	0.561	0	0.246	1.024	0	2.699
ADSSL1	0.4958	0.186	2.313	0.186	0	0	0	0	2.126
ADTRP	0.5144	0.598	6.774	0	0.053	0.545	4.394	0.793	0.988
AEBP1	2.0269	3.013	22.392	1.749	0	1.264	3.763	0.506	15.109
AEBP2	0.4635	0.21	15.154	0	0	0.21	2.877	0.316	11.75
AEN	0.4872	1.534	7.02	1.263	0	0.271	0.709	0.592	4.186
AES	0.3873	0.767	30.694	0	0	0.767	1.597	0	28.33
AFAP1	0.455	0.049	7.751	0	0.049	0	3.56	0	4.142
AFAP1L1	0.4241	0.2	7.208	0	0.053	0.147	1.317	0.689	5.002
AFAP1L2	0.2848	0	6.057	0	0	0	4.234	1.057	0.765
AFF1	0	1.368	17.564	0	0	1.368	1.665	0	14.531
AFF3	0.3455	0	3.04	0	0	0	0.663	0	2.378
AFF4	0.8673	1.384	17.376	0	0	1.384	2.036	0	13.955
AFG3L2	0.3841	0.208	4.523	0	0	0.208	0	0	4.316
AFM	0.5115	0.295	6.425	0	0	0.295	2.434	1.528	2.167
AFMID	0.3214	0	8.822	0	0	0	0	0	8.822
