gene	gene_signal	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ABHD4	5.5532	2.375	39.291	0	0	2.375	1.517	19.019	16.38
ABHD5	0.5443	0.341	12.401	0	0	0.341	2.29	0	9.77
ABHD6	4.5734	0.805	12.074	0	0	0.805	1.78	1.793	7.697
ABHD8	0.5971	0.99	14.05	0	0	0.99	6.353	0	6.706
ABI1	4.5876	2.127	11.607	0	0	2.127	3.382	1.689	4.409
ABI2	0.7378	1.476	14.719	0	0	1.476	3.609	0	9.634
ABI3	1.5078	0	8.306	0	0	0	0	0	8.306
ABL1	4.243	1.151	41.471	0	0	1.151	0.515	0	39.806
ABL2	7.4356	2.643	21.239	0	0	2.643	2.025	3.892	12.68
ABLIM1	0.4295	0	4.108	0	0	0	0.533	1.255	2.319
ABLIM2	3.6584	0	1.599	0	0	0	0.38	0	1.219
ABLIM3	6.2036	0.175	4.584	0.175	0	0	0.984	0.542	2.882
ABO	2.3977	0.92	3.101	0.92	0	0	0.248	0	1.934
ABR	0.4613	0.225	3.405	0	0	0.225	0	0	3.179
ABRA	0.8227	0.501	3.932	0	0	0.501	0	0.501	2.93
ABRACL	0.6381	0.515	8.516	0.515	0	0	3.408	0.841	3.753
ABT1	0	1.515	11.609	0	0	1.515	2.424	2.47	5.2
ABTB1	1.4141	0	8.248	0	0	0	1.94	1.013	5.295
ABTB2	0.9554	0	7.483	0	0	0	3.426	0.353	3.703
ACAA1	0.4253	0	2.616	0	0	0	0	0	2.616
ACAA2	0.6118	0.354	27.622	0	0	0.354	7.37	6.02	13.878
ACACA	0.7936	0.957	26.488	0	0	0.957	1.38	1.355	22.797
ACACB	1.1761	2.377	16.866	0	0	2.377	2.622	0.516	11.351
ACAD10	0.167	10.067	41.332	0	0	10.067	1.748	0.679	28.839
ACAD11	1.1484	0.537	16.583	0	0	0.537	0.966	0.585	14.495
ACAD8	0.5999	0.186	9.681	0	0.186	0	5.309	2.563	1.622
ACAD9	0.546	0	34.276	0	0	0	7.058	7.619	19.599
ACADL	0.4962	0	10.908	0	0	0	2.608	3.813	4.486
ACADM	1.7316	4.37	23.534	0.533	0	3.837	8.173	0.903	10.087
ACADS	2.7571	2.29	7.037	0	0.408	1.882	0.911	0.247	3.589
ACADSB	0.8269	7.652	17.058	0	4.108	3.544	3.113	1.037	5.256
ACADVL	0.763	0	4.417	0	0	0	1.337	0	3.08
ACAP1	0.6437	0	2.952	0	0	0	0	0	2.952
ACAP2	0.7201	0.998	0.998	0.998	0	0	0	0	0
ACAP3	1.0088	0	0	0	0	0	0	0	0
ACAT1	0.5231	0.269	20.968	0.269	0	0	4.759	1.575	14.365
ACAT2	1.9866	0.446	11.5645	0	0	0.446	0.6075	0	10.5115
ACBD3	0.6569	0	25.534	0	0	0	2.475	0	23.059
ACBD4	1.0197	3.039	24.449	0	0	3.039	0	0	21.41
ACBD5	4.9853	17.664	92.898	0	0	17.664	9.245	22.759	43.23
ACBD6	9.1967	0	16.24	0	0	0	4.142	1.198	10.899
ACBD7	3.7271	6.401	18.156	0	0	6.401	2.913	0	8.843
ACCS	2.8184	0.332	1.895	0.332	0	0	0.156	0.242	1.165
ACCSL	0.7763	0.609	14.079	0	0	0.609	8.302	0	5.168
ACD	0.7686	0.373	0.785	0	0	0.373	0	0	0.412
ACE	0.442	0	5.031	0	0	0	0	0.552	4.478
ACE2	5.2841	0.501	4.448	0	0.501	0	0.501	1.943	1.503
ACER1	0.5999	0.893	17.394	0	0	0.893	4.465	0.584	11.452
ACER2	0.6015	0.66	12.558	0	0	0.66	2.312	0	9.586
ACER3	0.4949	0.469	4.917	0.251	0	0.219	1.052	0	3.396
ACHE	1.2743	0.442	8.986	0	0	0.442	2.566	0	5.978
ACIN1	4.97	0	3.148	0	0	0	0	0	3.148
ACKR1	0.7027	0	0.552	0	0	0	0	0	0.552
ACKR2	0.622	0	15.348	0	0	0	5.924	0.735	8.689
ACKR3	0.5382	0	7.224	0	0	0	1.541	0	5.682
ACKR4	0.4996	0.752	5.538	0	0	0.752	0	0.34	4.447
ACLY	0.5791	2.089	20.968	0	0	2.089	2.862	6.462	9.555
ACMSD	0.455	0	13.464	0	0	0	2.904	2.775	7.785
ACO1	0.3959	0.861	16.554	0.861	0	0	10.074	0	5.619
ACO2	5.0993	1.897	51.782	0	0	1.897	0.62	1.864	47.401
ACOD1	0.5317	0	7.955	0	0	0	0	4.803	3.152
ACOT1	5.3925	1.621	5.025	0.251	0	1.37	1.084	0	2.32
ACOT11	0.9736	0	8.829	0	0	0	0	0	8.829
ACOT12	0.7031	0	8.672	0	0	0	3.016	3.212	2.445
ACOT13	0.4752	3.024	15.884	0	0	3.024	0.75	0.531	11.58
ACOT2	0.593	8.151	24.468	0	0	8.151	8.889	0.399	7.029
ACOT4	0.9272	1.093	6.583	0	0	1.093	2.758	0	2.732
ACOT7	7.2623	0.994	27.214	0.994	0	0	8.763	0.489	16.969
ACOT8	1.0233	0.391	8.018	0	0	0.391	0	0	7.626
ACOT9	3.97325	0	17.6915	0	0	0	3.5435	0.852	13.2965
ACOX1	0.5307	0.334	18.987	0	0	0.334	4.272	0.404	13.978
ACOX2	0.3189	0	10.647	0	0	0	1.04	1.229	8.378
ACOX3	0.64	0.551	12.672	0.393	0	0.159	3.131	0	8.989
ACOXL	0.8095	0.251	9.605	0	0	0.251	3.204	3.742	2.408
ACP1	4.4371	0.892	3.104	0	0.532	0.359	0	0	2.212
ACP2	4.4984	0.964	25.075	0	0	0.964	4.406	0	19.705
ACP6	3.1312	0.208	9.74	0	0	0.208	0.594	0	8.938
ACP7	0.7901	0.463	17.219	0	0	0.463	1.023	1.512	14.222
ACPP	0.7726	0.394	12.304	0	0	0.394	1.775	2.019	8.116
ACR	0.6804	0	3.28	0	0	0	0.626	0	2.654
ACRBP	0.3883	0.824	10.67	0	0	0.824	0	0	9.846
ACRV1	0.7099	0	4.474	0	0	0	0.612	0.456	3.406
ACSBG1	6.3011	0.278	7.854	0	0	0.278	2.861	0	4.715
ACSBG2	2.7967	0.609	7.963	0	0	0.609	4.572	0	2.783
ACSF2	1.8162	0.913	10.347	0	0	0.913	2.441	1.319	5.674
ACSF3	0.5719	0.792	10.009	0.792	0	0	0.958	0.959	7.3
ACSL1	4.2774	1.084	10.089	0	0	1.084	2.522	0	6.483
ACSL3	0.6864	0.881	13.945	0	0	0.881	4.465	0	8.599
ACSL4	6.8036	0	3.394	0	0	0	0.752	1.526	1.117
ACSL5	0.5734	1.536	27.177	0	0	1.536	0	6.322	19.319
ACSL6	4.7435	0.605	15.221	0	0.605	0	3.641	3.722	7.253
ACSM1	8.236	0	8.051	0	0	0	2.684	0.697	4.67
ACSM2A	5.0458	0.752	18.131	0.752	0	0	9.721	5.742	1.917
ACSM3	1.3296	0.934	8.007	0.342	0	0.592	0.342	6.397	0.334
ACSM4	0.6332	0	3.416	0	0	0	0.466	0.978	1.972
ACSM5	0.2966	0.327	5.954	0	0	0.327	3.099	0.468	2.06
ACSS1	5.0408	0.335	12.014	0	0.335	0	3.26	0.727	7.692
ACSS2	0.7049	0	14.501	0	0	0	0	6.196	8.305
ACSS3	4.965	0	3.498	0	0	0	0.868	1.765	0.865
ACTA1	0.4942	1.574	4.284	0.493	0	1.082	0.984	0	1.726
ACTA2	1.0695	0	8.337	0	0	0	2.565	0	5.771
ACTB	3.456	0.351	15.561	0	0	0.351	0.935	1.671	12.604
ACTBL2	0.6788	0.585	1.494	0	0.585	0	0	0.686	0.223
ACTC1	5.3365	0	2.188	0	0	0	0.67	0	1.517
ACTG1	0.6227	1.688	7.349	0	0	1.688	0	0	5.66
ACTG2	0.6215	0	27.278	0	0	0	2.519	1.762	22.996
ACTL10	0.5192	0.691	5.579	0	0	0.691	0.184	0.74	3.963
ACTL6A	0.562	1.753	21.605	0	0	1.753	11.08	0	8.773
ACTL6B	0.6289	0.771	15.118	0	0	0.771	2.362	2.181	9.803
ACTL7A	0.8502	0	5.791	0	0	0	2.939	1.708	1.145
ACTL7B	5.3413	0.501	13.253	0	0.501	0	1.339	5.368	6.044
ACTL9	6.8816	0.334	10.754	0	0.334	0	0.288	3.089	7.043
ACTN1	0.9602	0	7.615	0	0	0	0.403	0.271	6.941
ACTN2	0.604	1.381	9.446	0.921	0	0.46	0.433	0	7.633
ACTN4	0.6049	0	1.266	0	0	0	0	0	1.266
ACTR10	3.5922	0.404	20.353	0.404	0	0	8.557	1.518	9.874
ACTR1A	8.4885	0	7.479	0	0	0	0	0.628	6.851
ACTR1B	3.5054	0.358	7.017	0	0	0.358	1.611	1.893	3.155
ACTR2	0.7432	0.347	11.508	0	0	0.347	6.008	0.709	4.444
ACTR3	0.6531	0.752	10.871	0	0	0.752	0.211	1.479	8.43
ACTR3B	0.2004	0.186	13.048	0	0	0.186	2.926	1.828	8.109
ACTR5	0.4862	1.55	27.608	0	0	1.55	2.811	11.033	12.214
ACTR6	0.9143	1.002	13.033	0	0	1.002	7.402	0.435	4.194
ACTR8	0.6673	2.146	21.59	0	0	2.146	0.591	0	18.854
ACTRT1	0.6946	0	1.82	0	0	0	0.401	1.419	0
ACTRT2	6.9538	0	0.66	0	0	0	0.475	0	0.185
ACTRT3	0.7036	0	22.759	0	0	0	2.33	0	20.429
ACVR1	8.2006	0	8.702	0	0	0	1.76	0.432	6.51
ACVR1B	0.6875	0	22.968	0	0	0	2.027	7.777	13.164
ACVR1C	0.8547	0	4.433	0	0	0	0.495	0.251	3.687
ACVR2A	0.4245	0	2.345	0	0	0	0	1.722	0.623
ACVR2B	0.2338	0.984	7.16	0	0	0.984	2.675	0	3.501
ACVRL1	0.7355	0	3.805	0	0	0	1.013	0.577	2.215
ACY1	7.0721	1.74	40.402	0	0	1.74	0	8.239	30.423
ACY3	0.5086	0	6.499	0	0	0	2.205	0.486	3.808
ACYP1	0.4571	1.104	15.187	0	0	1.104	3.868	4.342	5.873
ACYP2	1.5665	1.002	7.209	1.002	0	0	1.443	3.79	0.974
ADA	0.7893	0	5.575	0	0	0	0.987	0.547	4.04
ADAD1	0.5791	0	7.265	0	0	0	4.509	1.002	1.754
ADAD2	0.8188	0	4.366	0	0	0	2.037	0	2.329
ADAL	0.8508	1.351	11.866	0	0	1.351	2.67	0	7.845
ADAM10	1.1854	0.357	27.15	0	0	0.357	2.442	0	24.351
ADAM11	5.0341	0.704	3.325	0	0	0.704	0	0	2.621
ADAM12	0.5395	0	0.599	0	0	0	0	0	0.599
ADAM15	0.6723	0.254	8.935	0	0	0.254	0	1.835	6.846
ADAM17	1.5756	1.244	8.9	0	0	1.244	0.417	0	7.24
ADAM18	0.5491	0.42	6.277	0	0.42	0	2.885	0.915	2.057
ADAM19	0.3475	1.71	27.253	0	0	1.71	1.752	4.801	18.99
ADAM2	0.5815	0.399	10.993	0	0	0.399	1.695	0	8.9
ADAM20	0.7548	0.334333333333333	1.768	0	0.334333333333333	0	0.616333333333333	0.817666666666667	0
ADAM21	0.6367	1.253	3.896	0	1.002	0.251	1.589	0	1.055
ADAM22	8.2417	0	2.596	0	0	0	0.501	0.868	1.227
ADAM23	0.6159	0.251	2.609	0	0	0.251	1.404	0.206	0.749
ADAM28	0.7242	1.503	13.431	0	0.501	1.002	8.038	0	3.89
ADAM29	0.5082	0	2.993	0	0	0	0.251	2.575	0.167
ADAM30	2.723	0.725	9.253	0.725	0	0	5.619	2.23	0.678
ADAM32	5.3173	0	11.266	0	0	0	4.769	4.157	2.34
ADAM33	2.6623	0	6.251	0	0	0	3.391	0	2.86
ADAM7	0.6468	0	1.619	0	0	0	0	0.374	1.245
ADAM8	0.4339	0.449	3.787	0	0	0.449	0	0	3.338
ADAM9	0.5089	0.644	8.292	0	0	0.644	0	4.088	3.56
ADAMDEC1	0.6245	0	4.902	0	0	0	2.468	1.181	1.253
ADAMTS1	0.6828	0	4.449	0	0	0	2.01	0.558	1.881
ADAMTS10	4.342	0	12.3	0	0	0	1.742	4.052	6.506
ADAMTS12	0.6748	0.833	6.004	0	0	0.833	1.681	0.398	3.092
ADAMTS13	1.1333	0.695	13.053	0.366	0	0.328	5.711	1.8	4.848
ADAMTS14	0.4915	0.301	9.925	0.301	0	0	0.456	2.095	7.073
ADAMTS15	7.1801	0	3.251	0	0	0	1.655	0.48	1.116
ADAMTS16	0.4827	0	3.572	0	0	0	2.307	0.586	0.679
ADAMTS17	0.5345	0	4.742	0	0	0	0.189	2.6	1.954
ADAMTS18	0.6209	0	7.027	0	0	0	1.119	0	5.907
ADAMTS19	1.3167	0.501	3.853	0	0.251	0.251	1.169	0.375	1.808
ADAMTS2	0.3803	0	1.192	0	0	0	0.726	0	0.465
ADAMTS20	0.4813	0.702	7.807	0.702	0	0	2.212	1.904	2.99
ADAMTS3	0.5671	1.002	3.224	0	1.002	0	1.272	0.251	0.699
ADAMTS4	0.3579	0	12.552	0	0	0	0.688	6.79	5.074
ADAMTS5	3.9945	0.902	2.523	0	0.902	0	0.249	0.874	0.497
ADAMTS6	0.8666	0.342	6.406	0	0	0.342	1	0.251	4.814
ADAMTS7	0.551	0.251	5.281	0	0	0.251	1.798	0.785	2.448
ADAMTS8	7.1146	0	5.899	0	0	0	0	0	5.899
ADAMTS9	0.4864	0.251	4.446	0	0	0.251	0.668	1.809	1.718
ADAMTSL1	10.9589	0.251	1.424	0	0.251	0	0.251	0	0.923
ADAMTSL2	0.6489	0.201	0.485	0	0.201	0	0	0	0.284
ADAMTSL3	0.4982	0	9.345	0	0	0	8.09	0	1.255
ADAMTSL4	2.0948	0	16.17	0	0	0	3.403	0	12.767
ADAMTSL5	5.5486	0.382	10.872	0	0	0.382	0.865	1.101	8.525
ADAP1	0.4791	0.269	2.612	0	0	0.269	0	0.482	1.861
ADAP2	0.5091	0.752	7.655	0	0	0.752	0.321	0	6.582
ADAR	0.437	0.321	57.185	0	0.321	0	4.667	1.345	50.854
ADARB1	7.2654	1.478	4.341	0	0	1.478	1.533	0	1.33
ADARB2	5.3381	0.498	0.749	0	0	0.498	0	0.251	0
ADAT1	0.611	1.329	10.791	0	0	1.329	2.45	0.506	6.505
ADAT2	6.0737	0.568	9.878	0	0	0.568	1.213	1.055	7.043
ADAT3	1.324	1.483	32.06	0	0	1.483	3.098	0	27.479
ADCK1	2.716	3.305	20.753	0.802	2.503	0	2.948	4.059	10.442
ADCK2	0.4391	0.751	16.432	0.448	0.302	0	1.394	0	14.287
ADCK5	0.7147	1.881	18.684	0	0	1.881	3.279	0	13.524
ADCY1	0.8341	0	2.692	0	0	0	1.478	0	1.214
ADCY10	4.2348	0	11.998	0	0	0	2.143	0	9.855
ADCY2	4.8969	0.751	1.426	0	0.751	0	0	0.48	0.195
ADCY3	0.4897	0	9.427	0	0	0	1.772	0	7.654
ADCY4	1.9104	0.354	0.827	0	0	0.354	0	0	0.473
ADCY5	0.6865	0.174	2.98	0	0	0.174	0	0.789	2.017
ADCY6	0.5515	1.166	5.678	0	0	1.166	0.511	0.959	3.043
ADCY7	0.645	0.997	36.924	0	0	0.997	7.676	2.838	25.413
ADCY8	0.8147	0	2.883	0	0	0	2.331	0.208	0.344
ADCY9	0.7537	0.338	9.351	0	0	0.338	0.496	0	8.517
ADCYAP1	0.7019	0	0	0	0	0	0	0	0
ADCYAP1R1	1.4305	0	1.496	0	0	0	0.366	0	1.13
ADD1	3.7109	5.943	33.427	0.527	0	5.416	7.056	1.619	18.81
ADD2	4.2275	0	9.65	0	0	0	3.998	1.371	4.281
ADD3	0.4045	0	15.46	0	0	0	0.685	0.905	13.869
ADGB	0.6703	0	6.756	0	0	0	2.636	2.458	1.662
ADGRA1	6.7911	0	0.682	0	0	0	0	0	0.682
ADGRA2	3.9514	0.209	3.999	0	0	0.209	0.858	0.25	2.682
ADGRA3	1.0193	0	3.09	0	0	0	1.063	0.282	1.746
ADGRB1	3.8175	0	0	0	0	0	0	0	0
ADGRB2	1.613	0	3.777	0	0	0	0	0.958	2.819
ADGRB3	1.2952	0.332	2.898	0	0.332	0	1.489	0.752	0.326
ADGRD1	0	0	2.53	0	0	0	0.489	0.479	1.562
ADGRE1	0.9171	2.756	40.496	0	0.752	2.004	19.388	7.833	10.52
ADGRE5	1.0813	0	1.267	0	0	0	0	0.256	1.011
ADGRF1	0.5991	0	6.357	0	0	0	0.562	0.752	5.044
ADGRF2	0.6812	0	3.319	0	0	0	1.67	0	1.649
ADGRF3	0.5548	1.108	15.583	0	0	1.108	0	2.783	11.692
ADGRF4	0.8069	0.752	4.118	0	0.752	0	1.002	0.445	1.919
ADGRF5	2.7826	0.752	6.884	0	0	0.752	0.893	1.934	3.305
ADGRG1	6.8225	0.32	8.814	0	0	0.32	0.387	0.812	7.296
ADGRG2	0.5163	0.501	3.28	0	0.501	0	0	1.275	1.503
ADGRG3	3.199	0	1.368	0	0	0	0	0	1.368
ADGRG5	0.6914	0.535	10.616	0	0.535	0	0.253	2.273	7.554
ADGRG6	3.9978	0	4.311	0	0	0	2.117	1.43	0.764
ADGRG7	0.6166	2.768	7.844	1.545	1.223	0	2.051	1.679	1.347
ADGRL1	2.8889	0	3.596	0	0	0	0	2.039	1.557
ADGRL2	0.7445	0.32	1.372	0	0.32	0	0.246	0.181	0.624
ADGRL3	0	0	1.392	0	0	0	1.142	0	0.251
ADGRL4	0.4199	0.524	3.223	0	0.524	0	0	1.274	1.426
ADGRV1	0.7415	0	6.977	0	0	0	2.63	2.101	2.245
ADH1C	0.7313	0	8.189	0	0	0	2.214	3.607	2.368
ADH4	0.434	0.318	7.648	0	0.318	0	0.31	0.809	6.211
ADH5	0.4413	2.238	32.934	1.823	0	0.415	9.878	13.236	7.582
ADH7	1.0349	0	9.657	0	0	0	0.954	3.021	5.681
ADHFE1	0.6797	2.283	17.777	0	0	2.283	0	0	15.494
ADI1	0.5844	1.813	18.923	0	0	1.813	4.906	0.502	11.702
ADIPOQ	0.4745	3.253	12.361	0	1.985	1.267	1.079	1.566	6.464
ADIPOR1	2.8945	2.543	41.374	0	0	2.543	0	2.272	36.558
ADIPOR2	1.8811	0.435	3.535	0	0	0.435	0	0.614	2.485
ADK	0.4009	0.733	29.422	0	0	0.733	2.325	0	26.364
ADM	5.0777	0	2.583	0	0	0	0	0.327	2.255
ADM2	0.452	0.637	12.513	0	0	0.637	2.004	1.023	8.848
ADNP	1.004	0	9.514	0	0	0	0.802	1.319	7.393
ADNP2	6.0974	0.437	5.128	0	0.437	0	1.417	1.661	1.614
ADO	4.9217	0	1.754	0	0	0	0.989	0	0.765
ADORA1	0.7003	0	1.88	0	0	0	0.498	0	1.382
ADORA2A	6.0105	0	3.125	0	0	0	0	0	3.125
ADORA2B	0.6408	1.183	2.894	0	0	1.183	0	0	1.71
ADORA3	0.5942	0.514	13.442	0.514	0	0	3.014	0	9.914
ADPGK	1.019	0	19.7	0	0	0	11.57	0	8.13
ADPRH	4.8505	0.3	14.611	0.3	0	0	3.556	0	10.755
ADPRHL1	1.1629	0.954	4.011	0.732	0	0.222	0.34	0.386	2.332
ADPRHL2	1.9994	0.365	3.304	0	0	0.365	0.732	0	2.207
ADPRM	1.2269	0.261	6.923	0	0	0.261	2.561	0.44	3.661
ADRA1A	0.5965	0.979	2.432	0	0.979	0	0	0.581	0.872
ADRA1B	1.998	0	8.446	0	0	0	1.43	1.135	5.88
ADRA1D	0.6178	0	3.617	0	0	0	0.766	0	2.851
ADRA2A	0.5496	0	1.779	0	0	0	0.583	0.22	0.975
ADRA2B	2.3415	0	4.072	0	0	0	0.783	0.254	3.036
ADRA2C	0.7227	0	1.534	0	0	0	0.829	0	0.705
ADRB1	0.5957	0	1.256	0	0	0	0.38	0	0.877
ADRB2	0.708	0.268	2.833	0	0	0.268	0.62	0	1.945
ADRB3	1.5264	0	9.621	0	0	0	3.259	3.389	2.974
ADRM1	6.0472	0	9.325	0	0	0	0.667	2.564	6.094
ADSL	0.584	4.434	46.909	0	0	4.434	0.695	7.307	34.473
ADSS	0.4426	0.833	5.482	0.332	0	0.501	0.626	0	4.023
ADSSL1	0.6837	0.331	5.347	0.331	0	0	0	0	5.017
ADTRP	0.7766	0.619	5.976	0	0.332	0.288	3.865	0.742	0.75
AEBP1	1.0366	0.478	2.913	0	0	0.478	0.255	0.344	1.837
AEBP2	0.4635	0.643	358.743	0	0	0.643	59.333	8.576	290.192
AEN	6.0723	1.384	27.972	0	0	1.384	3.706	0.641	22.24
AES	1.9596	0	25.559	0	0	0	0.784	0	24.775
AFAP1	3.0182	0	4.376	0	0	0	0.281	0	4.095
AFAP1L1	3.0794	1.119	44.466	0	0	1.119	0.944	1.809	40.593
AFAP1L2	0.791	0	2.248	0	0	0	0.338	1.191	0.72
AFF1	0	5.685	113.393	0	0	5.685	16.405	0	91.303
AFF3	0.6314	0	5.932	0	0	0	1.07	0	4.862
AFF4	0.7484	1.391	20.313	0	0	1.391	1.78	0	17.142
AFG3L2	0.5369	0.45	7.751	0	0	0.45	0	0	7.301
AFM	0.7162	0	12.014	0	0	0	5.297	2.151	4.566
AFMID	10.514	0	71.277	0	0	0	0	0	71.277
AFP	1.2863	0.251	5.027	0	0.251	0	0	0.416	4.36
AFTPH	2.7701	0	12.354	0	0	0	1.488	4.112	6.754
AGA	3.7808	0.251	24.382	0	0.251	0	1.291	1.391	21.449
AGAP1	5.3553	0	4.465	0	0	0	1.237	1.544	1.683
AGAP2	7.3418	0	2.724	0	0	0	1.274	0	1.451
