gene	gene_signal	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ABCG4	0.4785	0.81	9.707	0	0	0.81	0	0	8.897
ABCG5	0.417	0.741	7.239	0	0.185	0.555	0.78	0	5.718
ABCG8	7.3652	0	5.697	0	0	0	1.688	1.811	2.199
ABHD10	1.5029	0.494	8.386	0	0	0.494	2.166	0.557	5.17
ABHD11	0.4528	0.497	56.74	0	0	0.497	19.736	0	36.508
ABHD12	6.4276	0	0.548	0	0	0	0	0.177	0.37
ABHD12B	2.1637	0	5.426	0	0	0	1.497	0.761	3.168
ABHD13	0.6629	0.165	17.501	0	0	0.165	13.709	3.18	0.447
ABHD14A	7.4782	0.705	10.728	0	0	0.705	0.158	0	9.865
ABHD14B	7.4825	0.497	19.685	0	0	0.497	1.305	0	17.883
ABHD15	3.4958	1.105	15.861	0	0	1.105	1.085	0	13.671
ABHD16A	0.5218	1.789	19.88	0	0	1.789	4.696	0.295	13.1
ABHD16B	0.5397	4.203	37.788	1.96	0	2.243	4.938	0	28.648
ABHD17A	0.9857	1.176	5.81	0	0	1.176	0	0	4.633
ABHD17B	0.5306	0.433	12.725	0	0	0.433	0.92	3.548	7.823
ABHD17C	0.492	0.185	3.13	0	0	0.185	1.937	0.265	0.742
ABHD18	9.6414	0	7.189	0	0	0	0.185	0	7.004
ABHD2	9.0352	0.073	18.759	0	0	0.073	0.74	13.769	4.176
ABHD3	0.7846	0.657	10.01	0	0	0.657	0.846	1.605	6.902
ABHD4	7.1787	0.564	30.793	0	0	0.564	1.568	15.6	13.06
ABHD5	0.4647	0.302	19.948	0	0	0.302	2.703	0	16.943
ABHD6	4.5332	0.963	8.924	0	0	0.963	2.862	1.015	4.084
ABHD8	0.585	0.286	9.948	0	0	0.286	3.112	0	6.55
ABI1	5.6587	0.245	3.84	0	0	0.245	0.494	0.474	2.627
ABI2	0.5993	1.273	10.673	0	0	1.273	2.378	0	7.022
ABI3	0.3792	0	7.636	0	0	0	0	0	7.636
ABL1	7.7938	1.227	42.146	0	0	1.227	2.361	0	38.557
ABL2	7.2565	1.42	16.229	0	0	1.42	0.463	2.167	12.179
ABLIM1	2.4249	0	1.206	0	0	0	0	0.655	0.552
ABLIM2	5.8845	0	2.393	0	0	0	0.276	0.219	1.898
ABLIM3	6.1917	0.679	6.854	0.679	0	0	1.076	1.519	3.58
ABO	6.379	0.456	1.222	0.456	0	0	0.209	0	0.558
ABR	0.7196	0.245	4.185	0	0	0.245	0	0	3.94
ABRA	7.6159	0.186	2.333	0	0	0.186	0	0.472	1.675
ABRACL	7.4709	0.257	4.585	0.257	0	0	2.697	0.266	1.366
ABT1	0	1.019	14.914	0	0	1.019	1.132	6.109	6.653
ABTB1	0.5211	0	6.198	0	0	0	2.026	0.983	3.189
ABTB2	1.3273	0	6.996	0	0	0	2.959	0.472	3.565
ACAA1	0.1852	0	2.471	0	0	0	0	0	2.471
ACAA2	0.4952	0.29	18.497	0	0	0.29	4.105	2.623	11.479
ACACA	0.4378	1.595	10.376	0	0	1.595	0.344	0.426	8.01
ACACB	0.4363	0.96	21.648	0	0	0.96	4.093	0.963	15.632
ACAD10	0	7.509	35.14	0	0	7.509	2.059	0.37	25.201
ACAD11	1.505	0.398	27.545	0	0	0.398	1.123	0.977	25.047
ACAD8	0.4313	0	7.53	0	0	0	2.596	2.147	2.787
ACAD9	0.5361	0	26.853	0	0	0	3.618	3.402	19.833
ACADL	0.432	0.613	7.789	0	0	0.613	2.699	2.573	1.904
ACADM	0.7863	2.217	14.243	0.422	0.37	1.425	2.074	0.432	9.52
ACADS	0.502	1.235	6.842	0	0.247	0.988	0.089	0.452	5.067
ACADSB	0.5197	4.157	8.459	0	0.943	3.214	1.583	0.254	2.465
ACADVL	0.708	0	0.932	0	0	0	0.127	0	0.805
ACAP1	0.5144	0	4.511	0	0	0	0	0	4.511
ACAP2	0.5417	0	0.245	0	0	0	0	0	0.245
ACAP3	0.6439	0	0	0	0	0	0	0	0
ACAT1	0.516	0.46	8.616	0.46	0	0	2.011	1.695	4.45
ACAT2	1.3499	0.3695	6.6535	0	0	0.3695	0.4945	0	5.79
ACBD3	0.5725	0.354	37.772	0	0	0.354	3.621	0	33.797
ACBD4	0.5703	0.794	6.407	0	0	0.794	0	0	5.613
ACBD5	3.9671	16.09	88.673	0	0.869	15.222	15.847	16.204	40.531
ACBD6	7.3168	0	26.515	0	0	0	5.865	7.741	12.909
ACBD7	4.7465	5.914	21.579	0	0	5.914	9.848	0	5.817
ACCS	7.3077	0.37	3.774	0.37	0	0	0.358	0.624	2.422
ACCSL	0.5602	0.719	30.822	0	0	0.719	24.935	0	5.168
ACD	0.5519	0.239	1.467	0	0	0.239	0	0	1.228
ACE	0.4909	0	5.415	0	0	0	0	1.794	3.621
ACE2	6.5459	0.286	10.03	0	0.286	0	1.678	2.737	5.329
ACER1	0.4513	0.632	14.544	0.184	0	0.448	2.547	0.754	10.611
ACER2	0.6436	0.498	9.167	0	0	0.498	1.871	0	6.798
ACER3	0.4613	0.83	5.787	0.37	0	0.46	1.561	0	3.396
ACHE	0.529	0.237	14.821	0	0	0.237	8.037	0	6.547
ACIN1	3.4879	0	1.596	0	0	0	0	0	1.596
ACKR1	0.4859	0	1.004	0	0	0	0	0.232	0.773
ACKR2	0.7428	0	4.222	0	0	0	1.358	0.289	2.575
ACKR3	0.5379	0	2.036	0	0	0	1.419	0	0.617
ACKR4	0.3226	0.247	3.321	0	0	0.247	0	0.824	2.25
ACLY	0.5393	0.801	23.7	0	0	0.801	2.758	10.427	9.713
ACMSD	0.6681	0	11.917	0	0	0	1.874	4.068	5.975
ACO1	0.2807	0.444	13.285	0.444	0	0	9.445	0	3.396
ACO2	5.924	0	28.04	0	0	0	0.849	0.16	27.03
ACOD1	0.248	0	1.781	0	0	0	0	1.014	0.767
ACOT1	5.3716	1.17	7.283	0.617	0	0.552	2.123	0	3.99
ACOT11	0.9417	0	5.226	0	0	0	0	0	5.226
ACOT12	0.6486	0	5.766	0	0	0	1.317	2.863	1.586
ACOT13	0.3923	1.65	7.723	0	0	1.65	0.211	0.354	5.508
ACOT2	0.4931	13.142	27.097	0	0	13.142	7.545	0.34	6.071
ACOT4	2.8053	2.338	9.857	0	0.185	2.153	3.36	0	4.16
ACOT7	11.1212	0.278	35.238	0.278	0	0	13.785	1.875	19.301
ACOT8	0.5537	0.568	7.447	0	0	0.568	0	0	6.879
ACOT9	2.1013	0	17.169	0	0	0	3.7285	1.204	12.2375
ACOX1	0.4622	1.365	19.547	0	0	1.365	4.647	1.678	11.857
ACOX2	0.2716	0	6.716	0	0	0	0.668	0.726	5.321
ACOX3	0.9262	1.392	12.741	0.161	0	1.231	2.188	0	9.161
ACOXL	0.5981	1.148	13.006	0	0	1.148	4.562	5.366	1.93
ACP1	5.1956	0.553	1.479	0	0.185	0.368	0	0	0.926
ACP2	7.3133	0.905	14.143	0	0	0.905	2.164	0	11.074
ACP6	3.8524	0.06	16.472	0	0	0.06	0.539	0	15.874
ACP7	0.5641	0	15.208	0	0	0	0.185	1.74	13.283
ACPP	0.5239	0.556	7.022	0	0.37	0.185	0.843	1.374	4.25
ACR	0.4637	0	3.474	0	0	0	0.537	0	2.936
ACRBP	0.5368	0.737	10.825	0	0	0.737	0.495	0	9.593
ACRV1	0.4468	0	3.502	0	0	0	0.364	1.126	2.012
ACSBG1	5.2506	0.494	4.314	0	0	0.494	1.451	0	2.369
ACSBG2	2.7952	0.659	6.196	0	0	0.659	3.305	0	2.231
ACSF2	4.142	0.836	13.773	0	0	0.836	2.31	2.387	8.24
ACSF3	0.519	0.966	8.39	0.966	0	0	0.964	0.129	6.331
ACSL1	4.1646	0.326	7.104	0	0	0.326	1.518	0	5.259
ACSL3	0.4963	1.252	12.035	0	0	1.252	4.478	0	6.304
ACSL4	6.7539	0.185	7.019	0	0	0.185	0.393	3.062	3.378
ACSL5	0.5218	0.23	8.83	0	0	0.23	0	1.111	7.489
ACSL6	5.2428	1.24	11.434	0	1.24	0	2.159	1.787	6.248
ACSM1	6.8385	0	5.008	0	0	0	1.901	1.516	1.591
ACSM2A	3.7829	0.143	12.148	0.143	0	0	6.715	3.316	1.974
ACSM3	1.8616	0.803	4.303	0.247	0	0.556	0.247	2.513	0.741
ACSM4	0.5071	0	3.266	0	0	0	0.185	1.582	1.499
ACSM5	0.6346	0.37	7.206	0	0	0.37	2.092	1.783	2.96
ACSS1	4.0963	0	3.917	0	0	0	1.353	1.01	1.554
ACSS2	0.7795	0	12.725	0	0	0	0	5.144	7.581
ACSS3	6.7542	0	5.413	0	0	0	0.37	3.132	1.911
ACTA1	0.5263	1.448	2.849	0.37	0	1.078	0.243	0	1.159
ACTA2	0.5118	0	17.801	0	0	0	6.357	0	11.444
ACTB	5.9624	0.487	5.59	0	0	0.487	0.842	0.559	3.703
ACTBL2	0.6516	0.123	0.864	0	0.123	0	0	0	0.741
ACTC1	8.58	0	3.92	0	0	0	0.219	0	3.702
ACTG1	0.4283	1.456	6.329	0	0	1.456	0	0	4.873
ACTG2	0.4849	0	14.372	0	0	0	2.058	1.005	11.31
ACTL10	0.4691	0.428	6.217	0	0	0.428	0.268	0.822	4.699
ACTL6A	0.5043	0	14.835	0	0	0	7.787	0	7.048
ACTL6B	0.3307	0.556	13.977	0	0	0.556	2.543	2.071	8.808
ACTL7A	0.4661	0	3.089	0	0	0	1.826	0.617	0.646
ACTL7B	0.9256	0	2.864	0	0	0	0.715	1.057	1.092
ACTL9	7.1563	0.802	8.728	0	0.802	0	0.581	3.532	3.812
ACTN1	0.5098	0	8.809	0	0	0	0.526	0.505	7.779
ACTN2	0.4418	1.235	8.468	0	0	1.235	0.471	0	6.763
ACTN4	0.5541	0	1.629	0	0	0	0	0	1.629
ACTR10	6.3505	0	31.511	0	0	0	21.799	0.857	8.855
ACTR1A	5.7268	0	5.378	0	0	0	0	0	5.378
ACTR1B	5.0464	0.194	7.323	0	0	0.194	1.821	0.981	4.327
ACTR2	0.5585	0.271	7.37	0	0	0.271	3.591	0.195	3.313
ACTR3	0.6	0	6.071	0	0	0	0.229	1.179	4.663
ACTR3B	0.1587	0.326	19.541	0	0	0.326	2.36	2.047	14.808
ACTR5	0.5956	0.961	41.898	0	0	0.961	0.775	22.528	17.634
ACTR6	4.5057	0.358	8.406	0	0	0.358	2.753	0.555	4.74
ACTR8	0.5072	0.462	39.976	0	0	0.462	1.761	0	37.753
ACTRT1	0.5294	0	2.158	0	0	0	0.309	1.664	0.185
ACTRT2	9.3545	0	0.665	0	0	0	0.48	0	0.185
ACTRT3	0.5442	0	35.972	0	0	0	1.902	0	34.07
ACVR1	7.205	0	2.671	0	0	0	0.885	0.495	1.291
ACVR1B	1.0643	0	37.066	0	0	0	2.417	11.791	22.858
ACVR1C	0.5803	0	1.42	0	0	0	0.185	0	1.235
ACVR2A	0.5312	0	7.396	0	0	0	0	5.003	2.393
ACVR2B	0.3763	0.556	8.466	0	0	0.556	2.529	0	5.382
ACVRL1	0.3901	0	4.654	0	0	0	0.831	0	3.824
ACY1	7.5452	5.845	38.94	0	0	5.845	0	8.522	24.574
ACY3	0.3928	0	6.088	0	0	0	1.586	2.405	2.098
ACYP1	0.3196	1.267	17.018	0	0	1.267	1.974	9.713	4.064
ACYP2	3.6354	0.924	4.861	0.707	0	0.217	1.993	1.795	0.15
ADA	1.0581	0	2.139	0	0	0	0.696	0	1.443
ADAD1	0.6655	0	4.312	0	0	0	2.254	1.687	0.37
ADAD2	0.5509	0.829	3.752	0	0	0.829	2.312	0	0.611
ADAL	0.6438	1.079	8.357	0	0	1.079	2.197	0	5.081
ADAM10	0.4267	1.02	54.293	0	0	1.02	4.748	8.513	40.011
ADAM11	5.8537	0.831	2.676	0	0	0.831	0	0	1.845
ADAM12	0.4186	0	0.37	0	0	0	0	0	0.37
ADAM15	0.8005	0.179	13.908	0	0	0.179	0	1.56	12.169
ADAM17	2.0378	0.679	3.049	0	0	0.679	0.185	0	2.185
ADAM18	2.8344	0.37	2.862	0	0.37	0	0.884	0.263	1.345
ADAM19	0.1684	2.106	30.334	0	0	2.106	1.873	8.236	18.118
ADAM2	0.444	0.988	7.595	0	0.37	0.617	0.925	2.482	3.201
ADAM20	1.40836666666667	0.597	1.89833333333333	0	0.597	0	0.516	0.786	0
ADAM21	0.5604	2.012	5.568	0	1.027	0.985	2.075	0	1.482
ADAM22	6.2292	0	1.774	0	0	0	0	1.179	0.595
ADAM23	0.4673	0	1.607	0	0	0	1.022	0.257	0.328
ADAM28	0.4711	0.926	9.941	0	0.37	0.556	7.534	0	1.482
ADAM29	0.4776	0	7.267	0	0	0	1.256	3.604	2.407
ADAM30	5.0412	0.551	7.848	0.551	0	0	2.423	3.204	1.671
ADAM32	4.9106	0	5.543	0	0	0	2.584	2.445	0.514
ADAM33	4.6837	0.111	10.773	0	0	0.111	4.829	0	5.832
ADAM7	0.4655	0	1.349	0	0	0	0	0.542	0.807
ADAM8	0.4965	0.263	5.415	0	0	0.263	0	0	5.152
ADAM9	0.4945	0.185	6.66	0	0	0.185	0	5.186	1.288
ADAMDEC1	0.508	0.185	6.857	0	0	0.185	2.654	1.974	2.044
ADAMTS1	0.524	0	2.538	0	0	0	0.741	0.877	0.921
ADAMTS10	6.7239	0	8.446	0	0	0	1.467	3.586	3.392
ADAMTS12	0.6021	0.185	4.191	0	0	0.185	2.807	0	1.199
ADAMTS13	0.5194	0.449	6.023	0.123	0	0.326	2.099	1.203	2.272
ADAMTS14	0.4066	0.185	4.538	0.185	0	0	0.419	1.35	2.585
ADAMTS15	6.2758	0	2.343	0	0	0	0.926	0.96	0.458
ADAMTS16	0.5357	0	1.9	0	0	0	1.07	0.619	0.211
ADAMTS17	0.4635	0	3.298	0	0	0	0.443	0.761	2.093
ADAMTS18	4.7416	0	8.927	0	0	0	0.926	0	8.002
ADAMTS19	0.3888	0.37	3.233	0	0.185	0.185	0.926	1.011	0.926
ADAMTS2	0.5746	0	1.137	0	0	0	0.415	0	0.722
ADAMTS20	0.4771	0.282	6.806	0.282	0	0	0.721	0.859	4.942
ADAMTS3	1.1808	0.37	4.964	0	0.37	0	1.294	0.37	2.929
ADAMTS4	0.4115	0	11.244	0	0	0	0.894	6.899	3.452
ADAMTS5	0.5196	0.556	1.987	0	0.556	0	0.185	0.589	0.657
ADAMTS6	0.4044	0.256	5.932	0	0	0.256	0.352	0.877	4.447
ADAMTS7	0.5844	0.185	3.608	0	0	0.185	2.018	0.37	1.034
ADAMTS8	6.2138	0	2.307	0	0	0	0	0	2.307
ADAMTS9	0.4544	0	4.805	0	0	0	1.146	2.026	1.633
ADAMTSL1	11.4904	0.185	1.67	0	0.185	0	0	0	1.485
ADAMTSL2	0.4354	0	1.284	0	0	0	0	0	1.284
ADAMTSL3	0.3814	0	3.726	0	0	0	3.356	0	0.37
ADAMTSL4	5.9326	0.154	9.239	0	0	0.154	1.917	0	7.168
ADAMTSL5	6.6887	0.362	15.606	0	0	0.362	0.121	0.234	14.888
ADAP1	0.5596	0.83	3.063	0	0	0.83	0	0.609	1.624
ADAP2	0.4529	1.448	7.822	0	0	1.448	0.387	0	5.987
ADAR	0.4848	0.237	53.064	0	0.237	0	3.5	2.144	47.183
ADARB1	3.0994	0.552	3.199	0	0	0.552	1.143	0	1.504
ADARB2	8.7348	0.37	2.084	0	0	0.37	0	1.158	0.555
ADAT1	0.4409	1.706	13.416	0	0	1.706	2.727	0.493	8.491
ADAT2	4.2331	0.603	13.343	0	0	0.603	1.765	1.609	9.365
ADAT3	4.2137	1.614	18.355	0	0	1.614	1.851	0	14.89
ADCK1	0.5123	3.458	17.231	2.511	0.947	0	3.369	3.173	7.23
ADCK2	0.4871	0.495	17.944	0.194	0.301	0	1.259	0	16.19
ADCK5	2.9818	1.122	16.378	0	0	1.122	1.4	0	13.856
ADCY1	0.4799	0	3.296	0	0	0	2.214	0	1.082
ADCY10	6.3653	0	9.965	0	0	0	1.495	0	8.47
ADCY2	7.2831	0.37	0.941	0	0.37	0	0	0.2	0.37
ADCY3	0.5939	0	8.745	0	0	0	1.755	0	6.99
ADCY4	5.0901	0.422	0.626	0	0	0.422	0	0	0.204
ADCY5	0.7655	0.37	2.407	0	0	0.37	0	0.501	1.536
ADCY6	0.4328	1.177	6.435	0	0	1.177	0.616	0.782	3.861
ADCY7	0.4922	0.385	37.445	0	0	0.385	4.25	5.408	27.402
ADCY8	0.4532	0	2.589	0	0	0	1.397	0.267	0.925
ADCY9	0.5344	0.247	5.137	0	0	0.247	0.361	0	4.529
ADCYAP1	0.5021	0	0	0	0	0	0	0	0
ADCYAP1R1	5.2029	0	1.61	0	0	0	0.372	0	1.238
ADD1	4.4958	4.168	27.785	1.45	0	2.718	7.808	1.063	14.746
ADD2	8.29	0	13.887	0	0	0	5.672	0.657	7.558
ADD3	0.3074	0	16.11	0	0	0	4.178	0.238	11.694
ADGB	4.912	0	5.262	0	0	0	1.207	2.339	1.716
ADGRA1	6.2114	0	0.185	0	0	0	0	0	0.185
ADGRA2	5.5951	0.185	9.014	0	0	0.185	2.5	0.219	6.11
ADGRA3	0.574	0.185	2.72	0	0	0.185	0.309	0.53	1.696
ADGRB1	3.358	0	0.185	0	0	0	0	0	0.185
ADGRB2	0.4451	0	1.535	0	0	0	0	0.377	1.158
ADGRB3	0.6103	0.247	1.688	0	0.247	0	1.099	0.342	0
ADGRD1	0	0	4.23	0	0	0	0.639	1.259	2.332
ADGRE1	0.4393	0.494	8.259	0	0	0.494	3.639	1.867	2.259
ADGRE5	0.9697	0	1.177	0	0	0	0	0.503	0.674
ADGRF1	0.4875	0	6.255	0	0	0	0.328	0.549	5.378
ADGRF2	0.6362	0	4.465	0	0	0	0.802	0	3.663
ADGRF3	0.4018	0.398	7.189	0	0	0.398	0	1.853	4.939
ADGRF4	0.7203	0.826	3.808	0	0.826	0	2.108	0.318	0.555
ADGRF5	5.3665	0	1.656	0	0	0	0.739	0.143	0.773
ADGRG1	5.5211	0	19.724	0	0	0	0.185	0.123	19.416
ADGRG2	0.502	0.617	9.386	0	0.617	0	0.185	4.838	3.746
ADGRG3	5.1968	0	4.68	0	0	0	0	0.895	3.785
ADGRG5	0.6318	0.741	13.848	0	0.741	0	0.596	1.957	10.555
ADGRG6	6.0629	0	2.225	0	0	0	0.765	0.68	0.78
ADGRG7	6.7772	0.95	5.4	0.167	0.783	0	1.597	1.486	1.368
ADGRL1	2.8812	0	4.678	0	0	0	0	2.445	2.233
ADGRL2	5.0999	0.39	1.35	0	0.39	0	0.37	0.185	0.404
ADGRL3	0	0.764	1.101	0	0.764	0	0.336	0	0
ADGRL4	0.5401	0.37	2.35	0	0.37	0	0	0.902	1.077
ADGRV1	1.0938	0	4.487	0	0	0	1.799	1.479	1.21
ADH1C	0.5735	0	7.45	0	0	0	1.588	3.238	2.624
ADH4	0.4427	0.247	2.449	0	0.247	0	0.185	0.37	1.647
ADH5	0.4445	0.754	25.352	0.232	0	0.522	7.449	12.171	4.978
ADH7	0.5499	0	6.345	0	0	0	1.011	2.124	3.21
ADHFE1	3.1283	0.879	12.75	0	0	0.879	0	0	11.871
ADI1	0.4539	5.871	50.424	0	0	5.871	23.435	0.072	21.046
ADIPOQ	0.5298	0.741	7.082	0	0.37	0.37	1.296	0.754	4.291
ADIPOR1	0.5824	0.735	37.014	0	0	0.735	0	0.226	36.053
ADIPOR2	3.5713	0	2.599	0	0	0	0	0.182	2.417
ADK	0.455	0.444	39.279	0	0	0.444	1.341	0	37.494
ADM	6.5809	0	4.41	0	0	0	0	0.267	4.143
ADM2	0.5265	1.192	24.212	0	0	1.192	0.675	3.308	19.037
ADNP	0.7158	0	7.091	0	0	0	0.816	0.568	5.707
ADNP2	9.6044	0.31	4.18	0	0.31	0	1.293	1.371	1.207
ADO	8.2415	0	3.484	0	0	0	1.481	0	2.003
ADORA1	0.5071	0	1.183	0	0	0	0	0	1.183
ADORA2A	10.2116	0	1.29	0	0	0	0	0	1.29
ADORA2B	0.4282	3.829	7.349	0	0	3.829	0	1.067	2.453
ADORA3	0.5156	0.233	10.559	0.233	0	0	1.449	0	8.877
ADPGK	4.0694	0	19.794	0	0	0	9.626	0	10.168
ADPRH	6.4869	0.296	7.518	0.296	0	0	2.681	0	4.541
ADPRHL1	1.257	2.508	11.711	1.728	0	0.78	0.79	0.485	7.928
ADPRHL2	1.7196	1.097	4.07	0	0	1.097	0.123	0	2.849
ADPRM	1.0711	0.415	6.751	0	0	0.415	2.463	0.441	3.433
ADRA1A	0.6678	0.333	0.856	0	0.333	0	0	0.276	0.247
ADRA1B	0.4625	0	9.473	0	0	0	0.968	2.239	6.266
ADRA1D	0.6041	0	3.143	0	0	0	2.02	0	1.123
ADRA2A	0	0	2.857	0	0	0	1.385	1.035	0.438
ADRA2B	6.1786	0	2.028	0	0	0	0.185	0	1.842
ADRA2C	0.4762	0	0.594	0	0	0	0.453	0	0.141
ADRB1	0.5929	0	2.091	0	0	0	0.557	0	1.535
ADRB2	0.3792	0.107	2.948	0	0	0.107	0.523	0	2.318
ADRB3	7.6581	0	3.3	0	0	0	1.167	1.177	0.955
ADRM1	6.4077	0	6.241	0	0	0	0.349	0.79	5.102
ADSL	1.9834	4.414	75.838	0	0	4.414	0.773	20.079	50.572
ADSS	0.4854	1.173	4.844	0.37	0	0.802	0.73	0	2.941
ADSSL1	0.4444	0.155	3.401	0.155	0	0	0	0	3.246
ADTRP	0.3866	0.864	3.392	0	0.494	0.37	1.088	0.884	0.556
AEBP1	0.419	1.038	3.929	0.458	0	0.58	0.885	0.491	1.514
AEBP2	0.4595	0.457	57.686	0	0	0.457	6.752	2.7	47.777
AEN	8.9389	0.512	14.542	0.185	0	0.327	1.853	0.69	11.486
AES	1.2052	1.596	54.008	0	0	1.596	3.898	0	48.514
AFAP1	3.3624	0.555	4.596	0	0.555	0	0.611	0	3.429
AFAP1L1	5.5215	0.588	30.055	0	0.168	0.419	1.119	1.728	26.621
AFAP1L2	0.4932	0	0.394	0	0	0	0.148	0.246	0
AFF1	0	4.004	47.732	0	0	4.004	6.815	0	36.912
AFF3	0.4892	0	2.832	0	0	0	0.185	0	2.646
AFF4	0.5835	1.192	17.926	0	0	1.192	0.879	0	15.855
AFG3L2	0.3886	0.432	4.473	0	0	0.432	0	0	4.041
AFM	1.3644	0.185	5.757	0	0	0.185	2.739	1.907	0.926
AFMID	8.462	0	12.608	0	0	0	0	0	12.608
AFP	0.5467	0.37	2.693	0	0.185	0.185	0	0.453	1.87
AFTPH	0.6263	0	6.383	0	0	0	1.35	1.309	3.724
AGA	5.6556	0.168	5.381	0	0.168	0	0.924	0.919	3.369
AGAP1	5.2508	0	4.667	0	0	0	1.111	1.682	1.874
