gene	gene_signal	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ABCB9	1.1966	0.327	9.737	0	0	0.327	3.592	0.857	4.962
ABCC1	0.6459	0.542	8.953	0	0	0.542	0	0.859	7.552
ABCC10	1.6071	0.713	4.374	0	0	0.713	0.564	0	3.097
ABCC12	1.6622	0	10.975	0	0	0	7.003	0	3.973
ABCC2	0	0.716	14.421	0	0	0.716	1.634	2.435	9.636
ABCC3	0.4326	0	10.312	0	0	0	0	0	10.312
ABCC4	0.5261	0.188	4.446	0	0.188	0	0	1.034	3.224
ABCC5	0.532	1.183	7.765	0	0	1.183	0.753	3.028	2.803
ABCC6	0.4006	0	16.755	0	0	0	3.61	2.905	10.24
ABCC8	1.5173	0	2.483	0	0	0	1.355	0	1.128
ABCC9	1.9271	0.439	2.803	0	0	0.439	0	0.806	1.558
ABCD1	0.6848	0.49	4.157	0	0	0.49	0	0.598	3.068
ABCD2	0.5343	0.501	1.914	0	0	0.501	0.321	0.564	0.527
ABCD3	0.502	0	2.876	0	0	0	1.932	0.416	0.528
ABCD4	0.4396	2.126	15.136	0	0	2.126	1.306	0	11.704
ABCE1	1.1704	0.312	6.238	0	0	0.312	0.195	0.59	5.142
ABCF1	1.5446	1.042	4.805	0	0	1.042	1.473	0	2.29
ABCF2	1.2337	2.93	18.699	0.723	0.873	1.335	1.646	1.257	12.866
ABCF3	0.4523	0.313	7.804	0	0	0.313	0.505	1.061	5.925
ABCG1	0.5612	0	2.541	0	0	0	2.541	0	0
ABCG2	0.5637	0	5.146	0	0	0	1.343	0.564	3.238
ABCG4	0.4616	0.545	6.198	0	0	0.545	0	0	5.653
ABCG5	0.826	1	29.249	0	0.699	0.302	2.122	0	26.127
ABCG8	0.5979	0	27.544	0	0	0	7.068	5.242	15.233
ABHD10	1.5051	0.188	7.538	0	0	0.188	1.671	0.394	5.285
ABHD11	0.3988	0.318	110.082	0	0	0.318	1.06	0	108.704
ABHD12	0.4735	0	1.655	0	0	0	0	0.374	1.281
ABHD12B	0.4596	1.212	9.647	0	0	1.212	1.91	0.384	6.14
ABHD13	0.4908	0.137	2.518	0	0	0.137	1.757	0.18	0.444
ABHD14A	0.5176	1.059	5.263	0	0	1.059	0.514	0	3.691
ABHD14B	0.5155	1.195	4.692	0	0	1.195	0.438	0	3.06
ABHD15	0.3341	0.331	7.684	0	0	0.331	0.487	0	6.865
ABHD16A	0.7741	0.91	8.774	0	0	0.91	2.434	0.394	5.035
ABHD16B	2.6178	2.233	58.728	1.02	0	1.213	10.196	0	46.299
ABHD17A	1.7511	0.698	2.611	0	0	0.698	0	0	1.913
ABHD17B	0.4687	0	6.93	0	0	0	0.339	0.55	6.041
ABHD17C	1.1096	0.114	7.511	0	0	0.114	3.313	0.679	3.405
ABHD18	0.4262	0	4.57	0	0	0	0.564	0	4.006
ABHD2	0.5119	0	4.612	0	0	0	0.445	0.684	3.484
ABHD3	0.6959	1.454	12.49	0	0	1.454	0.776	1.688	8.572
ABHD4	0.2649	0.218	6.698	0	0	0.218	1.494	0.353	4.633
ABHD5	0.6109	0.602	8.035	0	0	0.602	1.375	0	6.057
ABHD6	0.2354	0.86	17.637	0	0	0.86	2.045	1.429	13.303
ABHD8	0.6428	0.501	19.615	0	0	0.501	10.673	0	8.44
ABI1	0.4257	0.679	5.22	0	0.244	0.435	0.853	0.901	2.786
ABI2	2.5301	0.588	6.001	0	0	0.588	1.454	0	3.959
ABI3	0.3702	0	2.176	0	0	0	0	0	2.176
ABL1	0.9864	0.593	23.482	0	0	0.593	1.391	0	21.498
ABL2	0.3788	0.314	17.687	0	0	0.314	0.131	5.459	11.783
ABLIM1	0.3519	0	4.03	0	0	0	0.188	2.307	1.535
ABLIM2	0.3642	0	0.768	0	0	0	0.114	0	0.654
ABLIM3	0.2613	0.552	24.591	0.552	0	0	2.886	4.939	16.213
ABO	0.6034	1.184	4.412	1.184	0	0	0.188	0	3.04
ABR	0.667	0.253	3.547	0	0	0.253	0	0	3.294
ABRA	1.3384	0.12	4.044	0	0	0.12	0	1.218	2.705
ABRACL	0.5604	0.251	5.228	0.251	0	0	2.555	0.439	1.984
ABT1	0.1505	0.333	5.325	0	0.333	0	1.453	0.206	3.333
ABTB1	1.3492	0	6.671	0	0	0	3.578	0.564	2.529
ABTB2	0.8467	0	21.851	0	0	0	11.126	1.005	9.72
ACAA1	0.3144	0	1.379	0	0	0	0	0	1.379
ACAA2	1.5418	0.201	8.829	0	0	0.201	1.518	2.235	4.874
ACACA	0.5504	1.159	9.504	0	0	1.159	0.355	0.193	7.797
ACACB	1.7088	4.401	30.901	0	0	4.401	5.915	2.194	18.392
ACAD10	0.1254	0.667	11.958	0	0	0.667	1.133	0.601	9.556
ACAD11	2.3969	0.152	4.142	0	0	0.152	0.838	0.428	2.724
ACAD8	0.6204	0.376	8.941	0	0.376	0	2.764	3.72	2.082
ACAD9	0.7738	0	15.987	0	0	0	5.12	4.246	6.622
ACADL	0.6103	0.153	15.732	0	0	0.153	2.862	4.085	8.631
ACADM	0.1741	1.373	12.965	0.188	0	1.185	2.342	0.661	8.589
ACADS	0.5578	1.781	4.454	0	0.201	1.58	0.277	0	2.396
ACADSB	1.6733	0.525	5.402	0	0.117	0.409	1.374	0	3.502
ACADVL	0.545	0	1.749	0	0	0	0.132	0	1.617
ACAP1	0.6433	0	2.127	0	0	0	0	0	2.127
ACAP2	0.8008	0.815	1.183	0.439	0.376	0	0	0	0.368
ACAP3	0.5555	0	0	0	0	0	0	0	0
ACAT1	0.499	0.527	8.855	0.527	0	0	2.233	1.765	4.33
ACAT2	0.4141	0.2505	6.02	0	0	0.2505	0.239	0	5.53
ACBD3	1.5205	0.211	6.56	0	0	0.211	1.274	0	5.076
ACBD4	1.3671	1.776	10.199	0	0	1.776	0	0	8.423
ACBD5	0.5708	3.423	26.876	0	0.269	3.154	6.239	2.562	14.652
ACBD6	0.3979	0	10.715	0	0	0	4.817	0.623	5.275
ACBD7	0.4229	0.484	3.305	0	0	0.484	0.157	0	2.664
ACCS	0.6396	0.376	11.452	0.376	0	0	1.27	4.858	4.947
ACCSL	0.6504	1.281	39.626	0	0	1.281	14.945	0	23.4
ACD	0.5914	0.365	0.977	0	0	0.365	0	0	0.612
ACE	0.7994	0	19.478	0	0	0	0	4.519	14.959
ACE2	0.3347	2.853	33.958	0	1.871	0.982	3.85	9.141	18.113
ACER1	0.7146	3.283	41.38	0.267	0	3.016	12.734	0.354	25.009
ACER2	0.5688	0.627	20.847	0	0	0.627	4.852	0	15.368
ACER3	0.3579	0.69	4.66	0.275	0	0.415	0.394	0	3.575
ACHE	0.4193	0.288	4.819	0	0	0.288	1.464	0	3.067
ACIN1	1.0864	0	1.194	0	0	0	0	0	1.194
ACKR1	0.6927	0	1.593	0	0	0	0	0.532	1.06
ACKR2	0.6275	0	7.931	0	0	0	2.35	0.341	5.239
ACKR3	0.5968	0	1.92	0	0	0	1.732	0	0.188
ACKR4	0.4422	0.176	4.077	0	0	0.176	0	0.615	3.287
ACLY	1.8679	1.333	12.614	0	0	1.333	3.382	1.419	6.48
ACMSD	0.6757	0	19.48	0	0	0	4.368	2.121	12.991
ACO1	0.3416	0.53	2.878	0.53	0	0	1.91	0	0.438
ACO2	0.3941	0.461	6.088	0	0	0.461	0.181	0	5.445
ACOD1	0.3631	0	7.741	0	0	0	0	5.635	2.106
ACOT1	0.7497	4.451	16.806	0.722	0	3.728	3.651	0	8.704
ACOT11	2.4593	0.487	22.128	0	0	0.487	1.238	0	20.402
ACOT12	1.8321	0	7.462	0	0	0	1.513	4.108	1.842
ACOT13	0.5998	1.42	5.546	0	0	1.42	0.289	0.1	3.736
ACOT2	0.5655	1.739	19.067	0	0	1.739	8.259	1.312	7.758
ACOT4	1.0055	2.594	13.215	0	0.376	2.217	3.191	0	7.43
ACOT7	0.3594	0.266	17.417	0.266	0	0	4.986	1.456	10.709
ACOT8	0.919	0.578	7.46	0	0	0.578	0	0	6.882
ACOT9	0.4285	0	8.45	0	0	0	2.8365	1.397	4.216
ACOX1	2.6111	0.615	7.742	0	0	0.615	2.517	0.235	4.375
ACOX2	0.2958	0	5.842	0	0	0	0.584	0.915	4.343
ACOX3	1.6467	0.42	5.643	0.321	0	0.099	2.001	0	3.223
ACOXL	1.9472	2.387	42.948	0	1.608	0.779	13.875	16.15	10.536
ACP1	0.4798	0.376	2.191	0	0.188	0.188	0	0	1.814
ACP2	0.2787	0.707	8.994	0	0	0.707	1.006	0	7.282
ACP6	0.2743	0.523	3.741	0	0	0.523	1.133	0	2.085
ACP7	0.4689	0.251	37.263	0	0	0.251	0.815	3.99	32.207
ACPP	2.8394	3.31	34.574	0	1.472	1.838	4.076	9.263	17.925
ACR	0.7167	0	6.556	0	0	0	1.034	0	5.522
ACRBP	0.6156	0.359	9.047	0	0	0.359	0.959	0	7.729
ACRV1	1.2362	0	7.468	0	0	0	0.434	2.1	4.934
ACSBG1	0.4691	0.481	7.369	0	0	0.481	3.057	0	3.831
ACSBG2	0.3741	2.133	34.563	0	0	2.133	21.45	0	10.98
ACSF2	0.4089	0.193	10.71	0	0	0.193	2.47	0.592	7.456
ACSF3	1.2996	0.202	6.246	0.202	0	0	1.424	0.42	4.199
ACSL1	1.9242	0.133	6.768	0	0	0.133	3.428	0	3.207
ACSL3	1.1216	0.404	8.424	0	0	0.404	2.037	0	5.983
ACSL4	2.5871	0.376	11.583	0	0	0.376	0.351	6.514	4.341
ACSL5	1.2129	0	2.795	0	0	0	0	0.7	2.095
ACSL6	0.6505	0.503	11.873	0	0.503	0	4.221	2.205	4.944
ACSM1	0.3774	0	9.567	0	0	0	4.003	1.511	4.053
ACSM2A	0.3503	0.528	18.087	0.528	0	0	9.594	4.928	3.037
ACSM3	0.8967	2.719	15.237	0.587	0	2.131	0.679	10.293	1.547
ACSM4	0.376	0	16.596	0	0	0	0.201	6.028	10.367
ACSM5	0.6397	0.188	5.142	0	0	0.188	1.957	0.201	2.796
ACSS1	0.9981	0.752	14.29	0	0.752	0	1.867	4.325	7.346
ACSS2	1.5968	0	5.156	0	0	0	0	2.49	2.666
ACSS3	0.4021	0	4.843	0	0	0	0.439	3.288	1.116
ACTA1	0.5305	6.955	15.738	0.715	0	6.24	5.87	0	2.913
ACTA2	0.7372	0	8.015	0	0	0	0.537	0	7.478
ACTB	0.3779	0.487	5.435	0	0	0.487	0.546	0.871	3.531
ACTBL2	1.5126	0.564	1.205	0	0.564	0	0	0.188	0.453
ACTC1	0.3276	0	5.808	0	0	0	1.209	0	4.599
ACTG1	0.55	1.414	5.412	0	0	1.414	0	0	3.998
ACTG2	0.4692	0	35.253	0	0	0	4.23	3.587	27.437
ACTL10	0.5798	0.944	5.986	0	0	0.944	0.188	1.128	3.726
ACTL6A	0.836	0.28	7.046	0	0	0.28	3.231	0	3.535
ACTL6B	0.4649	4.154	76.61	0	0	4.154	4.976	16.374	51.105
ACTL7A	0.9581	0	6.053	0	0	0	2.98	1.128	1.945
ACTL7B	0.7453	0.752	8.11	0	0.752	0	0.502	3.235	3.621
ACTL9	0.4498	1.724	21.733	0	1.724	0	0.709	5.958	13.342
ACTN1	0.5953	0	9.22	0	0	0	0.126	0.188	8.905
ACTN2	0.6469	2.051	23.721	0.881	0	1.17	0.341	0	21.33
ACTN4	0.4945	0	1.613	0	0	0	0	0	1.613
ACTR10	1.8462	0.596	9.845	0.596	0	0	1.305	1.965	5.979
ACTR1A	0.4457	0	6.58	0	0	0	0	0.376	6.204
ACTR1B	0.3166	0	4.893	0	0	0	1.403	0.872	2.617
ACTR2	0.5368	0.187	7.794	0	0	0.187	3.828	0.283	3.495
ACTR3	0.6165	0.63	7.54	0	0	0.63	0.219	1.276	5.414
ACTR3B	0	1.002	12.958	0	0	1.002	5.238	1.707	5.012
ACTR5	1.7482	0.628	10.92	0	0	0.628	3.588	2.069	4.636
ACTR6	0.7816	0.235	8.758	0	0	0.235	3.59	0.535	4.398
ACTR8	0.6157	0.847	7.084	0	0	0.847	1.104	0	5.133
ACTRT1	3.3849	0	3.379	0	0	0	0.782	2.483	0.114
ACTRT2	0.2715	0	1.066	0	0	0	0.564	0	0.501
ACTRT3	1.9586	0	10.771	0	0	0	0.643	0	10.127
ACVR1	0.7547	0	3.631	0	0	0	1.088	0.221	2.323
ACVR1B	0.2564	0	7.439	0	0	0	1.23	0.996	5.213
ACVR1C	0.7815	0	3.404	0	0	0	0.527	1.128	1.749
ACVR2A	0.7097	0	4.087	0	0	0	0	1.697	2.39
ACVR2B	0.5627	1.003	10.853	0	0	1.003	3.427	0	6.423
ACVRL1	1.0102	0	24.407	0	0	0	5.249	2.631	16.527
ACY1	0.5727	0.684	4.385	0	0	0.684	0	0.326	3.375
ACY3	0.483	0.752	12.858	0	0	0.752	5.33	0.948	5.828
ACYP1	0.4905	0.587	5.719	0	0	0.587	1.952	0.863	2.316
ACYP2	1.1936	1.504	8.976	1.504	0	0	3.365	3.411	0.696
ADA	1.3299	0	4.282	0	0	0	0.575	0.905	2.802
ADAD1	0.5563	0	16.108	0	0	0	6.039	6.496	3.573
ADAD2	0.5199	1.644	12.577	0	0	1.644	5.104	0	5.829
ADAL	0.581	0.627	4.19	0	0	0.627	1.944	0	1.62
ADAM10	0.5924	0.238	10.575	0	0	0.238	0.544	0.548	9.244
ADAM11	0.4953	1.585	14.566	0	0	1.585	0	0	12.981
ADAM12	0.4508	0	2.273	0	0	0	0	0	2.273
ADAM15	1.2457	0.279	4.615	0	0	0.279	0	0.374	3.963
ADAM17	0.4259	0.94	3.117	0	0	0.94	0.188	0	1.989
ADAM18	2.0387	0.439	6.008	0	0.439	0	1.976	0.346	3.247
ADAM19	0.2213	6.433	48.894	0	0	6.433	5.679	5.904	30.878
ADAM2	1.3658	2.685	23.353	0.65	0.396	1.64	1.1	1.51	18.058
ADAM20	1.75273333333333	0.501666666666667	1.59266666666667	0	0.501666666666667	0	0.467	0.624	0
ADAM21	0.7321	5.165	14.713	0	2.783	2.382	4.98	0	4.567
ADAM22	1.3199	0	2.151	0	0	0	0	1.253	0.898
ADAM23	1.89	0	2.667	0	0	0	1.79	0	0.878
ADAM28	0.9049	0.94	12.72	0	0.376	0.564	9.397	0	2.382
ADAM29	2.7384	0	4.007	0	0	0	0.238	3.393	0.376
ADAM30	0.3235	0.351	12.726	0.351	0	0	6.021	5.473	0.882
ADAM32	0.55	0	18.692	0	0	0	8.827	4.875	4.99
ADAM33	0.2418	0.438	10.214	0	0	0.438	5.48	0	4.296
ADAM7	1.0908	0	0.891	0	0	0	0	0.641	0.251
ADAM8	0.3732	0.211	5.128	0	0	0.211	0	0	4.917
ADAM9	1.0077	0	8.127	0	0	0	0	4.011	4.116
ADAMDEC1	0.8549	0	6.162	0	0	0	3.297	1.298	1.567
ADAMTS1	0.6348	0	3.646	0	0	0	1.239	1.02	1.387
ADAMTS10	0.3197	0	21.644	0	0	0	2.145	6.422	13.077
ADAMTS12	1.2859	0.126	2.978	0	0	0.126	1.668	0	1.184
ADAMTS13	1.7374	1.794	24.096	1.079	0	0.715	13.678	3.295	5.328
ADAMTS14	0.7667	0.683	17.299	0.495	0	0.188	1.285	5.463	9.868
ADAMTS15	0.314	0	2.489	0	0	0	1.699	0.564	0.226
ADAMTS16	1.1055	0	3.046	0	0	0	2.043	0.251	0.752
ADAMTS17	0.4432	0	7.966	0	0	0	1.611	4.494	1.861
ADAMTS18	1.0496	0	7.81	0	0	0	0.912	0	6.898
ADAMTS19	1.0209	0.69	2.469	0	0.188	0.501	0.635	0.755	0.389
ADAMTS2	0.4511	0	1.798	0	0	0	0	0	1.798
ADAMTS20	0.4063	0.382	18.405	0.382	0	0	3.094	2.087	12.843
ADAMTS3	1.427	0.47	5.364	0	0.47	0	1.082	0.94	2.872
ADAMTS4	0.3009	0	11.974	0	0	0	0.397	0.281	11.296
ADAMTS5	0.5328	0.752	1.58	0	0.752	0	0.15	0.677	0
ADAMTS6	0.655	1.451	18.808	0	0	1.451	2.062	0.39	14.905
ADAMTS7	0.7158	1.182	11.355	0	0	1.182	6.309	1.144	2.72
ADAMTS8	0.3275	0	12.409	0	0	0	0	0	12.409
ADAMTS9	0.533	0.201	7.794	0	0	0.201	0.986	4.116	2.491
ADAMTSL1	0.3446	0.376	2.191	0	0.376	0	1.128	0	0.687
ADAMTSL2	0.615	0.79	4.101	0	0.79	0	0.627	0	2.684
ADAMTSL3	1.5811	0	6.289	0	0	0	4.318	0	1.971
ADAMTSL4	0.5652	0.245	5.494	0	0	0.245	0.697	0	4.553
ADAMTSL5	0.4114	0	11.491	0	0	0	0.735	0.624	10.131
ADAP1	0.9872	0.246	2.427	0	0	0.246	0	0	2.18
ADAP2	0.6817	0.963	17.961	0	0	0.963	1.422	0	15.576
ADAR	0.5911	0.368	47.614	0	0.368	0	10.102	6.42	30.723
ADARB1	1.9249	4.447	14.27	0	0	4.447	2.568	0	7.255
ADARB2	1.3743	0	2.122	0	0	0	0	1.37	0.752
ADAT1	1.2418	0.98	12.126	0	0	0.98	2.877	0.272	7.997
ADAT2	0.5393	0	6.699	0	0	0	2.589	1.449	2.661
ADAT3	0.5686	0.901	7.344	0	0	0.901	1.177	0	5.267
ADCK1	0.358	6.176	15.442	5.047	1.128	0	1.31	2.817	5.139
ADCK2	0.503	1.232	21.725	0.686	0.546	0	1.655	0	18.839
ADCK5	1.6023	1.37	12.748	0	0	1.37	1.86	0	9.519
ADCY1	0.5148	0	2.885	0	0	0	1.6	0	1.284
ADCY10	0.5381	0	13.146	0	0	0	1.761	0	11.385
ADCY2	0.8822	0.439	2.164	0	0.439	0	0	0.66	1.066
ADCY3	0.809	0	26.206	0	0	0	3.874	0	22.332
ADCY4	1.1289	0.262	0.516	0	0	0.262	0	0	0.254
ADCY5	1.4204	0.376	3.268	0	0	0.376	0	1.442	1.45
ADCY6	0.7836	0.382	4.975	0	0	0.382	0.827	0.497	3.269
ADCY7	0.7758	1.486	21.531	0	0	1.486	2.502	3.375	14.167
ADCY8	0.6182	0	8.014	0	0	0	4.763	1.067	2.184
ADCY9	1.2437	1.021	11.71	0	0	1.021	0.96	0	9.729
ADCYAP1	2.2842	0	0.752	0	0	0	0	0.752	0
ADCYAP1R1	0.4526	0	1.573	0	0	0	0.31	0	1.263
ADD1	0.8827	0.714	8.411	0.197	0	0.516	2.699	0.299	4.7
ADD2	0.4335	0	38.903	0	0	0	11.826	3.096	23.982
ADD3	0.526	0	24.822	0	0	0	3.484	0.418	20.919
ADGB	0.9999	0	6.508	0	0	0	2.378	2.578	1.553
ADGRA1	0.5215	0	0	0	0	0	0	0	0
ADGRA2	0.8957	0.189	13.255	0	0	0.189	2.827	1.02	9.22
ADGRA3	0.4669	0.627	7.738	0	0	0.627	0.871	1.087	5.154
ADGRB1	0.3988	0	0.536	0	0	0	0	0	0.536
ADGRB2	0.6077	0	15.687	0	0	0	0	1.816	13.872
ADGRB3	0.7409	0	1.709	0	0	0	0.752	0.581	0.376
ADGRD1	0	0	6.411	0	0	0	0.352	2.313	3.746
ADGRE1	0.4842	1.728	26.6	0	0.439	1.29	14.604	7.959	2.308
ADGRE5	1.721	0	0.329	0	0	0	0	0.187	0.142
ADGRF1	2.7107	0	5.012	0	0	0	0.501	0	4.51
ADGRF2	0.7511	0	5.98	0	0	0	1.461	0	4.519
ADGRF3	1.1794	0.436	9.643	0	0	0.436	0	2.432	6.775
ADGRF4	0.6208	1.04	5.261	0	1.04	0	3.197	0.46	0.564
ADGRF5	0.5585	0.201	3.866	0	0	0.201	1.191	0.376	2.098
ADGRG1	0.4367	0	7.556	0	0	0	0	0.201	7.355
ADGRG2	0.4904	1.182	16.5	0	1.182	0	0.956	8.324	6.038
ADGRG3	0.48	0	9.455	0	0	0	0	0.801	8.653
ADGRG5	0.5817	0.376	34.793	0	0.376	0	1.768	10.406	22.243
ADGRG6	0.432	0	13.937	0	0	0	4.361	3.567	6.009
ADGRG7	0.8439	1.132	3.802	0.507	0.39	0.234	1.079	0.939	0.652
ADGRL1	0.9098	0	2.09	0	0	0	0	0.635	1.455
ADGRL2	1.2782	0	1.853	0	0	0	0.188	0.247	1.418
ADGRL3	0	0	1.251	0	0	0	0.875	0	0.376
ADGRL4	0.5865	0.94	3.358	0	0.94	0	0	1.478	0.94
ADGRV1	0.4492	0	5.641	0	0	0	1.561	2.889	1.191
ADH1C	2.2307	0	17.711	0	0	0	4.544	6.482	6.685
ADH4	0.869	1.63	24.209	0	1.63	0	0.752	3.356	18.471
ADH5	0.8639	4.516	51.749	2.788	0	1.728	14.082	24.404	8.746
ADH7	0.6068	0	22.345	0	0	0	3.368	5.414	13.563
ADHFE1	1.8319	0.23	3.896	0	0	0.23	0	0	3.666
ADI1	0.6255	0.952	6.588	0	0	0.952	2.437	0.188	3.012
ADIPOQ	0.6629	2.457	26.328	0	1.053	1.404	1.59	4.862	17.419
ADIPOR1	0.6301	0.294	8.284	0	0	0.294	0	1.11	6.881
ADIPOR2	0.4236	0.752	4.281	0	0	0.752	0	0.188	3.341
ADK	0.527	0.585	14.317	0	0	0.585	1.701	0	12.031
ADM	0.2919	0	7.181	0	0	0	0	1.336	5.845
ADM2	0.6554	0.617	7.858	0	0	0.617	0.861	0.17	6.21
ADNP	1.2637	0	5.4	0	0	0	0.76	0.645	3.995
ADNP2	0.5829	0.182	3.456	0	0.182	0	0.943	1.166	1.165
ADO	0.4672	0	1.35	0	0	0	0.821	0	0.529
ADORA1	0.6579	0	4.445	0	0	0	1.144	0	3.3
ADORA2A	0.4983	0	2.81	0	0	0	0	0	2.81
ADORA2B	0.8785	0.389	3.336	0	0	0.389	0	0.148	2.799
ADORA3	0.6244	0.245	4.656	0.245	0	0	1.19	0	3.221
ADPGK	0.7917	0	4.134	0	0	0	2.236	0	1.898
ADPRH	0.3842	0.076	8.305	0.076	0	0	4.646	0	3.584
ADPRHL1	0.463	4.363	37.177	3.197	0	1.166	4.256	1.525	27.033
ADPRHL2	0.5713	0.372	2.331	0	0	0.372	0.61	0	1.349
ADPRM	0.4008	0.434	10.445	0	0	0.434	3.41	0.855	5.746
ADRA1A	0.4219	0.978	3.346	0	0.978	0	0	0.828	1.541
ADRA1B	0.393	0	28.753	0	0	0	1.417	5.558	21.777
ADRA1D	3.1055	0	8.494	0	0	0	4.242	0	4.251
ADRA2A	0	0	4.086	0	0	0	1.179	1.513	1.393
ADRA2B	0.5118	0	14.475	0	0	0	1.504	2.482	10.489
ADRA2C	0.5562	0	2.293	0	0	0	1.54	0	0.752
ADRB1	2.4262	0	7.566	0	0	0	2.652	0	4.914
ADRB2	1.4497	0.152	1.395	0	0	0.152	0.154	0	1.089
ADRB3	1.4415	0	11.284	0	0	0	1.928	3.492	5.864
ADRM1	0.4173	0	5.424	0	0	0	0.494	0.843	4.087
ADSL	0.4295	1.139	11.766	0	0	1.139	0.276	0.713	9.638
ADSS	0.568	1.083	5.045	0.564	0	0.519	0.729	0	3.234
ADSSL1	0.5724	0.116	0.789	0.116	0	0	0	0	0.673
ADTRP	0.5952	0.188	4.111	0	0.188	0	1.959	1.246	0.718
AEBP1	0.9847	3.657	11.882	0.94	0	2.717	1.06	0.69	6.474
AEBP2	1.1472	0.387	28.362	0	0	0.387	5.794	2.577	19.604
AEN	0.7766	0.402	6.738	0.25	0	0.152	1.409	0.395	4.532
AES	0.4968	0.893	13.875	0	0	0.893	0.504	0	12.478
AFAP1	0.584	0	4.933	0	0	0	0.634	0	4.299
AFAP1L1	0.8799	0.452	7.968	0	0	0.452	1.043	0.859	5.614
AFAP1L2	0.6758	0	5.58	0	0	0	1.264	3.188	1.128
AFF1	0	0.755	10.01	0	0	0.755	0.877	0	8.378
AFF3	0.5505	0	5.109	0	0	0	0.263	0	4.846
AFF4	1.0038	0.891	12.349	0	0	0.891	1.312	0	10.147
AFG3L2	0.2721	0.371	6.458	0	0	0.371	0	0	6.087
AFM	0.9292	0.752	34.258	0	0	0.752	13.475	12.471	7.56
AFMID	0.3665	0	6.103	0	0	0	0	0	6.103
AFP	2.075	1.827	13.877	0	1.451	0.376	0	1.874	10.177
AFTPH	1.9207	0	7.718	0	0	0	2.628	1.988	3.102
AGA	0.464	0.149	4.911	0	0.149	0	1.418	1.083	2.261
