gene	gene_signal	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ABCB4	0.7687	0	10.4	0	0	0	1.197	5.399	3.805
ABCB5	1.5501	0.355	12.63	0	0.355	0	1.621	0.725	9.928
ABCB6	1.1583	0	18.11	0	0	0	1.295	0.724	16.091
ABCB7	0.2387	0	2.448	0	0	0	0	1.663	0.785
ABCB8	1.2364	4.094	25.673	0	0	4.094	4.528	0	17.051
ABCB9	0.5775	0.472	14.171	0	0	0.472	4.241	1.864	7.595
ABCC1	1.0997	4.868	38.232	0	0	4.868	0	4.719	28.645
ABCC10	1.5093	0	5.9	0	0	0	3.024	0	2.877
ABCC12	1.2309	0	8.096	0	0	0	5.873	0	2.223
ABCC2	0	0	6.809	0	0	0	1.764	0.242	4.803
ABCC3	1.1863	0	4.9	0	0	0	0	0	4.9
ABCC4	0.5765	4.62	21.01	0	4.62	0	0	4.817	11.573
ABCC5	0.6395	1.8	12.491	0.512	0	1.288	0.671	5.16	4.86
ABCC6	0.9806	0	13.801	0	0	0	4.967	3.493	5.341
ABCC8	0.8388	0	6.405	0	0	0	3.31	0	3.095
ABCC9	0.9568	1.04	3.428	0	0	1.04	0	0.629	1.76
ABCD1	3.1077	2.025	25.278	0	0	2.025	2.204	1.024	20.025
ABCD2	0.724	0.242	3.567	0	0	0.242	2.037	0.266	1.023
ABCD3	1.8228	0.916	12.159	0.916	0	0	7.921	1.59	1.732
ABCD4	1.1319	0.337	8.79	0	0	0.337	2.223	0	6.23
ABCE1	0.692	0	5.259	0	0	0	0.309	1.905	3.045
ABCF1	0.7801	0.287	4.471	0	0	0.287	0.996	0	3.189
ABCF2	0.7366	0.998	8.984	0	0	0.998	0.574	0.242	7.17
ABCF3	1.8433	0.649	19.013	0	0	0.649	1.678	2.183	14.504
ABCG1	1.8101	0.264	0.963	0	0.264	0	0.699	0	0
ABCG2	0.9796	0	2.085	0	0	0	0.725	0.645	0.715
ABCG4	0.7352	1.061	7.831	0	0	1.061	0	0	6.771
ABCG5	0.9198	0.769	21.453	0	0	0.769	6.89	0	13.794
ABCG8	2.4309	0	14.052	0	0	0	3.458	2.567	8.028
ABHD10	1.03	0.492	8.933	0	0	0.492	1.345	1.45	5.646
ABHD11	1.5892	0.706	50.723	0	0	0.706	8.629	0	41.387
ABHD12	1.3703	0	1.159	0	0	0	0	0.195	0.964
ABHD12B	0.7183	1.26	11.924	0	0	1.26	2.212	0.212	8.24
ABHD13	0.5621	0.51	4.83	0	0	0.51	3.703	0.251	0.365
ABHD14A	1.7744	0.641	9.371	0	0	0.641	0.305	0	8.425
ABHD14B	1.7898	0.777	7.38	0	0	0.777	1.021	0	5.582
ABHD15	1.9357	0.785	11.837	0	0	0.785	0.973	0	10.078
ABHD16A	0.8548	1.488	20.867	0	0	1.488	6.19	1.334	11.856
ABHD16B	1.3293	3.597	15.922	2.891	0	0.706	5.179	0	7.146
ABHD17A	1.7374	3.958	14.409	0	0	3.958	0	0	10.451
ABHD17B	0.53	0.989	24.239	0	0	0.989	2.815	6.017	14.418
ABHD17C	2.5721	0.303	4.265	0	0	0.303	3.447	0	0.515
ABHD18	0.7425	0	10.618	0	0	0	1.486	0	9.132
ABHD2	1.1631	0.549	36.395	0	0	0.549	6.956	4.456	24.433
ABHD3	0.5849	1.038	11.526	0	0	1.038	0.987	1.062	8.439
ABHD4	2.2845	0.353	28.636	0	0	0.353	2.106	1.555	24.622
ABHD5	0.9327	0.341	6.433	0	0	0.341	1.695	0	4.398
ABHD6	1.1998	2.04	26.897	0	0	2.04	6.532	4.074	14.252
ABHD8	2.1956	1.2	26.868	0	0	1.2	16.795	0	8.874
ABI1	2.1934	1.834	7	0	0	1.834	1.602	0.951	2.614
ABI2	2.1957	2.599	12.631	0	0	2.599	1.619	0	8.413
ABI3	1.5537	0	5.074	0	0	0	0	0	5.074
ABL1	1.0667	0.681	44.646	0	0	0.681	1.589	0	42.376
ABL2	2.3726	1.123	20.244	0	0	1.123	2.911	4.62	11.59
ABLIM1	0.381	0	7.918	0	0	0	1.885	1.877	4.156
ABLIM2	1.3649	0	3.151	0	0	0	0.755	0.256	2.141
ABLIM3	1.2717	0.32	13.646	0.32	0	0	4.736	3.372	5.218
ABO	0.9145	1.274	3.806	1.274	0	0	1.051	0	1.481
ABR	0.3394	0.412	3.902	0	0	0.412	0	0	3.489
ABRA	1.5701	0	1.403	0	0	0	0	0.242	1.161
ABRACL	0.5295	0.229	9.342	0.229	0	0	6.418	1.181	1.515
ABT1	0.1612	3.738	10.65	0	0	3.738	3.377	0.991	2.544
ABTB1	1.4869	0	15.725	0	0	0	4.326	1.457	9.942
ABTB2	1.5136	0	5.908	0	0	0	4.678	0	1.23
ACAA1	0.4009	0	2.743	0	0	0	0	0	2.743
ACAA2	0.8358	0.548	21.485	0	0	0.548	4.275	7.491	9.171
ACACA	0.9815	0	13.365	0	0	0	0	1.164	12.201
ACACB	1.6689	1.692	18.384	0	0	1.692	2.964	1.049	12.679
ACAD10	0.1612	1.583	41.466	0	0	1.583	2.389	1.349	36.145
ACAD11	0.7954	0	5.558	0	0	0	0.725	0	4.833
ACAD8	0.6088	0	4.313	0	0	0	2.099	0.386	1.828
ACAD9	0.9267	0	24.141	0	0	0	7.084	4.997	12.059
ACADL	0.8592	0	6.759	0	0	0	1.736	2.977	2.046
ACADM	1.58	3.83	18.76	0.585	0	3.245	3.685	1.992	9.253
ACADS	1.5182	2.66	7.58	0	0.323	2.337	0	1.225	3.694
ACADSB	0.6798	0.953	9.652	0	0.536	0.417	2.123	0.985	5.591
ACADVL	1.545	0	9.721	0	0	0	4.291	0	5.43
ACAP1	0.8269	0	2.204	0	0	0	0	0	2.204
ACAP2	0.7064	2.527	4.643	1.802	0.725	0	0	0	2.116
ACAP3	1.8249	0	0	0	0	0	0	0	0
ACAT1	1.585	0	9.674	0	0	0	3.824	1.359	4.492
ACAT2	1.3371	0.156	10.144	0	0	0.156	1.9465	0	8.0415
ACBD3	1.1031	0	24.64	0	0	0	2.859	0	21.781
ACBD4	1.3432	1.685	16.314	0	0	1.685	0	0	14.629
ACBD5	2.1294	6.982	37.385	0	0	6.982	9.673	1.451	19.28
ACBD6	1.3629	0	24.546	0	0	0	6.349	1.262	16.936
ACBD7	1.3384	0.863	11.376	0	0	0.863	1.153	0	9.359
ACCS	0.7649	0.592	3.681	0.592	0	0	0.28	0.522	2.286
ACCSL	0.6174	0.173	24.236	0	0	0.173	12.743	0	11.32
ACD	1.0676	0.35	1.122	0	0	0.35	0	0	0.772
ACE	0.8312	0	3.404	0	0	0	0	0.582	2.822
ACE2	1.6438	0.484	6.384	0	0.484	0	0.484	0.484	4.933
ACER1	0.9213	1.203	16.724	0.41	0	0.793	3.929	0.206	11.386
ACER2	0.8691	0	20.092	0	0	0	3.187	0	16.905
ACER3	1.0304	0.725	5.318	0.484	0	0.242	1.339	0	3.254
ACHE	1.616	0	10.266	0	0	0	2.863	0	7.403
ACIN1	1.6847	0	3.127	0	0	0	0	0	3.127
ACKR1	0.9083	0	2.354	0	0	0	0	1.403	0.951
ACKR2	0.4484	0	35.968	0	0	0	6.584	2.512	26.872
ACKR3	0.6161	0	4.517	0	0	0	3.983	0	0.534
ACKR4	1.1447	0	7.445	0	0	0	0	1.52	5.925
ACLY	0.9365	1.142	14.149	0	0	1.142	1.876	3.002	8.13
ACMSD	0.6782	0	18.51	0	0	0	3.209	4.629	10.673
ACO1	0.5483	0.649	5.502	0.649	0	0	3.222	0	1.632
ACO2	1.1288	1.916	35.879	0	0	1.916	0.573	1.832	31.558
ACOD1	1.1245	0	9.03	0	0	0	0	8.38	0.65
ACOT1	1.7767	2.425	6.894	0.967	0	1.458	2.506	0	1.963
ACOT11	1.3901	0.448	5.626	0	0	0.448	0	0	5.178
ACOT12	0.9952	0	7.18	0	0	0	3.147	1.603	2.429
ACOT13	0.4788	1.256	10.778	0	0	1.256	0	1.028	8.493
ACOT2	1.5241	1.477	26.335	0	0	1.477	11.067	1.485	12.306
ACOT4	1.7383	0.368	6.115	0	0.161	0.206	4.13	0	1.618
ACOT7	1.178	0	59.37	0	0	0	19.517	3.896	35.957
ACOT8	1.7355	0	11.433	0	0	0	0	0	11.433
ACOT9	2.9769	0	14.425	0	0	0	2.698	1.4375	10.289
ACOX1	0.8089	0.098	17.449	0	0	0.098	5.521	0.868	10.962
ACOX2	0.3154	0	4.64	0	0	0	1.204	1.244	2.191
ACOX3	1.2066	3.296	27.286	1.955	0	1.341	6.789	0	17.202
ACOXL	0.9761	0	5.851	0	0	0	2.937	0.806	2.108
ACP1	1.589	0.59	1.833	0	0	0.59	0	0	1.243
ACP2	1.5323	0.357	15	0	0	0.357	1.712	0	12.931
ACP6	1.3069	0	8.095	0	0	0	0.318	0	7.777
ACP7	0.9886	0.625	26.534	0	0	0.625	0.425	2.065	23.419
ACPP	0.7847	1.019	14.234	0	0	1.019	1.729	3.647	7.838
ACR	0.7286	0	3.472	0	0	0	0.72	0	2.752
ACRBP	0.4319	1.421	6.691	0	0	1.421	0.285	0	4.985
ACRV1	1.0992	0	7.577	0	0	0	0.556	0.622	6.398
ACSBG1	1.0422	0.329	13.861	0	0	0.329	4.6	0	8.932
ACSBG2	1.3602	0.929	14.382	0	0	0.929	9.128	0	4.326
ACSF2	1.6611	1.024	15.334	0	0	1.024	4.625	1.242	8.443
ACSF3	0.767	0.707	10.837	0.707	0	0	1.971	0.79	7.369
ACSL1	1.6334	3.136	21.402	0	0.322	2.814	6.093	0	12.173
ACSL3	1.0247	0.715	16.781	0	0	0.715	6.57	0	9.496
ACSL4	1.2298	0	2.748	0	0	0	0.242	0.762	1.745
ACSL5	0.4028	0.799	22.784	0	0	0.799	0	1.504	20.481
ACSL6	1.0962	0.527	37.713	0	0.527	0	7.558	9.609	20.019
ACSM1	1.9128	0	6.364	0	0	0	1.162	0.837	4.365
ACSM2A	3.0519	1.147	19.754	1.147	0	0	11.534	5.232	1.841
ACSM3	1.047	1.138	9.132	0.598	0	0.54	0.343	7.651	0
ACSM4	1.0938	0	6.808	0	0	0	2.221	1.048	3.54
ACSM5	0.3206	0	7.541	0	0	0	2.365	0.325	4.851
ACSS1	2.8166	0.453	15.061	0	0.453	0	2.353	2.175	10.081
ACSS2	1.0394	0	11.683	0	0	0	0	2.172	9.511
ACSS3	1.0619	0	3.625	0	0	0	0.706	1.274	1.644
ACTA1	0.419	1.093	3.903	0.292	0	0.801	1.538	0	1.273
ACTA2	3.3939	0	6.149	0	0	0	2.022	0	4.127
ACTB	1.68	0.664	12.991	0	0	0.664	1.071	3.209	8.047
ACTBL2	1.0964	0.871	3.459	0	0.871	0	0	1.226	1.362
ACTC1	1.2207	0	2.495	0	0	0	1.942	0	0.552
ACTG1	1.1428	1.001	8.881	0	0	1.001	0	0	7.88
ACTG2	0.8189	0	27.502	0	0	0	3.986	1.657	21.859
ACTL10	1.0772	0.783	4.67	0	0	0.783	0	1.238	2.65
ACTL6A	0.7723	0.887	24.724	0	0	0.887	14.009	0	9.828
ACTL6B	1.5981	0.479	17.657	0	0	0.479	5.574	1.183	10.422
ACTL7A	0.7541	0	3.762	0	0	0	1.88	1.232	0.649
ACTL7B	0.7918	0.829	8.631	0	0.829	0	0.699	3.116	3.987
ACTL9	1.1746	0.322	9.067	0	0.322	0	0.187	5.579	2.979
ACTN1	1.8411	0	12.253	0	0	0	1.457	0.473	10.323
ACTN2	0.2912	1.422	11.652	0.689	0	0.733	0.275	0	9.955
ACTN4	0.7092	0	1.83	0	0	0	0	0	1.83
ACTR10	1.4307	0.596	24.669	0.596	0	0	1.682	4.297	18.095
ACTR1A	1.3339	0	5.522	0	0	0	0	0.851	4.671
ACTR1B	1.312	0.3	10.005	0	0	0.3	2.178	2.041	5.486
ACTR2	1.4817	0.163	10.663	0	0	0.163	5.506	1.351	3.643
ACTR3	0.4472	0.669	16.991	0	0	0.669	1.561	5.004	9.757
ACTR3B	0.3869	0.256	13.106	0	0	0.256	5.209	1.174	6.468
ACTR5	0.7428	1.801	13.508	0	0	1.801	1.263	2.378	8.066
ACTR6	1.892	0.592	15.322	0	0	0.592	10.089	0.943	3.699
ACTR8	0.8219	1.058	14.189	0	0	1.058	2.01	0	11.12
ACTRT1	0.7588	0	0.725	0	0	0	0.322	0.403	0
ACTRT2	0.8738	0	1.318	0	0	0	0.221	0	1.097
ACTRT3	1.2881	0	15.808	0	0	0	5.112	0	10.696
ACVR1	0.8992	0	5.919	0	0	0	1.566	0.602	3.751
ACVR1B	1.2044	0	27.226	0	0	0	4.772	3.842	18.611
ACVR1C	0.8145	0	3.166	0	0	0	0.459	0.471	2.236
ACVR2A	0.2963	0	2.97	0	0	0	0	1.508	1.462
ACVR2B	0.3065	0.504	11.578	0	0	0.504	2.121	0	8.953
ACVRL1	1.3164	0	7.522	0	0	0	2.725	0	4.796
ACY1	0.5955	2.26	17.552	0	0	2.26	0	1.38	13.912
ACY3	1.1614	0.654	5.529	0	0	0.654	1.987	0.96	1.929
ACYP1	0.8669	1.484	13.99	0	0	1.484	4.697	1.564	6.245
ACYP2	1.5502	1.865	7.834	0.464	0	1.401	1.958	3.689	0.322
ADA	1.0363	0	6.778	0	0	0	1.16	0.603	5.015
ADAD1	0.9995	0	6.525	0	0	0	4.349	0.484	1.693
ADAD2	1.051	0.566	6.436	0	0	0.566	2.903	0	2.967
ADAL	0.6474	0.678	7.746	0	0	0.678	2.884	0	4.184
ADAM10	3.0776	0.861	25.967	0	0	0.861	5.282	0.377	19.447
ADAM11	1.3174	0.689	3.531	0	0	0.689	0	0	2.842
ADAM12	0.8002	0	1.024	0	0	0	0	0	1.024
ADAM15	1.1266	0	9.785	0	0	0	0	4.211	5.574
ADAM17	1.0036	0.963	11.863	0	0	0.963	0.835	0	10.065
ADAM18	0.9494	0	19.467	0	0	0	11.735	1.255	6.478
ADAM19	0.3568	2.495	24.461	0	0	2.495	1.513	1.581	18.872
ADAM2	0.9584	2.17	19.555	1.203	0	0.967	5.338	0.726	11.321
ADAM20	1.11113333333333	0.322333333333333	1.953	0	0.322333333333333	0	0.937	0.693333333333333	0
ADAM21	0.6964	1.789	4.007	0	1.548	0.242	1.432	0	0.785
ADAM22	1.5575	0	2.427	0	0	0	0.242	1.059	1.126
ADAM23	0.9511	0	5.097	0	0	0	2.332	0.874	1.891
ADAM28	0.7586	0	9.912	0	0	0	8.227	0	1.685
ADAM29	1.1584	0	2.237	0	0	0	0.484	1.754	0
ADAM30	1.0345	1.171	17.491	1.171	0	0	8.911	3.687	3.722
ADAM32	1.0832	0	12.255	0	0	0	3.408	7.198	1.649
ADAM33	1.2108	0	7.99	0	0	0	2.935	0	5.055
ADAM7	1.0836	0	1.234	0	0	0	0	0.751	0.484
ADAM8	0.8307	0.278	3.409	0	0	0.278	0	0	3.131
ADAM9	0.4817	0	11.294	0	0	0	0	7.593	3.701
ADAMDEC1	0.5065	0	4.301	0	0	0	1.577	0.725	1.998
ADAMTS1	1.2238	0	3.386	0	0	0	1.76	0.564	1.061
ADAMTS10	2.3741	0	9.744	0	0	0	1.187	2.255	6.302
ADAMTS12	1.0062	0	3.985	0	0	0	1.717	0	2.268
ADAMTS13	1.7858	0.915	16.854	0.915	0	0	7.583	0.481	7.875
ADAMTS14	0.9709	1.03	11.258	0.337	0	0.693	1.463	2.193	6.571
ADAMTS15	1.565	0	4.243	0	0	0	2.179	0.469	1.596
ADAMTS16	0.8967	0	2.956	0	0	0	1.96	0.694	0.302
ADAMTS17	0.8606	0	4.529	0	0	0	0.764	1.393	2.372
ADAMTS18	1.2632	0	15.942	0	0	0	2.517	0	13.425
ADAMTS19	2.326	0	3.686	0	0	0	0.967	0.896	1.822
ADAMTS2	1.0266	0	1.727	0	0	0	0.325	0	1.402
ADAMTS20	0.5382	1.432	15.395	1.432	0	0	3.8	2.309	7.855
ADAMTS3	1.4497	0	2.432	0	0	0	0.778	0.484	1.171
ADAMTS4	0.4729	0	11.209	0	0	0	1.042	1.087	9.081
ADAMTS5	1.6755	1.005	2.076	0	1.005	0	0	0.757	0.314
ADAMTS6	0.9191	0.592	2.351	0	0	0.592	0	0	1.759
ADAMTS7	0.328	0	5.858	0	0	0	1.83	0.671	3.357
ADAMTS8	1.556	0	4.244	0	0	0	0	0	4.244
ADAMTS9	0.6075	0	5.069	0	0	0	0.786	2.808	1.474
ADAMTSL1	0.8005	0	0.242	0	0	0	0	0	0.242
ADAMTSL2	0.7262	0.249	3.459	0	0.249	0	1.132	0	2.079
ADAMTSL3	0.7953	0	12.21	0	0	0	10.786	0	1.425
ADAMTSL4	0.9192	0	27.001	0	0	0	7.755	0	19.246
ADAMTSL5	1.4946	0.244	12.46	0	0	0.244	0.619	1.702	9.896
ADAP1	0.8798	0.76	4.66	0	0	0.76	0	0.603	3.297
ADAP2	2.1097	0.432	13.568	0	0	0.432	0.724	0	12.412
ADAR	0.5046	0.325	39.329	0	0.325	0	5.881	2.453	30.67
ADARB1	2.8544	4.459	8.173	0	0	4.459	1.817	0	1.897
ADARB2	1.7311	0	0.229	0	0	0	0	0	0.229
ADAT1	1.0199	0.351	11.812	0	0	0.351	2.285	0.515	8.66
ADAT2	2.0618	1.883	15.68	0	0	1.883	2.559	0.346	10.892
ADAT3	1.3689	1.763	15.625	0	0	1.763	2.338	0	11.525
ADCK1	3.3386	6.618	25.962	3.923	2.695	0	4.104	3.174	12.066
ADCK2	0.6532	0	15.713	0	0	0	2.049	0	13.664
ADCK5	1.9397	1.485	11.534	0	0	1.485	1.306	0	8.744
ADCY1	1.1917	0	4.067	0	0	0	1.889	0	2.178
ADCY10	1.0607	0	12.755	0	0	0	2.733	0	10.021
ADCY2	1.327	0.332	1.648	0	0.332	0	0	0.712	0.604
ADCY3	1.0211	0	11.944	0	0	0	4.295	0	7.649
ADCY4	2.4203	0.252	0.621	0	0	0.252	0	0	0.369
ADCY5	0.9096	0.167	2.367	0	0	0.167	0	0	2.2
ADCY6	0.4292	1.034	11.415	0	0	1.034	3.922	1.215	5.245
ADCY7	0.8184	0.979	66.121	0	0	0.979	17.832	8.659	38.65
ADCY8	1.2356	0	1.673	0	0	0	1.379	0	0.294
ADCY9	1.5267	0.345	13.277	0	0	0.345	2.314	0	10.617
ADCYAP1	1.0544	0	0.344	0	0	0	0	0.344	0
ADCYAP1R1	1.7821	0	1.833	0	0	0	0.341	0	1.492
ADD1	2.1397	5.685	33.233	1.661	0	4.023	11.73	0	15.819
ADD2	1.8969	0	12.842	0	0	0	5.331	0.665	6.846
ADD3	0.4379	0	23.193	0	0	0	5.568	0.765	16.861
ADGB	1.1589	0	8.115	0	0	0	4.859	0.39	2.866
ADGRA1	1.4052	0	1.032	0	0	0	0	0	1.032
ADGRA2	0.9091	0	12.072	0	0	0	2.432	1.226	8.413
ADGRA3	0.6836	0	0.936	0	0	0	0.341	0	0.595
ADGRB1	2.304	0	0.794	0	0	0	0	0	0.794
ADGRB2	1.437	0	19.456	0	0	0	0	1.843	17.613
ADGRB3	0.7907	0	0.786	0	0	0	0.485	0	0.301
ADGRD1	0.3224	0	3.92	0	0	0	0.602	1.695	1.623
ADGRE1	0.684	2.426	35.916	0	1.459	0.967	12.149	12.019	9.321
ADGRE5	2.0751	0	1.085	0	0	0	0	0.229	0.856
ADGRF1	0.8738	0	5.299	0	0	0	0.235	0	5.065
ADGRF2	0.63	0	3.263	0	0	0	0.242	0	3.021
ADGRF3	1.2676	0.495	9.371	0	0	0.495	0	2.318	6.558
ADGRF4	0.6272	0.423	2.91	0	0.423	0	1.076	0.891	0.52
ADGRF5	2.2166	0.725	5.451	0	0	0.725	0.571	2.459	1.695
ADGRG1	0.7589	0.522	23.502	0	0	0.522	0	0.588	22.391
ADGRG2	0.9321	0	5.173	0	0	0	0.242	2.755	2.176
ADGRG3	2.8785	0	2.382	0	0	0	0	0.175	2.207
ADGRG5	0.9386	0.394	15.046	0	0.394	0	0.138	2.309	12.205
ADGRG6	1.7032	0	3.407	0	0	0	0.673	1.203	1.531
ADGRG7	1.4772	2.708	8.077	2.111	0.597	0	2.638	1.138	1.593
ADGRL1	0.9031	0	6.45	0	0	0	0	4.227	2.223
ADGRL2	1.2725	0.619	5.407	0	0.619	0	1.357	2.305	1.127
ADGRL3	0	0	1.583	0	0	0	1.583	0	0
ADGRL4	0.673	0.801	2.177	0	0.801	0	0	0.215	1.16
ADGRV1	1.318	0	7.102	0	0	0	2.171	1.234	3.697
ADH1C	0.9618	0	5.607	0	0	0	2.279	1.132	2.196
ADH4	0.6921	0.403	9.374	0	0.403	0	1.087	0.872	7.011
ADH5	0.7075	4.707	37.895	3.545	0	1.162	6.373	12.278	14.537
ADH7	1.2833	0	7.151	0	0	0	0.952	0.898	5.302
ADHFE1	0.9569	1.431	9.708	0	0	1.431	0	0	8.276
ADI1	0.8198	1.23	16.274	0	0	1.23	4.954	1.089	9.001
ADIPOQ	0.7676	2.954	29.854	0	0	2.954	1.695	5.932	19.273
ADIPOR1	1.3221	0.606	22.755	0	0	0.606	0	0.479	21.671
ADIPOR2	1.0692	1.052	7.634	0	0	1.052	0	0.87	5.712
ADK	0.4617	0.298	34.798	0	0	0.298	3.463	0	31.036
ADM	2.2545	0	2.864	0	0	0	0	0.673	2.191
ADM2	0.8035	0.574	12.562	0	0	0.574	0	0.555	11.433
ADNP	1.6255	0	6.107	0	0	0	0	1.023	5.084
ADNP2	0.5116	0	3.644	0	0	0	0.794	1.283	1.568
ADO	1.073	0	7.627	0	0	0	2.338	0	5.289
ADORA1	0.5262	0	4.951	0	0	0	1.536	0	3.416
ADORA2A	0.9827	0	7.291	0	0	0	0	0	7.291
ADORA2B	1.1689	0.181	2.303	0	0	0.181	0	0.165	1.957
ADORA3	2.2005	0.722	20.562	0.722	0	0	6.548	0	13.292
ADPGK	1.7972	0	25.785	0	0	0	16.45	0	9.335
ADPRH	1.187	0.366	28.956	0.366	0	0	7.453	0	21.137
ADPRHL1	1.3504	2.958	18.316	2.81	0	0.148	6.491	2.103	6.764
ADPRHL2	3.5188	1.206	4.989	0	0	1.206	0.37	0	3.413
ADPRM	1.4736	0.223	7.635	0	0	0.223	4.161	0	3.252
ADRA1A	2.5544	0.269	2.084	0	0.269	0	0	0.833	0.983
ADRA1B	1.987	0	9.978	0	0	0	2.793	2.079	5.105
ADRA1D	0.5466	0	4.777	0	0	0	2.79	0	1.987
ADRA2A	0.5536	0	4.193	0	0	0	1.446	0.2	2.546
ADRA2B	1.0409	0	3.529	0	0	0	0	0.816	2.713
ADRA2C	0.8412	0	3.543	0	0	0	3.071	0	0.472
ADRB1	0.8098	0	2.461	0	0	0	1.334	0	1.128
ADRB2	0.9042	1.158	3.822	0	0	1.158	0.604	0	2.06
ADRB3	1.0593	0	11.036	0	0	0	3.909	1.692	5.435
ADRM1	1.3092	0	7.388	0	0	0	1.81	2.403	3.175
ADSL	1.2656	4.66	36.024	0	0	4.66	1.226	1.18	28.959
ADSS	0.7715	1.504	6.26	0.948	0	0.556	1.374	0	3.381
ADSSL1	0.9476	1.869	10.111	1.869	0	0	0	0	8.242
ADTRP	1.5575	1.107	14.402	0	0.17	0.936	6.79	0.536	5.969
AEBP1	1.3218	1.057	4.508	0.248	0	0.809	1.13	0.183	2.138
AEBP2	0.6877	0.878	140.418	0	0	0.878	6.826	0.827	131.888
AEN	1.1789	1.714	26.343	1.194	0	0.519	3.873	2.351	18.405
AES	3.686	1.198	33.926	0	0	1.198	0.619	0	32.109
AFAP1	1.2956	0	14.492	0	0	0	8.14	0	6.353
AFAP1L1	1.7184	0.788	15.663	0	0	0.788	1.192	0.472	13.211
AFAP1L2	0.6992	0	3.069	0	0	0	0.604	1.55	0.915
AFF1	0	5.479	114.956	0	0	5.479	16.187	0	93.289
AFF3	0.9195	0	5.788	0	0	0	0.648	0	5.14
AFF4	3.6488	1.579	19.288	0	0	1.579	1.226	0	16.483
AFG3L2	0.9147	0.667	5.89	0	0	0.667	0	0	5.223
AFM	0.9882	0	16.146	0	0	0	5.436	2.446	8.264
AFMID	1.0767	0	26.001	0	0	0	0	0	26.001
AFP	1.6289	0.242	5.773	0	0	0.242	0	0.717	4.814
AFTPH	1.8357	0	16.491	0	0	0	2.228	1.497	12.766
AGA	1.7568	0.484	18.719	0	0.484	0	14.183	0.43	3.622
AGAP1	1.6059	0	5.405	0	0	0	1.391	2.078	1.935
AGAP2	2.6366	0.521	4.851	0	0	0.521	1.227	0	3.103
AGAP3	2.3254	0	8.352	0	0	0	0.961	2.678	4.713
AGBL1	1.0756	0	10.924	0	0	0	7.001	0.464	3.46
AGBL2	0.7523	2.52	23.223	0	0	2.52	2.05	1.672	16.981
