gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ACRBP	2.216	12.188	0	0	2.216	0.481	0	9.491
ACRV1	0	7.998	0	0	0	1.413	1.905	4.681
ACSBG1	0.015	0.348	0	0	0.015	0.099	0	0.234
ACSBG2	0.024	1.199	0	0	0.024	0.696	0	0.479
ACSF2	0.022	1.266	0	0	0.022	0.247	0.101	0.897
ACSF3	2.687	26.955	2.687	0	0	3.597	1.223	19.448
ACSL1	0.078	1.529	0	0	0.078	0.167	0	1.283
ACSL3	3.296	36.999	0	0	3.296	18.968	0	14.734
ACSL4	0.009	0.166	0	0	0.009	0	0.069	0.088
ACSL5	2.131	65.867	0	0	2.131	0	10.017	53.719
ACSL6	0.024	0.356	0	0.024	0	0.058	0.056	0.219
ACSM1	0	0.101	0	0	0	0.016	0.016	0.069
ACSM2A	0	1.246	0	0	0	0.605	0.253	0.388
ACSM3	0.155	1.526	0.155	0	0	0	1.372	0
ACSM4	0	2.428	0	0	0	0	0	2.428
ACSM5	0	5.108	0	0	0	1.429	1.15	2.53
ACSS1	0.033	0.766	0	0.033	0	0.154	0.17	0.409
ACSS2	0	20.313	0	0	0	0	8.768	11.545
ACSS3	0	0.083	0	0	0	0.023	0.048	0.013
ACTA1	2.013	5.964	0	0	2.013	1.233	0	2.718
ACTA2	0	18.57	0	0	0	5.917	0	12.654
ACTB	0.03	0.718	0	0	0.03	0.1	0.109	0.479
ACTBL2	0	2.576	0	0	0	0	1.076	1.5
ACTC1	0	0.051	0	0	0	0	0	0.051
ACTG1	4.871	22.985	0	0	4.871	0	0	18.114
ACTG2	0	30.684	0	0	0	2.767	1.221	26.695
ACTL10	0.628	9.467	0	0	0.628	0.945	0.897	6.996
ACTL6A	2.506	103.075	0	0	2.506	60.05	0	40.519
ACTL6B	0	11.912	0	0	0	0	0.608	11.305
ACTL7A	0	2.198	0	0	0	0.73	0.659	0.808
ACTL7B	0	1.465	0	0	0	0	0.286	1.179
ACTL9	0.017	0.419	0	0.017	0	0.049	0.174	0.179
ACTN1	0	19.813	0	0	0	1.269	0.662	17.881
ACTN2	1.996	17.18	1.996	0	0	0	0	15.184
ACTN4	0	2.224	0	0	0	0	0	2.224
ACTR10	0	4.152	0	0	0	3.629	0.108	0.415
ACTR1A	0	0.272	0	0	0	0	0	0.272
ACTR1B	0	0.393	0	0	0	0.052	0.068	0.273
ACTR2	0.445	15.185	0	0	0.445	7.357	0.451	6.932
ACTR3	0.403	12.13	0	0	0.403	0.471	3.828	7.427
ACTR3B	0.415	9.993	0	0	0.415	2.088	1.294	6.195
ACTR5	2.408	122.718	0	0	2.408	2.521	56.465	61.324
ACTR6	0.072	1.292	0	0.037	0.035	0.647	0.029	0.543
ACTR8	2.348	105.049	0	0	2.348	2.725	0	99.976
ACTRT1	0	1.029	0	0	0	0	1.029	0
ACTRT2	0	0.026	0	0	0	0.026	0	0
ACTRT3	0	94.775	0	0	0	3.954	0	90.821
ACVR1	0	0.093	0	0	0	0.052	0.041	0
ACVR1B	0	38.964	0	0	0	2.4	14.238	22.325
ACVR1C	0	0	0	0	0	0	0	0
ACVR2A	0	13.297	0	0	0	0	4.972	8.325
ACVR2B	0	23.748	0	0	0	4.847	0	18.901
ACVRL1	0	5.928	0	0	0	2.779	0.634	2.514
ACY1	0.07	3.925	0	0	0.07	0	1.033	2.822
ACY3	1.283	5.241	0	0	1.283	1.767	1.424	0.767
ACYP1	8.622	38.961	0	0	8.622	3.048	19.559	7.733
ACYP2	0.043	0.58	0	0	0.043	0.311	0.159	0.068
ADA	0	6.569	0	0	0	1.002	1.035	4.532
ADAD1	0	2.014	0	0	0	1.188	0.826	0
ADAD2	0.65	5.48	0	0	0.65	3.184	0	1.646
ADAL	3.147	11.589	0	0	3.147	3.824	0	4.617
ADAM10	0.552	56.703	0	0	0.552	8.662	12.464	35.026
ADAM11	0	0.1	0	0	0	0	0	0.1
ADAM12	0	1.592	0	0	0	0	0	1.592
ADAM15	0.381	14.768	0	0	0.381	0	2.082	12.304
ADAM17	0.231	3.207	0	0	0.231	0.231	0	2.746
ADAM18	0.1	1.071	0	0.1	0	0.407	0	0.564
ADAM19	5.502	160.068	0	0	5.502	5.55	42.669	106.347
ADAM2	0.808	6.539	0.404	0	0.404	1.228	0.404	4.099
ADAM20	0	1.046	0	0	0	0.726	0.32	0
ADAM21	0	2.904	0	0	0	1.004	0	1.9
ADAM22	0	0.045	0	0	0	0.01	0.02	0.015
ADAM23	0	2.963	0	0	0	2.309	0	0.654
ADAM28	0	14.342	0	0	0	9.256	0	5.086
ADAM29	0	1.957	0	0	0	0.555	1.402	0
ADAM30	0.036	0.572	0.036	0	0	0.249	0.246	0.041
ADAM32	0	0.422	0	0	0	0.244	0.144	0.035
ADAM33	0.03	0.873	0	0	0.03	0.383	0	0.46
ADAM7	0	0	0	0	0	0	0	0
ADAM8	0	6.727	0	0	0	0	0	6.727
ADAM9	0	5.192	0	0	0	0	3.836	1.356
ADAMDEC1	0	4.895	0	0	0	0.441	0	4.454
ADAMTS1	0	4.632	0	0	0	2.519	0.407	1.706
ADAMTS10	0	0.62	0	0	0	0.133	0.207	0.279
ADAMTS12	0.79	4.504	0	0	0.79	1.927	0	1.786
ADAMTS13	1.529	23.92	0.725	0	0.804	9.224	2.175	10.992
ADAMTS14	1.687	7.256	0	0	1.687	0.567	0.6	4.403
ADAMTS15	0	0.042	0	0	0	0.014	0	0.027
ADAMTS16	0	1.73	0	0	0	1.73	0	0
ADAMTS17	0	5.815	0	0	0	1.143	1.84	2.832
ADAMTS18	0	0.465	0	0	0	0.032	0	0.434
ADAMTS19	0.802	5.572	0	0	0.802	3.208	1.562	0
ADAMTS2	0	0.38	0	0	0	0	0	0.38
ADAMTS20	0.415	16.96	0.415	0	0	2.833	1.508	12.204
ADAMTS3	0	3.09	0	0	0	0.239	0.418	2.433
ADAMTS4	0	13.467	0	0	0	1.68	7.204	4.583
ADAMTS5	1.39	2.083	0	1.39	0	0.693	0	0
ADAMTS6	0.572	8.51	0	0	0.572	0.381	0	7.557
ADAMTS7	0.599	5.155	0	0	0.599	1.687	1.649	1.221
ADAMTS8	0	0.127	0	0	0	0	0	0.127
ADAMTS9	0.644	6.799	0	0	0.644	1.449	3.184	1.523
ADAMTSL1	0	0.018	0	0	0	0.018	0	0
ADAMTSL2	0	2.021	0	0	0	0.506	0	1.515
ADAMTSL3	0	3.806	0	0	0	3.499	0	0.307
ADAMTSL4	0.016	2.754	0	0	0.016	0.801	0	1.936
ADAMTSL5	0.014	1.426	0	0	0.014	0.062	0.012	1.339
ADAP1	0.967	5.987	0	0	0.967	0	0.676	4.343
ADAP2	3.485	18.241	0	0	3.485	1.22	0	13.536
ADAR	0.384	126.396	0	0.384	0	9.762	3.837	112.412
ADARB1	0.273	0.43	0	0	0.273	0.157	0	0
ADARB2	0	0.02	0	0	0	0	0	0.02
ADAT1	3.201	31.286	0	0	3.201	5.854	2.356	19.875
ADAT2	0.132	1.979	0	0	0.132	0.147	0.174	1.527
ADAT3	0.088	2.706	0	0	0.088	0.156	0	2.462
ADCK1	1.523	11.519	1.523	0	0	1.38	4.069	4.548
ADCK2	0.758	22.635	0.758	0	0	2.489	0	19.388
ADCK5	0.302	4.077	0	0	0.302	0.266	0	3.509
ADCY1	0	3.227	0	0	0	1.129	0	2.098
ADCY10	0	0.275	0	0	0	0.046	0	0.229
ADCY2	0.071	0.126	0	0.071	0	0	0.027	0.027
ADCY3	0	29.506	0	0	0	10.96	0	18.546
ADCY4	0.066	0.125	0	0	0.066	0	0	0.059
ADCY5	0	1.868	0	0	0	0	0	1.868
ADCY6	5.757	65.654	0	0	5.757	7.307	8.602	43.988
ADCY7	0.776	271.34	0	0	0.776	20.784	39.016	210.763
ADCY8	0	0.705	0	0	0	0.214	0.302	0.19
ADCY9	0.32	10.755	0	0	0.32	0.685	0	9.75
ADCYAP1	0	0	0	0	0	0	0	0
ADCYAP1R1	0	0.086	0	0	0	0	0	0.086
ADD1	1.909	3.799	0.273	0	1.636	0.65	0.201	1.039
ADD2	0	0.731	0	0	0	0.396	0.087	0.248
ADD3	0	68.018	0	0	0	7.236	0.869	59.914
ADGB	0	0.556	0	0	0	0.241	0.148	0.168
ADGRA1	0	0	0	0	0	0	0	0
ADGRA2	0	0.343	0	0	0	0.034	0.049	0.261
ADGRA3	0	1.053	0	0	0	0.569	0.19	0.294
ADGRB1	0	0	0	0	0	0	0	0
ADGRB2	0	3.138	0	0	0	0	0	3.138
ADGRB3	0	2.999	0	0	0	1.477	1.522	0
ADGRD1	0	1.93	0	0	0	0.331	0.69	0.909
ADGRE1	0.716	11.863	0	0.716	0	4.849	4.243	2.055
ADGRE5	0	2.033	0	0	0	0	0.315	1.718
ADGRF1	0	1.799	0	0	0	0	0	1.799
ADGRF2	0	3.263	0	0	0	0.255	0	3.008
ADGRF3	0.552	15.607	0	0	0.552	0	4.092	10.963
ADGRF4	0.348	3.766	0	0.348	0	0.696	0.556	2.166
ADGRF5	0	0.227	0	0	0	0.066	0.094	0.066
ADGRG1	0	2.937	0	0	0	0	0.041	2.896
ADGRG2	0	3.423	0	0	0	0.893	1.587	0.943
ADGRG3	0	0.169	0	0	0	0	0	0.169
ADGRG5	0	14.869	0	0	0	0.433	4.107	10.329
ADGRG6	0	0.057	0	0	0	0.027	0.018	0.012
ADGRG7	0.603	1.198	0	0.538	0.065	0.08	0.164	0.351
ADGRL1	0	0.382	0	0	0	0	0.268	0.114
ADGRL2	0.074	0.223	0	0.074	0	0.074	0	0.074
ADGRL3	0	0.244	0	0	0	0.244	0	0
ADGRL4	0	2.176	0	0	0	0	1.496	0.68
ADGRV1	0	0.733	0	0	0	0.419	0.248	0.066
ADH1C	0	10.468	0	0	0	3.081	1.895	5.493
ADH4	0	3.998	0	0	0	1.214	0.607	2.177
ADH5	2.051	79.706	2.051	0	0	27.136	33.059	17.459
ADH7	0	4.492	0	0	0	0.525	1.08	2.887
ADHFE1	1.334	11.686	0	0	1.334	0	0	10.352
ADI1	11.472	110.696	0	0	11.472	47.129	0	52.095
ADIPOQ	2.839	8.879	0	0	2.839	0	1.801	4.24
ADIPOR1	1.306	99.966	0	0	1.306	0	1.9	96.761
ADIPOR2	0	0.519	0	0	0	0	0	0.519
ADK	0	155.735	0	0	0	3.043	0	152.692
ADM	0	0.037	0	0	0	0	0.022	0.015
ADM2	4.812	63.609	0	0	4.812	2.211	9.314	47.272
ADNP	0	22.231	0	0	0	0.847	1.818	19.567
ADNP2	0	0.193	0	0	0	0.084	0.063	0.046
ADO	0	0.289	0	0	0	0.069	0	0.22
ADORA1	0	1.748	0	0	0	0.576	0	1.172
ADORA2A	0	0.045	0	0	0	0	0	0.045
ADORA2B	4.304	7.978	0	0	4.304	0	0	3.674
ADORA3	0.497	28.445	0.497	0	0	3.294	0	24.653
ADPGK	0	10.195	0	0	0	3.731	0	6.464
ADPRH	0.049	0.625	0.049	0	0	0.264	0	0.312
ADPRHL1	0.872	4.892	0.872	0	0	0.142	0.721	3.157
ADPRHL2	0.62	2.854	0	0	0.62	0.623	0	1.611
ADPRM	0	1.721	0	0	0	0.544	0.218	0.959
ADRA1A	0	0.745	0	0	0	0	0.218	0.527
ADRA1B	0	11.377	0	0	0	1.268	2.168	7.941
ADRA1D	0	3.119	0	0	0	2.075	0	1.044
ADRA2A	0	1.528	0	0	0	0.522	0.468	0.538
ADRA2B	0	0.19	0	0	0	0	0.047	0.143
ADRA2C	0	1.516	0	0	0	1.516	0	0
ADRB1	0	4.25	0	0	0	1.539	0	2.711
ADRB2	0.778	55.953	0	0	0.778	23.375	0	31.801
ADRB3	0	0.491	0	0	0	0.08	0.145	0.267
ADRM1	0	0.493	0	0	0	0.02	0.03	0.443
ADSL	0.53	10.703	0	0	0.53	0.073	2.862	7.238
ADSS	5.354	10.009	1.687	0	3.667	1.125	0	3.53
ADSSL1	0.799	22.465	0.799	0	0	0	0	21.666
ADTRP	0.708	8.693	0	0.708	0	2.702	3.731	1.552
AEBP1	1.29	8.625	0.52	0	0.77	0.698	0.689	5.948
AEBP2	1.558	333.961	0	0	1.558	43.892	5.034	283.477
AEN	0.104	2.128	0.03	0	0.074	0.176	0.015	1.832
AES	0.067	14.884	0	0	0.067	0.722	0	14.094
AFAP1	0	0.125	0	0	0	0.065	0	0.061
AFAP1L1	0.058	5.998	0	0.042	0.016	0.032	0.086	5.822
AFAP1L2	0	4.608	0	0	0	2.095	2.282	0.231
AFF1	2.339	66.306	0	0	2.339	9.081	0	54.886
AFF3	0	6.945	0	0	0	1.405	0	5.54
AFF4	3.117	29.029	0	0	3.117	1.5	0	24.412
AFG3L2	1.642	21.419	0	0	1.642	0	0	19.777
AFM	0.186	2.989	0	0	0.186	1.292	0.819	0.693
AFMID	0	1.227	0	0	0	0	0	1.227
AFP	0.548	2.557	0	0	0.548	0	0.548	1.461
AFTPH	0	15.633	0	0	0	2.908	4.918	7.807
AGA	0	0.38	0	0	0	0.098	0.038	0.244
AGAP1	0	0.187	0	0	0	0.05	0.046	0.091
AGAP2	0	0.12	0	0	0	0.069	0	0.052
AGAP3	0	1.995	0	0	0	0.232	0.094	1.669
AGBL1	0	0.154	0	0	0	0.063	0	0.09
AGBL2	2.476	18.867	0	0	2.476	2.671	0.368	13.352
AGBL3	0.602	1.862	0.345	0.064	0.193	0.29	0.386	0.584
AGBL4	0	2.081	0	0	0	0	1.457	0.624
AGBL5	13.235	248.295	3.041	0	10.194	0	138.064	96.996
AGER	0	1.113	0	0	0	0	0	1.113
AGFG1	1.024	44.06	0	0	1.024	0	10.04	32.997
AGFG2	0.079	1.029	0	0	0.079	0	0	0.951
AGGF1	0	4.619	0	0	0	2.563	0.548	1.508
AGK	0	32.305	0	0	0	5.731	3.671	22.903
AGL	2.272	15.005	0	0	2.272	1.111	0	11.622
AGMAT	2.569	40.572	0	0	2.569	0.827	0	37.176
AGMO	0.474	3.925	0.474	0	0	2.739	0.711	0
AGO1	0.012	0.427	0.012	0	0	0	0.143	0.272
AGO2	0	0	0	0	0	0	0	0
AGO3	0	5.58	0	0	0	0	0	5.58
AGO4	1.626	15.009	0	0.888	0.739	0.617	0.789	11.976
AGPAT1	0	24.31	0	0	0	0	9.248	15.061
AGPAT2	0	0.132	0	0	0	0	0.02	0.112
AGPAT3	0	1.246	0	0	0	0.111	0.154	0.981
AGPAT4	0.43	10.512	0	0	0.43	2.428	0	7.655
AGPAT5	0.227	1.403	0	0	0.227	0.016	0	1.16
AGPS	0.448	35.565	0.448	0	0	0	1.562	33.555
AGR2	0	5.552	0	0	0	0.657	0.56	4.334
AGR3	0	0.216	0	0	0	0	0.105	0.111
AGRN	0.598	7.471	0.598	0	0	6.873	0	0
AGRP	1.964	44.169	0	0	1.964	0	0	42.205
AGT	1.578	7.693	1.049	0	0.529	1.351	0	4.764
AGTPBP1	0.687	13.362	0.687	0	0	3.804	3.028	5.844
AGTR1	0	1.853	0	0	0	0	1.827	0.026
AGTR2	0	0.458	0	0	0	0	0	0.458
AGTRAP	4.587	26.903	0	0.423	4.164	0.49	1.174	20.651
AGXT	0	2.47	0	0	0	0.257	2.213	0
AGXT2	1.483	4.433	0	1.483	0	2.275	0	0.676
AHCTF1	0	12.382	0	0	0	6.097	0	6.285
AHCY	0.928	10.882	0	0.469	0.459	0.46	0	9.494
AHCYL1	0.835	10.407	0	0	0.835	6.392	0	3.18
AHCYL2	0.013	2.223	0	0	0.013	0.01	0.119	2.081
AHDC1	7.251	26.493	0	0	7.251	0	0	19.242
AHI1	5.286	34.531	0	3.293	1.993	3.786	7.265	18.194
AHNAK	0	0.29	0	0	0	0.012	0	0.278
AHR	0	0.338	0	0	0	0.099	0.212	0.028
AHRR	0	1.338	0	0	0	0.195	0	1.143
AHSA1	0.535	9.051	0	0	0.535	2.419	1.138	4.96
AHSG	0.441	7.929	0	0	0.441	0.766	0	6.722
AICDA	0	91.719	0	0	0	0	2.412	89.307
AIDA	0.72	9.903	0	0.72	0	1.541	0.272	7.371
AIF1	11.342	101.745	0	0	11.342	9.692	0	80.711
AIF1L	0	1.029	0	0	0	0.121	0	0.908
AIFM1	0.049	0.612	0	0	0.049	0.025	0.075	0.463
AIFM2	0.102	1.255	0	0	0.102	0.192	0.112	0.849
AIFM3	0.047	6.167	0	0	0.047	1.557	0	4.564
AIG1	0.121	0.859	0.121	0	0	0.443	0.295	0
AIM2	5.763	18.657	0.495	5.267	0	8.107	0.826	3.962
AIMP1	0.507	10.752	0	0.507	0	6.279	0	3.967
AIMP2	2.568	26.829	0	0	2.568	0	0	24.261
AIP	0.861	20.974	0	0	0.861	1.967	3.761	14.385
AIPL1	0	17.124	0	0	0	8.778	5.601	2.746
AIRE	36.167	55.249	25.728	0	10.44	2.336	1.033	15.712
AJAP1	0	1.389	0	0	0	0.486	0	0.903
AJUBA	1.857	17.388	0	0	1.857	1.985	0	13.546
AK1	0	20.64	0	0	0	0	0.209	20.431
AK2	0	2.337	0	0	0	0.241	0.746	1.349
AK3	0	0.317	0	0	0	0	0	0.317
AK4	5.08	70.22	0	3.527	1.553	0	0	65.14
AK5	0.846	4.163	0	0	0.846	0	2.093	1.225
AK6	30.953	95.164	0	0	30.953	0	0	64.212
AK7	0	7.509	0	0	0	1.313	0.199	5.997
AK8	3.969	99.426	0.901	0	3.068	19.942	0.577	74.938
AKAIN1	0.472	3.447	0.472	0	0	2.503	0	0.472
AKAP1	2.463	14.276	1.72	0	0.743	1.787	0	10.025
AKAP10	1.386	14.344	0	0	1.386	1.064	1.792	10.103
