gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ABCC1	8.275	120.507	0	0	8.275	0	30.541	81.691
ABCC10	1.231	3.573	0	0	1.231	0.264	0	2.079
ABCC12	0	9.358	0	0	0	5.475	0	3.883
ABCC2	0	6.309	0	0	0	0.98	0.603	4.726
ABCC3	0	0.98	0	0	0	0	0	0.98
ABCC4	0	2.763	0	0	0	0	0	2.763
ABCC5	0	12.33	0	0	0	1.935	6.416	3.979
ABCC6	0	1.963	0	0	0	1.216	0.061	0.686
ABCC8	0	3.353	0	0	0	2.286	0	1.067
ABCC9	0	0.576	0	0	0	0	0	0.576
ABCD1	6.181	41.298	0	0	6.181	2.036	9.193	23.889
ABCD2	0	2.92	0	0	0	1.441	0.885	0.595
ABCD3	0	0.47	0	0	0	0.096	0.062	0.311
ABCD4	0.551	5.653	0	0	0.551	1.186	0	3.916
ABCE1	1.886	23.465	0	0	1.886	0.462	1.902	19.215
ABCF1	0.945	11.782	0	0	0.945	2.848	0	7.989
ABCF2	1.41	6.374	0	0.535	0.875	0	0	4.964
ABCF3	0.136	4.455	0	0	0.136	0.371	0.32	3.627
ABCG1	0.34	2.391	0	0.34	0	2.051	0	0
ABCG2	0	0.512	0	0	0	0	0	0.512
ABCG4	0.712	7.31	0	0	0.712	0	0	6.598
ABCG5	0.644	15.018	0	0	0.644	1.519	0	12.856
ABCG8	0	7.595	0	0	0	1.213	0.575	5.807
ABHD10	0.528	11.253	0	0	0.528	1.9	2.938	5.887
ABHD11	0.841	46.752	0	0	0.841	6.329	0	39.582
ABHD12	0	0.112	0	0	0	0	0	0.112
ABHD12B	1	7.372	0	0	1	0.418	1.059	4.895
ABHD13	0.511	36.527	0	0	0.511	21.054	1.912	13.05
ABHD14A	0.148	1.448	0	0	0.148	0.083	0	1.217
ABHD14B	0.086	1.158	0	0	0.086	0.281	0	0.791
ABHD15	0.515	6.685	0	0	0.515	0.931	0	5.239
ABHD16A	3.682	29.037	0	0	3.682	5.672	1.776	17.907
ABHD16B	1.717	17.104	0.739	0	0.979	3.106	0	12.281
ABHD17A	7.243	22.215	0	0	7.243	0	0	14.972
ABHD17B	1.648	23.189	0	0	1.648	3.302	2.128	16.11
ABHD17C	0	8.4	0	0	0	4.486	0	3.914
ABHD18	0	1.266	0	0	0	0.153	0	1.114
ABHD2	0.558	10.219	0	0	0.558	0.12	3.197	6.343
ABHD3	0.62	7.461	0	0	0.62	0.833	0.388	5.62
ABHD4	0.241	5.836	0	0	0.241	0.32	0.514	4.761
ABHD5	0	22.83	0	0	0	2.144	0	20.686
ABHD6	0	1.957	0	0	0	0.237	0.139	1.58
ABHD8	1.017	25.181	0	0	1.017	5.035	0	19.129
ABI1	0.13	0.833	0	0	0.13	0.181	0.082	0.439
ABI2	6.453	46.625	0	0	6.453	3.224	0	36.948
ABI3	0	5.352	0	0	0	0	0	5.352
ABL1	1.009	74.713	0	0	1.009	2.212	0	71.492
ABL2	3.527	27.194	0	0	3.527	3.553	1.138	18.977
ABLIM1	0	6.299	0	0	0	2.031	2.032	2.236
ABLIM2	0	1.298	0	0	0	0.1	0.095	1.103
ABLIM3	0.165	2.688	0.165	0	0	0.36	0.533	1.631
ABO	0.212	0.395	0.212	0	0	0	0	0.183
ABR	0.382	6.523	0	0	0.382	0	0	6.141
ABRA	0.195	0.676	0	0	0.195	0	0	0.481
ABRACL	0	2.224	0	0	0	0.863	0.131	1.23
ABT1	4.365	13.203	0	0	4.365	4.042	0.615	4.18
ABTB1	0	12.671	0	0	0	3.835	2.116	6.721
ABTB2	0	12.225	0	0	0	5.391	0.626	6.208
ACAA1	0	2.398	0	0	0	0	0	2.398
ACAA2	1.359	77.841	0	0	1.359	21.627	27.531	27.324
ACACA	0.699	26.97	0	0	0.699	1.624	2.339	22.307
ACACB	6.137	20.123	0	0	6.137	5.042	1.105	7.84
ACAD10	9.265	72.03	0	0	9.265	7.792	0	54.973
ACAD11	1.16	40.981	0	0	1.16	1.587	0	38.233
ACAD8	0	10.171	0	0	0	2.811	1.401	5.959
ACAD9	0	36.73	0	0	0	5.044	7.611	24.075
ACADL	0.823	13.641	0	0	0.823	2.366	4.326	6.127
ACADM	4.771	23.533	0.384	0.554	3.833	4.21	0.926	13.626
ACADS	2.608	13.307	0	0	2.608	0	1.053	9.646
ACADSB	8.912	48.735	0	8.489	0.424	15.374	3.698	20.75
ACADVL	0	10.674	0	0	0	2.743	0	7.931
ACAP1	0	7.556	0	0	0	0	0	7.556
ACAP2	1.09	1.917	0	1.09	0	0	0	0.827
ACAP3	0	0	0	0	0	0	0	0
ACAT1	0.509	28.123	0.509	0	0	10.507	4.465	12.642
ACAT2	0.3565	19.6515	0	0	0.3565	3.0445	0	16.251
ACBD3	1.001	112.728	0	0	1.001	5.697	0	106.03
ACBD4	1.831	7.804	0	0	1.831	0	0	5.973
ACBD5	0.644	4.867	0	0.144	0.5	1.168	0.299	2.756
ACBD6	0	18.906	0	0	0	1.984	0.952	15.97
ACBD7	0.041	0.605	0	0	0.041	0.093	0	0.472
ACCS	0	1.2	0	0	0	0.189	0.256	0.756
ACCSL	0	9.878	0	0	0	4.724	0	5.154
ACD	0.327	3.47	0	0	0.327	0	0	3.143
ACE	0	7.679	0	0	0	0	1.528	6.152
ACE2	0.807	11.724	0	0.807	0	1.614	2.909	6.395
ACER1	1.946	17.568	1.408	0	0.537	5.192	1.611	8.819
ACER2	0.458	11.031	0	0	0.458	4.387	0	6.185
ACER3	1.786	10.699	1.256	0	0.53	2.159	0	6.754
ACHE	0.262	6.434	0	0	0.262	2.019	0	4.153
ACIN1	0	1.961	0	0	0	0	0	1.961
ACKR1	0	0.832	0	0	0	0	0.832	0
ACKR2	0	15.098	0	0	0	3.243	0.819	11.036
ACKR3	0	2.972	0	0	0	2.397	0	0.575
ACKR4	0	6.156	0	0	0	0	1.171	4.985
ACLY	2.97	43.059	0	0	2.97	4.898	19.579	15.613
ACMSD	0	11.921	0	0	0	4.288	1.559	6.074
ACO1	0.419	7.58	0.419	0	0	5.49	0	1.671
ACO2	0.559	20.3	0	0	0.559	0.413	1.566	17.762
ACOD1	0	3.962	0	0	0	0	2.087	1.875
ACOT1	0.199	0.494	0.094	0	0.106	0.128	0	0.167
ACOT11	0.641	12.353	0	0	0.641	0.948	0	10.764
ACOT12	0	11.586	0	0	0	4.122	3.589	3.874
ACOT13	2.704	17.406	0	0	2.704	0.499	1.998	12.205
ACOT2	4.59	25.04	0	0	4.59	4.06	4.784	11.606
ACOT4	1.831	11.525	0	0	1.831	3.617	0	6.076
ACOT7	0.047	14.058	0.047	0	0	3.141	0.891	9.979
ACOT8	0.806	25.118	0	0	0.806	0	0	24.312
ACOT9	0	13.559	0	0	0	3.4725	0.551	9.535
ACOX1	0.911	15.932	0	0	0.911	3.581	0.355	11.085
ACOX2	0	15.383	0	0	0	1.124	3.119	11.141
ACOX3	1.149	10.144	0.28	0	0.869	1.777	0	7.218
ACOXL	0	12.945	0	0	0	9.037	1.885	2.023
ACP1	0	0.383	0	0	0	0	0	0.383
ACP2	0.253	2.592	0	0	0.253	0.311	0	2.028
ACP6	0	6.588	0	0	0	0.758	0	5.83
ACP7	0.787	11.672	0	0	0.787	0	1.309	9.577
ACPP	1.134	13.637	0	0	1.134	1.471	3.431	7.601
ACR	0	4.674	0	0	0	0	0	4.674
ACRBP	2.845	12.889	0	0	2.845	0.313	0	9.73
ACRV1	0	6.937	0	0	0	0	2.889	4.047
ACSBG1	0.225	5.666	0	0	0.225	0.846	0	4.595
ACSBG2	0.475	6.418	0	0	0.475	4.119	0	1.824
ACSF2	0.523	8.993	0	0	0.523	1.521	1.068	5.881
ACSF3	1.435	9.614	1.435	0	0	1.513	0.973	5.693
ACSL1	0.308	9.09	0	0.308	0	0.978	0	7.804
ACSL3	0.453	100.582	0	0	0.453	48.766	0	51.363
ACSL4	0.063	1.059	0	0	0.063	0.063	0.348	0.584
ACSL5	1.932	31.572	0	0	1.932	0	7.274	22.367
ACSL6	0	3.747	0	0	0	1.515	0.584	1.648
ACSM1	0	0.655	0	0	0	0.096	0.067	0.492
ACSM2A	0	8.955	0	0	0	5.506	3.034	0.415
ACSM3	1.451	7.686	0.922	0	0.529	0.529	5.176	0.529
ACSM4	0	5.542	0	0	0	0.744	1.841	2.957
ACSM5	0.546	4.56	0	0	0.546	1.265	0.9	1.849
ACSS1	0.394	8.487	0	0.394	0	2.262	0.819	5.012
ACSS2	0	10.65	0	0	0	0	1.339	9.311
ACSS3	0	0.449	0	0	0	0.283	0.165	0
ACTA1	3.409	10.899	1.115	0	2.294	2.569	0	4.921
ACTA2	0	6.997	0	0	0	2.186	0	4.811
ACTB	0.508	5.562	0	0	0.508	0.478	0.93	3.647
ACTBL2	0	0.675	0	0	0	0	0.675	0
ACTC1	0	0.371	0	0	0	0.063	0	0.309
ACTG1	2.843	13.188	0	0	2.843	0	0	10.345
ACTG2	0	17.294	0	0	0	2.906	1.194	13.194
ACTL10	1.306	7.304	0	0	1.306	0	0.882	5.116
ACTL6A	0.834	39.277	0	0	0.834	27.857	0	10.586
ACTL6B	1.384	18.029	0	0	1.384	1.388	0.74	14.516
ACTL7A	0	4.346	0	0	0	1.742	0.77	1.835
ACTL7B	0	5.069	0	0	0	0	1.772	3.297
ACTL9	0	3.053	0	0	0	0.227	0.951	1.874
ACTN1	0	9.472	0	0	0	0.725	0	8.747
ACTN2	1.939	17.245	1.293	0	0.646	1.075	0	14.23
ACTN4	0	5.01	0	0	0	0	0	5.01
ACTR10	0.402	23.813	0.402	0	0	4.702	2.335	16.375
ACTR1A	0	0.54	0	0	0	0	0.072	0.467
ACTR1B	0.068	1.369	0	0	0.068	0.318	0.194	0.789
ACTR2	0	13.773	0	0	0	7.67	0.565	5.539
ACTR3	0.485	11.53	0	0	0.485	1.921	2.637	6.487
ACTR3B	0.948	11.3	0	0	0.948	3.507	2.788	4.056
ACTR5	0	47.745	0	0	0	0.8	10.869	36.075
ACTR6	0	7.576	0	0	0	2.367	0.808	4.401
ACTR8	6.752	25.363	0	0	6.752	4.132	0	14.479
ACTRT1	0	1.466	0	0	0	0.621	0.597	0.248
ACTRT2	0	0.358	0	0	0	0.291	0	0.066
ACTRT3	0	11.338	0	0	0	1.702	0	9.635
ACVR1	0	0.557	0	0	0	0.079	0.063	0.414
ACVR1B	0	19.979	0	0	0	1.845	7.53	10.603
ACVR1C	0	1.29	0	0	0	0.359	0	0.931
ACVR2A	0	26.94	0	0	0	0	2.169	24.771
ACVR2B	0.807	11.813	0	0	0.807	3.031	0	7.975
ACVRL1	0	7.14	0	0	0	1.531	0.308	5.301
ACY1	0.027	3.001	0	0	0.027	0	0.431	2.543
ACY3	0.591	5.543	0	0	0.591	1.491	1.421	2.039
ACYP1	0.942	21.403	0	0	0.942	8.442	1.318	10.701
ACYP2	1.496	7.635	0.988	0	0.508	3.922	2.217	0
ADA	0	9.605	0	0	0	1.931	2.283	5.392
ADAD1	0	4.505	0	0	0	4.121	0.384	0
ADAD2	1.299	5.596	0	0	1.299	1.59	0	2.706
ADAL	2.314	16.374	0	0	2.314	8.46	0	5.601
ADAM10	0.452	175.798	0	0	0.452	28.251	2.026	145.069
ADAM11	0.054	0.416	0	0	0.054	0	0	0.362
ADAM12	0	1.128	0	0	0	0	0	1.128
ADAM15	0	4.662	0	0	0	0	0.942	3.72
ADAM17	0	15.669	0	0	0	0.872	0	14.797
ADAM18	0	8.659	0	0	0	3.633	0.813	4.213
ADAM19	1.997	29.874	0	0	1.997	1.932	7.043	18.901
ADAM2	0	8.271	0	0	0	1.055	0	7.216
ADAM20	0.438	1.98833333333333	0	0.438	0	0.885333333333333	0.665	0
ADAM21	1.386	3.617	0	0.924	0.462	1.98	0	0.25
ADAM22	0	0.923	0	0	0	0.342	0.164	0.417
ADAM23	0	3.155	0	0	0	1.005	1.046	1.103
ADAM28	1.527	17.89	0	0	1.527	14.2	0	2.162
ADAM29	0	6.38	0	0	0	0	5.876	0.504
ADAM30	0.113	1.325	0.113	0	0	0.514	0.377	0.321
ADAM32	0	2.454	0	0	0	0.984	0.841	0.629
ADAM33	0	4.204	0	0	0	3.068	0	1.136
ADAM7	0	3.957	0	0	0	0	1.773	2.184
ADAM8	0	10.546	0	0	0	0	0	10.546
ADAM9	0	10.387	0	0	0	0	6.147	4.24
ADAMDEC1	0	7.611	0	0	0	2.333	1.625	3.654
ADAMTS1	0	2.924	0	0	0	0.588	0.649	1.687
ADAMTS10	0	2.832	0	0	0	0.437	0.27	2.125
ADAMTS12	0.426	3.845	0	0	0.426	3.419	0	0
ADAMTS13	0.556	12.035	0.556	0	0	6.798	0.933	3.747
ADAMTS14	1.164	13.604	1.164	0	0	0.49	4.119	7.83
ADAMTS15	0	0.321	0	0	0	0.122	0	0.199
ADAMTS16	0	2.605	0	0	0	2.062	0.543	0
ADAMTS17	0	3.053	0	0	0	0.783	1.132	1.137
ADAMTS18	0	7.243	0	0	0	1.122	0	6.121
ADAMTS19	0	4.999	0	0	0	0.8	1.638	2.56
ADAMTS2	0	3.842	0	0	0	0.276	0	3.567
ADAMTS20	0.443	21.883	0.443	0	0	3.697	1.983	15.761
ADAMTS3	0	7.941	0	0	0	1.667	1.908	4.365
ADAMTS4	0	11.331	0	0	0	2.022	4.206	5.103
ADAMTS5	1.349	3.109	0	1.349	0	0	1.76	0
ADAMTS6	0.496	2.743	0	0	0.496	0.464	0	1.783
ADAMTS7	1.581	9.456	0	0	1.581	3.822	1.608	2.445
ADAMTS8	0	0.65	0	0	0	0	0	0.65
ADAMTS9	0	6.852	0	0	0	0.287	2.479	4.086
ADAMTSL1	0	0.029	0	0	0	0	0	0.029
ADAMTSL2	0	0.794	0	0	0	0.383	0	0.411
ADAMTSL3	0	6.555	0	0	0	5.24	0	1.315
ADAMTSL4	0.062	5.009	0	0	0.062	1.004	0	3.943
ADAMTSL5	0	1.701	0	0	0	0.114	0.083	1.504
ADAP1	1.004	7.001	0	0	1.004	0	1.294	4.703
ADAP2	0.489	14.428	0	0	0.489	1.047	0	12.892
ADAR	0.655	88.372	0	0.655	0	14.2	5.36	68.157
ADARB1	2.132	3.941	0	0	2.132	1.171	0	0.638
ADARB2	0	0	0	0	0	0	0	0
ADAT1	0.576	17.832	0	0	0.576	4.55	1.094	11.612
ADAT2	1.017	25.647	0	0	1.017	2.632	4.202	17.796
ADAT3	0.482	9.844	0	0	0.482	2.384	0	6.979
ADCK1	3.338	32.798	2.72	0.618	0	3.6	3.233	22.628
ADCK2	0.51	10.497	0	0.51	0	2.105	0	7.882
ADCK5	1.17	19.535	0	0	1.17	5.949	0	12.416
ADCY1	0	9.448	0	0	0	2.915	0	6.533
ADCY10	0	2.948	0	0	0	0.792	0	2.156
ADCY2	0.267	0.875	0	0.267	0	0	0.274	0.334
ADCY3	0	10.881	0	0	0	2.244	0	8.637
ADCY4	0	0.874	0	0	0	0	0	0.874
ADCY5	0	3.001	0	0	0	0	0.513	2.488
ADCY6	1.662	18.396	0	0	1.662	2.672	1.269	12.793
ADCY7	0.76	156.278	0	0	0.76	11.251	16.892	127.376
ADCY8	0	5.345	0	0	0	3.62	1.049	0.676
ADCY9	0.456	5.532	0	0	0.456	0.296	0	4.779
ADCYAP1	0	2.553	0	0	0	0	2.553	0
ADCYAP1R1	0	1.724	0	0	0	1.164	0	0.561
ADD1	1.263	16.834	0.158	0	1.104	5.713	0.359	9.5
ADD2	0	4.916	0	0	0	3.4	0.3	1.216
ADD3	0	66.737	0	0	0	8.55	2.09	56.097
ADGB	0	6.711	0	0	0	1.063	1.586	4.062
ADGRA1	0	0.054	0	0	0	0	0	0.054
ADGRA2	0	2.877	0	0	0	0.492	0.336	2.05
ADGRA3	0	1.588	0	0	0	0.12	0.439	1.029
ADGRB1	0	0.435	0	0	0	0	0	0.435
ADGRB2	0	9.071	0	0	0	0	1.221	7.849
ADGRB3	0.595	3.375	0	0.595	0	1.67	0.595	0.515
ADGRD1	0	3.426	0	0	0	0	1.22	2.206
ADGRE1	0.384	7.248	0	0	0.384	1.79	3.227	1.847
ADGRE5	0	2.093	0	0	0	0	0.642	1.451
ADGRF1	0	14.813	0	0	0	1.292	1.12	12.4
ADGRF2	0	4.165	0	0	0	1.636	0	2.529
ADGRF3	0.5	15.351	0	0	0.5	0	3.987	10.864
ADGRF4	0.444	4.265	0	0.444	0	1.318	1.487	1.017
ADGRF5	0	4.999	0	0	0	0.9	0.771	3.328
ADGRG1	0	1.74	0	0	0	0	0.077	1.663
ADGRG2	0.325	4.744	0	0.325	0	0	2.43	1.989
ADGRG3	0	1.331	0	0	0	0	0	1.331
ADGRG5	0.545	8.638	0	0.545	0	0	3.618	4.475
ADGRG6	0	0.558	0	0	0	0.051	0.105	0.402
ADGRG7	0.64	6.594	0	0.64	0	2.447	0.915	2.592
ADGRL1	0	5.247	0	0	0	0	1.089	4.158
ADGRL2	1.636	4.996	0	1.636	0	1.394	0.891	1.075
ADGRL3	0	0.565	0	0	0	0.565	0	0
ADGRL4	0.658	2.825	0	0.658	0	0	1.409	0.759
ADGRV1	0	8.205	0	0	0	2.455	3.19	2.561
ADH1C	0	8.169	0	0	0	2.735	2.074	3.36
ADH4	0	5.08	0	0	0	0	1.849	3.231
ADH5	1.386	59.651	0	0	1.386	11.409	16.795	30.061
ADH7	0	6.864	0	0	0	1.823	0.73	4.311
ADHFE1	2.138	30.317	0	0	2.138	0	0	28.179
ADI1	0.763	23.361	0	0	0.763	5.116	1.896	15.588
ADIPOQ	2.232	12.224	0	1.051	1.181	0.35	1.136	8.505
ADIPOR1	1.615	58.138	0	0	1.615	0	2.936	53.588
ADIPOR2	0.446	1.327	0	0	0.446	0	0.369	0.513
ADK	6.286	305.333	0	0	6.286	21.542	0	277.505
ADM	0	0.236	0	0	0	0	0.098	0.138
ADM2	2.384	24.915	0	0	2.384	1.306	4.716	16.508
ADNP	0	15.154	0	0	0	0.994	2.156	12.005
ADNP2	0	8.182	0	0	0	3.329	3.378	1.476
ADO	0	1.168	0	0	0	0.403	0	0.764
ADORA1	0	3.086	0	0	0	0.324	0	2.763
ADORA2A	0	0.249	0	0	0	0	0	0.249
ADORA2B	0.327	1.998	0	0	0.327	0	0	1.671
ADORA3	0.868	12.901	0.868	0	0	3.273	0	8.76
ADPGK	0	53.001	0	0	0	31.384	0	21.617
ADPRH	0.244	4.852	0.244	0	0	1.136	0	3.472
ADPRHL1	0.275	1.074	0.275	0	0	0.146	0.081	0.572
ADPRHL2	2.15	13.16	0	0	2.15	1.132	0	9.877
ADPRM	0	5.176	0	0	0	2.399	0.638	2.139
ADRA1A	0.207	1.182	0	0.207	0	0	0.45	0.524
ADRA1B	0	13.398	0	0	0	1.258	3.145	8.996
ADRA1D	0	2.808	0	0	0	0.467	0	2.341
ADRA2A	0	3.147	0	0	0	1.203	0.803	1.141
ADRA2B	0	1.927	0	0	0	0	0.734	1.193
ADRA2C	0	1.273	0	0	0	1.032	0	0.241
ADRB1	0	3.067	0	0	0	0.787	0	2.28
ADRB2	2.907	16.262	0	0	2.907	2.769	0	10.586
ADRB3	0	7.765	0	0	0	1.724	3.011	3.03
ADRM1	0	1.84	0	0	0	0.195	0.268	1.377
ADSL	7.287	97.976	0	0	7.287	0.266	9.524	80.899
ADSS	2.523	17.895	0	0	2.523	3.95	0	11.422
ADSSL1	0.199	2.927	0.199	0	0	0	0	2.727
ADTRP	0	4.147	0	0	0	1.513	0.785	1.848
AEBP1	1.616	7.88	0.771	0	0.845	0	2.108	4.156
AEBP2	0	902.029	0	0	0	175.575	32.576	693.878
AEN	0.559	4.005	0.496	0	0.063	1.238	0.125	2.083
AES	0.908	59.821	0	0	0.908	1.389	0	57.524
AFAP1	0	3.081	0	0	0	0.908	0	2.173
AFAP1L1	0.073	16.651	0	0	0.073	0.311	0	16.266
AFAP1L2	0	3.168	0	0	0	0.957	1.78	0.431
AFF1	3.056	122.279	0	0	3.056	20.8	0	98.423
AFF3	0	4.327	0	0	0	0.996	0	3.331
AFF4	7.333	42.969	0	0	7.333	2.151	0	33.486
AFG3L2	1.414	13.847	0	0	1.414	0	0	12.434
AFM	0	14.027	0	0	0	6.729	2.592	4.706
AFMID	0	3.104	0	0	0	0	0	3.104
AFP	1.129	9.75	0	1.129	0	0	0.862	7.759
AFTPH	0	9.222	0	0	0	1.56	2.846	4.816
AGA	0.209	1.035	0	0.209	0	0.399	0.1	0.329
AGAP1	0	1.777	0	0	0	0.344	0.698	0.735
AGAP2	0	0.18	0	0	0	0.073	0	0.107
AGAP3	0	7.41	0	0	0	1.384	2.622	3.404
AGBL1	0	1.841	0	0	0	0.672	0	1.169
AGBL2	1.125	22.385	0	0	1.125	3.992	0.272	16.996
AGBL3	0.4	6.308	0.4	0	0	0.349	1.851	3.708
AGBL4	0	3.767	0	0	0	0.572	2.622	0.572
AGBL5	3.09	28.877	0	0	3.09	0	5.754	20.033
AGER	0	2.514	0	0	0	0	0	2.514
AGFG1	2.898	71.716	0	0	2.898	0	10.403	58.415
AGFG2	0.918	5.051	0	0	0.918	0	0	4.134
AGGF1	0.783	9.434	0	0	0.783	2.906	2.311	3.433
AGK	0	28.202	0	0	0	13.757	4.751	9.694
AGL	0.997	17.301	0	0	0.997	3.742	0.675	11.887
AGMAT	1.235	9.981	0	0	1.235	0.353	0	8.392
AGMO	0.573	6.062	0.573	0	0	5.108	0.382	0
AGO1	0.096	1.798	0.096	0	0	0	0.75	0.952
AGO2	0	0	0	0	0	0	0	0
AGO3	0	6.593	0	0	0	0.888	0.477	5.229
AGO4	0.723	7.458	0	0	0.723	0.438	2.387	3.91
AGPAT1	0	53.052	0	0	0	0	18.803	34.249
AGPAT2	0.089	0.284	0	0	0.089	0	0.034	0.16
AGPAT3	0	5.366	0	0	0	1.001	0.716	3.65
AGPAT4	1.582	9.256	0	0	1.582	3.171	0	4.503
AGPAT5	1.893	13.739	0	0	1.893	0.096	0	11.75
AGPS	1.903	52.062	1.903	0	0	0	0.913	49.246
AGR2	0.605	3.79	0	0.605	0	0.22	0	2.966
AGR3	0	2.885	0	0	0	0	1.741	1.144
AGRN	0.476	7.064	0.476	0	0	6.588	0	0
AGRP	1.918	18.633	0	0	1.918	0	0	16.715
AGT	1.633	5.841	0.99	0	0.642	2.426	0	1.782
AGTPBP1	0.579	18.284	0.579	0	0	4.831	2.304	10.57
AGTR1	0	5.939	0	0	0	0	5.652	0.287
AGTR2	0	2.019	0	0	0	0	0	2.019
AGTRAP	1.424	9.012	0	0.495	0.929	0.532	0.412	6.643
AGXT	0	2.323	0	0	0	0	2.323	0
AGXT2	1.879	18.499	0	1.879	0	4.961	2.48	9.18
AHCTF1	0	11.849	0	0	0	3.756	0	8.094
AHCY	0	12.691	0	0	0	1.05	0	11.641
AHCYL1	0	15.687	0	0	0	9.679	0	6.007
AHCYL2	0	5.042	0	0	0	0.033	0.202	4.807
AHDC1	1.78	11.217	0	0	1.78	0	0	9.438
AHI1	1.869	21.381	0	0.522	1.347	4.151	5.142	10.219
AHNAK	0.103	3.796	0	0	0.103	0.62	0	3.072
AHR	0	2.287	0	0	0	1.066	0.92	0.301
AHRR	0	3.874	0	0	0	1.481	0	2.393
AHSA1	0.54	16.945	0	0	0.54	6.017	1.804	8.584
AHSG	0	3.19	0	0	0	1.525	0	1.665
AICDA	0.531	16.201	0	0	0.531	0	2.138	13.532
AIDA	1.522	12.405	0	1.522	0	0.745	1.097	9.041
AIF1	3.169	28.458	0	0	3.169	1.996	0	23.293
AIF1L	0	4.547	0	0	0	0.312	0	4.236
AIFM1	1.027	6.744	0	0.628	0.399	0	0.373	5.343
AIFM2	0.614	7.88	0	0	0.614	1.126	0.924	5.216
AIFM3	0	8.445	0	0	0	1.078	0	7.367
AIG1	0.64	5.8	0	0.64	0	3.676	0.845	0.64
AIM2	0.951	12.33	0	0.951	0	2.471	2.648	6.261
AIMP1	0	11.054	0	0	0	6.05	0	5.004
AIMP2	0	35.789	0	0	0	0	0	35.789
AIP	0.281	10.927	0	0	0.281	1.773	3.889	4.983
AIPL1	0	6.056	0	0	0	2.683	0.711	2.662
AIRE	1.439	7.003	0.423	0	1.016	1.479	0	4.085
AJAP1	0	1.249	0	0	0	0	0	1.249
AJUBA	0	6.884	0	0	0	0	0	6.884
AK1	0	19.393	0	0	0	0	2.626	16.767
AK2	0	11.729	0	0	0	0.596	1.343	9.79
AK3	0	2.863	0	0	0	0	0	2.863
AK4	6.841	98.415	0	3.699	3.142	0	0	91.575
AK5	0	5.059	0	0	0	0	2.43	2.629
AK6	20.199	77.409	0	0	20.199	0	0	57.21
AK7	0.809	11.744	0	0	0.809	1.313	0	9.621
AK8	0.799	11.745	0	0	0.799	3.264	0.66	7.022
