gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ABCC10	0.373	7.055	0	0	0.373	0.775	0	5.906
ABCC12	0	18.011	0	0	0	13.174	0	4.837
ABCC2	0	2.475	0	0	0	0.343	0.334	1.798
ABCC3	0	1.446	0	0	0	0	0	1.446
ABCC4	2.006	17.382	0	2.006	0	0	2.887	12.49
ABCC5	3.075	18.517	0.75	0	2.325	1.595	6.152	7.696
ABCC6	0	5.5	0	0	0	3.473	0.589	1.439
ABCC8	0	3.713	0	0	0	1.498	0	2.216
ABCC9	1.197	5.72	0	0	1.197	0	1.71	2.814
ABCD1	0.206	4.889	0	0	0.206	0.547	1.292	2.844
ABCD2	0	3.898	0	0	0	1.711	0.548	1.639
ABCD3	0.277	2.082	0.13	0.147	0	0.85	0.172	0.782
ABCD4	0.346	5.766	0	0	0.346	0.874	0	4.546
ABCE1	0.335	12.105	0	0	0.335	0.918	0.893	9.959
ABCF1	0.651	7.244	0	0	0.651	2.127	0	4.466
ABCF2	0.551	5.516	0.328	0	0.223	0.324	0.243	4.397
ABCF3	0.075	6.744	0	0	0.075	0.263	0.465	5.942
ABCG1	0.183	0.755	0	0.183	0	0.571	0	0
ABCG2	0	5.538	0	0	0	1.51	0	4.028
ABCG4	1.328	18.124	0	0	1.328	0	0	16.797
ABCG5	1.061	10.572	0	0.421	0.64	0.409	0	9.101
ABCG8	0	3.179	0	0	0	0.721	0.633	1.826
ABHD10	0.324	11.392	0	0	0.324	2.665	1.488	6.916
ABHD11	1.424	60.969	0	0	1.424	19.441	0	40.104
ABHD12	0	0.276	0	0	0	0	0	0.276
ABHD12B	1.214	15.545	0	0	1.214	1.727	0	12.604
ABHD13	0.43	16.292	0	0	0.43	13.058	1.1	1.703
ABHD14A	0.202	2.396	0	0	0.202	0.098	0	2.096
ABHD14B	0.134	2.319	0	0	0.134	0.146	0	2.04
ABHD15	0.859	12.173	0	0	0.859	0.996	0	10.318
ABHD16A	4.869	29.724	0	0	4.869	5.955	0.823	18.077
ABHD16B	4.401	49.304	1.646	0	2.755	3.624	0	41.278
ABHD17A	1.459	8.378	0	0	1.459	0	0	6.919
ABHD17B	2.025	56.882	0	0	2.025	1.682	14.681	38.493
ABHD17C	0	4.869	0	0	0	2.835	0	2.034
ABHD18	0	1.348	0	0	0	0.07	0	1.279
ABHD2	0.147	5.527	0	0	0.147	0.075	2.756	2.549
ABHD3	2.084	17.207	0	0	2.084	0.895	1.822	12.406
ABHD4	0.428	7.075	0	0	0.428	0.273	3.425	2.95
ABHD5	0.626	22.784	0	0	0.626	4.208	0	17.95
ABHD6	0.176	2.64	0	0	0.176	0.389	0.392	1.683
ABHD8	1.658	23.53	0	0	1.658	10.64	0	11.231
ABI1	0.464	2.53	0	0	0.464	0.737	0.368	0.961
ABI2	2.001	19.95	0	0	2.001	4.891	0	13.058
ABI3	0	5.508	0	0	0	0	0	5.508
ABL1	0.271	9.774	0	0	0.271	0.121	0	9.382
ABL2	0.355	2.856	0	0	0.355	0.272	0.523	1.705
ABLIM1	0	9.564	0	0	0	1.242	2.922	5.4
ABLIM2	0	0.437	0	0	0	0.104	0	0.333
ABLIM3	0.028	0.739	0.028	0	0	0.159	0.087	0.465
ABO	0.384	1.293	0.384	0	0	0.103	0	0.807
ABR	0.488	7.381	0	0	0.488	0	0	6.892
ABRA	0.609	4.779	0	0	0.609	0	0.609	3.561
ABRACL	0.806	13.346	0.806	0	0	5.34	1.318	5.881
ABT1	1.515	11.609	0	0	1.515	2.424	2.47	5.2
ABTB1	0	5.833	0	0	0	1.372	0.716	3.745
ABTB2	0	7.832	0	0	0	3.586	0.37	3.876
ACAA1	0	6.15	0	0	0	0	0	6.15
ACAA2	0.579	45.149	0	0	0.579	12.046	9.84	22.683
ACACA	1.206	33.377	0	0	1.206	1.738	1.707	28.726
ACACB	2.021	14.341	0	0	2.021	2.23	0.439	9.651
ACAD10	60.279	247.495	0	0	60.279	10.466	4.063	172.686
ACAD11	0.468	14.44	0	0	0.468	0.841	0.509	12.622
ACAD8	0.31	16.137	0	0.31	0	8.85	4.273	2.704
ACAD9	0	62.777	0	0	0	12.927	13.954	35.896
ACADL	0	21.983	0	0	0	5.256	7.685	9.041
ACADM	2.524	13.591	0.308	0	2.216	4.72	0.522	5.825
ACADS	0.831	2.552	0	0.148	0.683	0.33	0.09	1.302
ACADSB	9.254	20.629	0	4.968	4.286	3.765	1.254	6.357
ACADVL	0	5.789	0	0	0	1.752	0	4.037
ACAP1	0	4.586	0	0	0	0	0	4.586
ACAP2	1.385	1.385	1.385	0	0	0	0	0
ACAP3	0	0	0	0	0	0	0	0
ACAT1	0.514	40.085	0.514	0	0	9.098	3.01	27.462
ACAT2	0.925	20.055	0	0	0.925	1.415	0	17.715
ACBD3	0	38.87	0	0	0	3.767	0	35.103
ACBD4	2.981	23.977	0	0	2.981	0	0	20.996
ACBD5	3.543	18.634	0	0	3.543	1.855	4.565	8.672
ACBD6	0	1.766	0	0	0	0.45	0.13	1.185
ACBD7	1.717	4.871	0	0	1.717	0.781	0	2.373
ACCS	0.118	0.672	0.118	0	0	0.055	0.086	0.413
ACCSL	0.785	18.136	0	0	0.785	10.694	0	6.657
ACD	0.486	1.022	0	0	0.486	0	0	0.536
ACE	0	11.382	0	0	0	0	1.25	10.132
ACE2	0.095	0.842	0	0.095	0	0.095	0.368	0.284
ACER1	1.488	28.995	0	0	1.488	7.442	0.974	19.09
ACER2	1.097	20.877	0	0	1.097	3.844	0	15.937
ACER3	0.948	9.935	0.506	0	0.442	2.125	0	6.862
ACHE	0.347	7.052	0	0	0.347	2.014	0	4.691
ACIN1	0	0.633	0	0	0	0	0	0.633
ACKR1	0	0.786	0	0	0	0	0	0.786
ACKR2	0	24.675	0	0	0	9.524	1.182	13.969
ACKR3	0	13.422	0	0	0	2.863	0	10.558
ACKR4	1.504	11.086	0	0	1.504	0	0.68	8.902
ACLY	3.607	36.207	0	0	3.607	4.942	11.158	16.5
ACMSD	0	29.59	0	0	0	6.382	6.098	17.11
ACO1	2.175	41.814	2.175	0	0	25.447	0	14.193
ACO2	0.372	10.155	0	0	0.372	0.122	0.366	9.296
ACOD1	0	14.961	0	0	0	0	9.033	5.928
ACOT1	0.301	0.932	0.046	0	0.254	0.201	0	0.43
ACOT11	0	9.068	0	0	0	0	0	9.068
ACOT12	0	12.335	0	0	0	4.29	4.568	3.477
ACOT13	6.364	33.427	0	0	6.364	1.578	1.117	24.368
ACOT2	13.745	41.261	0	0	13.745	14.99	0.672	11.853
ACOT4	1.179	7.1	0	0	1.179	2.975	0	2.946
ACOT7	0.137	3.747	0.137	0	0	1.207	0.067	2.337
ACOT8	0.382	7.835	0	0	0.382	0	0	7.453
ACOT9	0	9.951	0	0	0	1.753	0.4435	7.754
ACOX1	0.629	35.777	0	0	0.629	8.049	0.761	26.338
ACOX2	0	33.386	0	0	0	3.261	3.853	26.272
ACOX3	0.862	19.8	0.613	0	0.248	4.893	0	14.046
ACOXL	0.309	11.865	0	0	0.309	3.958	4.623	2.975
ACP1	0.201	0.7	0	0.12	0.081	0	0	0.499
ACP2	0.214	5.574	0	0	0.214	0.98	0	4.381
ACP6	0.066	3.111	0	0	0.066	0.19	0	2.854
ACP7	0.585	21.793	0	0	0.585	1.295	1.913	18
ACPP	0.509	15.925	0	0	0.509	2.298	2.613	10.505
ACR	0	4.82	0	0	0	0.92	0	3.9
ACRBP	2.123	27.479	0	0	2.123	0	0	25.356
ACRV1	0	6.302	0	0	0	0.862	0.642	4.798
ACSBG1	0.044	1.246	0	0	0.044	0.454	0	0.748
ACSBG2	0.218	2.847	0	0	0.218	1.635	0	0.995
ACSF2	0.503	5.697	0	0	0.503	1.344	0.726	3.124
ACSF3	1.385	17.501	1.385	0	0	1.675	1.677	12.765
ACSL1	0.253	2.359	0	0	0.253	0.59	0	1.516
ACSL3	1.283	20.316	0	0	1.283	6.504	0	12.528
ACSL4	0	0.499	0	0	0	0.11	0.224	0.164
ACSL5	2.678	47.396	0	0	2.678	0	11.025	33.693
ACSL6	0.128	3.209	0	0.128	0	0.768	0.785	1.529
ACSM1	0	0.978	0	0	0	0.326	0.085	0.567
ACSM2A	0.149	3.593	0.149	0	0	1.926	1.138	0.38
ACSM3	0.703	6.022	0.257	0	0.446	0.257	4.811	0.251
ACSM4	0	5.395	0	0	0	0.736	1.545	3.114
ACSM5	1.104	20.074	0	0	1.104	10.447	1.577	6.946
ACSS1	0.066	2.383	0	0.066	0	0.647	0.144	1.526
ACSS2	0	20.571	0	0	0	0	8.789	11.782
ACSS3	0	0.705	0	0	0	0.175	0.356	0.174
ACTA1	3.186	8.67	0.997	0	2.189	1.992	0	3.492
ACTA2	0	7.795	0	0	0	2.399	0	5.396
ACTB	0.102	4.503	0	0	0.102	0.271	0.483	3.647
ACTBL2	0.861	2.2	0	0.861	0	0	1.011	0.328
ACTC1	0	0.41	0	0	0	0.126	0	0.284
ACTG1	2.711	11.801	0	0	2.711	0	0	9.09
ACTG2	0	43.891	0	0	0	4.054	2.835	37.002
ACTL10	1.331	10.746	0	0	1.331	0.355	1.426	7.633
ACTL6A	3.119	38.444	0	0	3.119	19.715	0	15.61
ACTL6B	1.226	24.038	0	0	1.226	3.756	3.469	15.588
ACTL7A	0	6.812	0	0	0	3.456	2.009	1.346
ACTL7B	0.094	2.481	0	0.094	0	0.251	1.005	1.132
ACTL9	0.049	1.563	0	0.049	0	0.042	0.449	1.024
ACTN1	0	7.931	0	0	0	0.42	0.282	7.229
ACTN2	2.286	15.64	1.525	0	0.762	0.716	0	12.637
ACTN4	0	2.092	0	0	0	0	0	2.092
ACTR10	0.112	5.666	0.112	0	0	2.382	0.423	2.749
ACTR1A	0	0.881	0	0	0	0	0.074	0.807
ACTR1B	0.102	2.002	0	0	0.102	0.46	0.54	0.9
ACTR2	0.466	15.484	0	0	0.466	8.084	0.954	5.979
ACTR3	1.151	16.646	0	0	1.151	0.323	2.265	12.908
ACTR3B	0.927	65.11	0	0	0.927	14.599	9.12	40.465
ACTR5	3.187	56.783	0	0	3.187	5.782	22.693	25.121
ACTR6	1.096	14.254	0	0	1.096	8.095	0.476	4.587
ACTR8	3.216	32.354	0	0	3.216	0.885	0	28.253
ACTRT1	0	2.621	0	0	0	0.577	2.044	0
ACTRT2	0	0.095	0	0	0	0.068	0	0.027
ACTRT3	0	32.346	0	0	0	3.312	0	29.034
ACVR1	0	1.061	0	0	0	0.215	0.053	0.794
ACVR1B	0	33.407	0	0	0	2.948	11.311	19.148
ACVR1C	0	5.186	0	0	0	0.579	0.293	4.314
ACVR2A	0	5.524	0	0	0	0	4.057	1.467
ACVR2B	4.209	30.624	0	0	4.209	11.44	0	14.975
ACVRL1	0	5.173	0	0	0	1.377	0.785	3.011
ACY1	0.246	5.713	0	0	0.246	0	1.165	4.302
ACY3	0	12.778	0	0	0	4.336	0.955	7.487
ACYP1	2.416	33.224	0	0	2.416	8.462	9.498	12.848
ACYP2	0.64	4.602	0.64	0	0	0.921	2.419	0.622
ADA	0	7.063	0	0	0	1.25	0.694	5.119
ADAD1	0	12.545	0	0	0	7.786	1.731	3.028
ADAD2	0	5.333	0	0	0	2.488	0	2.845
ADAL	1.588	13.946	0	0	1.588	3.138	0	9.22
ADAM10	0.302	22.904	0	0	0.302	2.06	0	20.543
ADAM11	0.14	0.661	0	0	0.14	0	0	0.521
ADAM12	0	1.111	0	0	0	0	0	1.111
ADAM15	0.377	13.29	0	0	0.377	0	2.73	10.183
ADAM17	0.789	5.649	0	0	0.789	0.265	0	4.595
ADAM18	0.766	11.431	0	0.766	0	5.253	1.667	3.745
ADAM19	4.921	78.427	0	0	4.921	5.041	13.817	54.649
ADAM2	0.685	18.905	0	0	0.685	2.914	0	15.306
ADAM20	0.352666666666667	3.01066666666667	0	0.352666666666667	0	1.15966666666667	1.49866666666667	0
ADAM21	1.967	6.12	0	1.574	0.393	2.495	0	1.657
ADAM22	0	0.315	0	0	0	0.061	0.105	0.149
ADAM23	0.407	4.236	0	0	0.407	2.28	0.334	1.215
ADAM28	2.075	18.545	0	0.692	1.384	11.099	0	5.371
ADAM29	0	5.889	0	0	0	0.493	5.067	0.329
ADAM30	0.266	3.398	0.266	0	0	2.063	0.819	0.249
ADAM32	0	2.119	0	0	0	0.897	0.782	0.44
ADAM33	0	2.348	0	0	0	1.274	0	1.074
ADAM7	0	2.504	0	0	0	0	0.579	1.925
ADAM8	1.035	8.727	0	0	1.035	0	0	7.692
ADAM9	1.265	16.293	0	0	1.265	0	8.033	6.995
ADAMDEC1	0	7.85	0	0	0	3.953	1.891	2.006
ADAMTS1	0	6.517	0	0	0	2.943	0.818	2.755
ADAMTS10	0	2.833	0	0	0	0.401	0.933	1.498
ADAMTS12	1.235	8.897	0	0	1.235	2.49	0.59	4.582
ADAMTS13	0.613	11.518	0.323	0	0.29	5.039	1.588	4.277
ADAMTS14	0.612	20.192	0.612	0	0	0.927	4.262	14.391
ADAMTS15	0	0.453	0	0	0	0.23	0.067	0.155
ADAMTS16	0	7.399	0	0	0	4.779	1.215	1.406
ADAMTS17	0	8.873	0	0	0	0.354	4.864	3.655
ADAMTS18	0	11.317	0	0	0	1.803	0	9.514
ADAMTS19	0.38	2.926	0	0.19	0.19	0.888	0.284	1.373
ADAMTS2	0	3.133	0	0	0	1.91	0	1.224
ADAMTS20	1.458	16.221	1.458	0	0	4.596	3.956	6.212
ADAMTS3	1.767	5.685	0	1.767	0	2.243	0.442	1.233
ADAMTS4	0	35.072	0	0	0	1.923	18.973	14.176
ADAMTS5	0.226	0.632	0	0.226	0	0.062	0.219	0.125
ADAMTS6	0.395	7.392	0	0	0.395	1.153	0.289	5.555
ADAMTS7	0.455	9.585	0	0	0.455	3.263	1.424	4.444
ADAMTS8	0	0.829	0	0	0	0	0	0.829
ADAMTS9	0.515	9.141	0	0	0.515	1.374	3.72	3.533
ADAMTSL1	0.023	0.13	0	0.023	0	0.023	0	0.084
ADAMTSL2	0.31	0.747	0	0.31	0	0	0	0.437
ADAMTSL3	0	18.758	0	0	0	16.239	0	2.519
ADAMTSL4	0	7.719	0	0	0	1.624	0	6.095
ADAMTSL5	0.069	1.959	0	0	0.069	0.156	0.198	1.536
ADAP1	0.562	5.452	0	0	0.562	0	1.007	3.883
ADAP2	1.477	15.036	0	0	1.477	0.63	0	12.929
ADAR	0.734	130.859	0	0.734	0	10.678	3.077	116.37
ADARB1	0.203	0.598	0	0	0.203	0.211	0	0.183
ADARB2	0.093	0.14	0	0	0.093	0	0.047	0
ADAT1	2.175	17.661	0	0	2.175	4.01	0.828	10.647
ADAT2	0.093	1.626	0	0	0.093	0.2	0.174	1.16
ADAT3	1.12	24.214	0	0	1.12	2.34	0	20.754
ADCK1	1.217	7.641	0.295	0.922	0	1.085	1.494	3.844
ADCK2	1.71	37.423	1.021	0.689	0	3.175	0	32.537
ADCK5	2.632	26.142	0	0	2.632	4.588	0	18.922
ADCY1	0	3.227	0	0	0	1.772	0	1.456
ADCY10	0	2.833	0	0	0	0.506	0	2.327
ADCY2	0.153	0.291	0	0.153	0	0	0.098	0.04
ADCY3	0	19.25	0	0	0	3.62	0	15.631
ADCY4	0.185	0.433	0	0	0.185	0	0	0.248
ADCY5	0.253	4.341	0	0	0.253	0	1.149	2.938
ADCY6	2.114	10.296	0	0	2.114	0.926	1.739	5.517
ADCY7	1.546	57.247	0	0	1.546	11.9	4.4	39.4
ADCY8	0	3.538	0	0	0	2.861	0.255	0.422
ADCY9	0.448	12.407	0	0	0.448	0.658	0	11.3
ADCYAP1	0	0	0	0	0	0	0	0
ADCYAP1R1	0	1.046	0	0	0	0.256	0	0.79
ADD1	1.601	9.008	0.142	0	1.459	1.901	0.436	5.069
ADD2	0	2.283	0	0	0	0.946	0.324	1.013
ADD3	0	38.221	0	0	0	1.695	2.239	34.288
ADGB	0	10.08	0	0	0	3.933	3.667	2.48
ADGRA1	0	0.1	0	0	0	0	0	0.1
ADGRA2	0.053	1.012	0	0	0.053	0.217	0.063	0.679
ADGRA3	0	3.032	0	0	0	1.042	0.276	1.713
ADGRB1	0	0	0	0	0	0	0	0
ADGRB2	0	2.342	0	0	0	0	0.594	1.747
ADGRB3	0.256	2.238	0	0.256	0	1.149	0.58	0.252
ADGRD1	0	2.53	0	0	0	0.489	0.479	1.562
ADGRE1	3.006	44.157	0	0.82	2.186	21.14	8.541	11.471
ADGRE5	0	1.172	0	0	0	0	0.237	0.935
ADGRF1	0	10.612	0	0	0	0.938	1.255	8.42
ADGRF2	0	4.873	0	0	0	2.452	0	2.421
ADGRF3	1.997	28.088	0	0	1.997	0	5.016	21.075
ADGRF4	0.931	5.104	0	0.931	0	1.242	0.552	2.378
ADGRF5	0.27	2.474	0	0	0.27	0.321	0.695	1.188
ADGRG1	0.047	1.292	0	0	0.047	0.057	0.119	1.069
ADGRG2	0.971	6.352	0	0.971	0	0	2.47	2.911
ADGRG3	0	0.428	0	0	0	0	0	0.428
ADGRG5	0.775	15.354	0	0.775	0	0.366	3.288	10.926
ADGRG6	0	1.078	0	0	0	0.53	0.358	0.191
ADGRG7	4.49	12.722	2.506	1.984	0	3.326	2.723	2.184
ADGRL1	0	1.245	0	0	0	0	0.706	0.539
ADGRL2	0.43	1.843	0	0.43	0	0.33	0.244	0.839
ADGRL3	0	1.392	0	0	0	1.142	0	0.251
ADGRL4	1.247	7.677	0	1.247	0	0	3.033	3.396
ADGRV1	0	9.409	0	0	0	3.547	2.833	3.028
ADH1C	0	11.197	0	0	0	3.027	4.933	3.238
ADH4	0.732	17.621	0	0.732	0	0.715	1.864	14.311
ADH5	5.07	74.629	4.131	0	0.94	22.384	29.992	17.182
ADH7	0	9.331	0	0	0	0.922	2.919	5.49
ADHFE1	3.359	26.155	0	0	3.359	0	0	22.795
ADI1	3.102	32.381	0	0	3.102	8.395	0.86	20.025
ADIPOQ	6.855	26.051	0	4.184	2.671	2.274	3.299	13.623
ADIPOR1	0.879	14.294	0	0	0.879	0	0.785	12.63
ADIPOR2	0.231	1.879	0	0	0.231	0	0.327	1.321
ADK	1.828	73.39	0	0	1.828	5.799	0	65.762
ADM	0	0.509	0	0	0	0	0.064	0.444
ADM2	1.41	27.683	0	0	1.41	4.435	2.263	19.576
ADNP	0	9.476	0	0	0	0.799	1.314	7.364
ADNP2	0.072	0.841	0	0.072	0	0.232	0.272	0.265
ADO	0	0.356	0	0	0	0.201	0	0.156
ADORA1	0	2.685	0	0	0	0.711	0	1.973
ADORA2A	0	0.52	0	0	0	0	0	0.52
ADORA2B	1.847	4.516	0	0	1.847	0	0	2.669
ADORA3	0.865	22.622	0.865	0	0	5.073	0	16.684
ADPGK	0	19.333	0	0	0	11.355	0	7.978
ADPRH	0.062	3.012	0.062	0	0	0.733	0	2.217
ADPRHL1	0.82	3.449	0.629	0	0.191	0.292	0.332	2.006
ADPRHL2	0.183	1.652	0	0	0.183	0.366	0	1.104
ADPRM	0.213	5.642	0	0	0.213	2.088	0.358	2.984
ADRA1A	1.641	4.076	0	1.641	0	0	0.974	1.462
ADRA1B	0	4.227	0	0	0	0.716	0.568	2.943
ADRA1D	0	5.855	0	0	0	1.239	0	4.615
ADRA2A	0	3.237	0	0	0	1.061	0.401	1.774
ADRA2B	0	1.739	0	0	0	0.334	0.108	1.296
ADRA2C	0	2.123	0	0	0	1.147	0	0.976
ADRB1	0	2.109	0	0	0	0.637	0	1.472
ADRB2	0.378	4.001	0	0	0.378	0.876	0	2.747
ADRB3	0	6.303	0	0	0	2.135	2.22	1.948
ADRM1	0	1.542	0	0	0	0.11	0.424	1.008
ADSL	7.592	80.324	0	0	7.592	1.19	12.512	59.03
ADSS	1.882	12.386	0.75	0	1.132	1.414	0	9.09
ADSSL1	0.484	7.821	0.484	0	0	0	0	7.338
ADTRP	0.798	7.696	0	0.427	0.37	4.977	0.955	0.966
AEBP1	0.461	2.81	0	0	0.461	0.246	0.332	1.772
AEBP2	1.386	773.987	0	0	1.386	128.01	18.503	626.088
AEN	0.228	4.606	0	0	0.228	0.61	0.106	3.663
AES	0	13.043	0	0	0	0.4	0	12.643
AFAP1	0	1.45	0	0	0	0.093	0	1.357
AFAP1L1	0.363	14.44	0	0	0.363	0.307	0.587	13.182
AFAP1L2	0	2.842	0	0	0	0.427	1.506	0.91
AFF1	5.685	113.393	0	0	5.685	16.405	0	91.303
AFF3	0	9.395	0	0	0	1.695	0	7.7
AFF4	1.858	27.142	0	0	1.858	2.379	0	22.905
AFG3L2	0.837	14.436	0	0	0.837	0	0	13.598
AFM	0	16.775	0	0	0	7.396	3.003	6.376
AFMID	0	6.779	0	0	0	0	0	6.779
AFP	0.195	3.908	0	0.195	0	0	0.324	3.389
AFTPH	0	4.46	0	0	0	0.537	1.484	2.438
AGA	0.066	6.449	0	0.066	0	0.341	0.368	5.673
AGAP1	0	0.834	0	0	0	0.231	0.288	0.314
AGAP2	0	0.371	0	0	0	0.173	0	0.198
AGAP3	0	1.505	0	0	0	0.29	0.154	1.061
AGBL1	0	6.968	0	0	0	2.65	0	4.318
AGBL2	6.019	37.175	0	0	6.019	5.552	0.842	24.763
AGBL3	2.305	12.511	0.845	0.703	0.757	1.638	5.275	3.293
AGBL4	0.561	5.66	0	0.281	0.281	0.281	3.695	1.123
AGBL5	15.345	166.149	1.474	0	13.871	0	75.918	74.886
AGER	0	1.875	0	0	0	0	0	1.875
AGFG1	1.619	19.523	0	0	1.619	0	8.058	9.846
AGFG2	0.448	7.34	0	0	0.448	0	0	6.892
AGGF1	0.244	2.877	0	0	0.244	1.511	0.208	0.914
AGK	1.292	19.729	1.292	0	0	9.193	1.566	7.677
AGL	1.086	11.468	0	0	1.086	2.728	0.754	6.9
AGMAT	1.654	14.301	0.58	0	1.074	1.44	0	11.207
AGMO	0.06	0.77	0.022	0.039	0	0.581	0.129	0
AGO1	0.055	1.006	0.055	0	0	0	0.248	0.703
AGO2	0	0	0	0	0	0	0	0
AGO3	0	19.437	0	0	0	1.452	0	17.986
AGO4	0.342	15.476	0	0.342	0	0.806	1.926	12.402
AGPAT1	0	6.772	0	0	0	0	1.345	5.427
AGPAT2	0.027	0.467	0	0	0.027	0	0.163	0.277
AGPAT3	0	3.466	0	0	0	0.323	0.483	2.66
AGPAT4	5.752	45.398	0	0	5.752	8.086	0	31.561
AGPAT5	0.156	1.406	0	0	0.156	0.077	0	1.174
AGPS	0.758	20.313	0.758	0	0	0	0.517	19.038
AGR2	0.648	6.434	0	0.648	0	1.636	1.078	3.073
AGR3	0	1.372	0	0	0	0	0.574	0.797
AGRN	1.351	7.479	0.88	0	0.471	6.128	0	0
AGRP	2.186	22.082	0	0	2.186	0	0	19.896
AGT	0.706	11.805	0	0	0.706	4.888	0	6.211
AGTPBP1	0.819	12.2	0.819	0	0	2.24	1.772	7.369
AGTR1	0	1.376	0	0	0	0	0.904	0.473
AGTR2	0	0.53	0	0	0	0	0	0.53
AGTRAP	4.875	19.413	0	0.456	4.419	0.354	0.384	13.8
AGXT	0	6.24	0	0	0	1.16	5.08	0
AGXT2	3.262	13.9	0	3.262	0	5.899	1.437	3.302
AHCTF1	0	20.547	0	0	0	7.236	0	13.311
AHCY	4.383	18.571	0	1.047	3.335	0	0	14.188
AHCYL1	0	26.475	0	0	0	15.252	0	11.223
AHCYL2	0.104	6.408	0	0	0.104	0.134	0.119	6.052
AHDC1	3.577	9.51	0	0	3.577	0	0	5.933
AHI1	3.732	29.022	0	2.379	1.353	3.622	10.038	11.631
AHNAK	0.053	3.942	0	0	0.053	1.251	0	2.637
AHR	0	1.18	0	0	0	0.392	0.401	0.387
AHRR	0	3.098	0	0	0	0.436	0	2.662
AHSA1	0.253	26.093	0	0	0.253	4.131	4.006	17.704
AHSG	0.878	8.253	0	0	0.878	0.543	0	6.832
AICDA	0.513	34.015	0	0	0.513	0	5.324	28.178
AIDA	1.918	9.445	0	1.918	0	1.96	0.335	5.232
AIF1	7.624	70.968	0	0	7.624	9.225	0	54.119
AIF1L	0.133	1.549	0	0	0.133	0.223	0	1.193
AIFM1	0.117	1.58	0	0	0.117	0	0.047	1.417
AIFM2	0.188	5.406	0	0	0.188	0.373	0.312	4.533
AIFM3	0.098	9.463	0	0	0.098	1.522	0	7.844
AIG1	1.039	6.376	0.415	0.623	0	3.176	1.665	0.496
AIM2	16.633	64.773	0.494	16.139	0	18.865	17.902	11.372
AIMP1	0	9.353	0	0	0	7.254	0	2.098
AIMP2	0.56	21.061	0	0	0.56	0	0	20.501
AIP	0	17.425	0	0	0	2.287	4.626	10.512
AIPL1	0	13.585	0	0	0	4.609	5.732	3.243
AIRE	4.182	13.153	0.36	0	3.821	1.983	0	6.988
