gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ACOT2	26.651	54.952	0	0	26.651	15.3	0.689	12.312
ACOT4	0.833	3.514	0	0.066	0.767	1.198	0	1.483
ACOT7	0.025	3.169	0.025	0	0	1.24	0.169	1.735
ACOT8	1.025	13.449	0	0	1.025	0	0	12.424
ACOT9	0	22.9595	0	0	0	3.771	1.4805	17.7075
ACOX1	2.952	42.291	0	0	2.952	10.054	3.63	25.654
ACOX2	0	24.726	0	0	0	2.459	2.674	19.592
ACOX3	1.503	13.756	0.173	0	1.329	2.363	0	9.891
ACOXL	1.92	21.746	0	0	1.92	7.628	8.972	3.226
ACP1	0.107	0.285	0	0.036	0.071	0	0	0.178
ACP2	0.124	1.934	0	0	0.124	0.296	0	1.514
ACP6	0.016	4.276	0	0	0.016	0.14	0	4.12
ACP7	0	26.959	0	0	0	0.328	3.084	23.547
ACPP	1.061	13.403	0	0.707	0.354	1.608	2.622	8.111
ACR	0	7.491	0	0	0	1.159	0	6.332
ACRBP	1.372	20.165	0	0	1.372	0.923	0	17.87
ACRV1	0	7.838	0	0	0	0.816	2.519	4.503
ACSBG1	0.094	0.822	0	0	0.094	0.276	0	0.451
ACSBG2	0.236	2.216	0	0	0.236	1.182	0	0.798
ACSF2	0.202	3.325	0	0	0.202	0.558	0.576	1.989
ACSF3	1.862	16.166	1.862	0	0	1.858	0.248	12.198
ACSL1	0.078	1.706	0	0	0.078	0.365	0	1.263
ACSL3	2.524	24.249	0	0	2.524	9.023	0	12.703
ACSL4	0.027	1.039	0	0	0.027	0.058	0.453	0.5
ACSL5	0.441	16.922	0	0	0.441	0	2.13	14.352
ACSL6	0.237	2.181	0	0.237	0	0.412	0.341	1.192
ACSM1	0	0.732	0	0	0	0.278	0.222	0.233
ACSM2A	0.038	3.211	0.038	0	0	1.775	0.876	0.522
ACSM3	0.431	2.311	0.133	0	0.298	0.133	1.35	0.398
ACSM4	0	6.441	0	0	0	0.365	3.119	2.957
ACSM5	0.584	11.354	0	0	0.584	3.297	2.809	4.664
ACSS1	0	0.956	0	0	0	0.33	0.247	0.379
ACSS2	0	16.324	0	0	0	0	6.599	9.725
ACSS3	0	0.801	0	0	0	0.055	0.464	0.283
ACTA1	2.751	5.414	0.704	0	2.048	0.461	0	2.201
ACTA2	0	34.782	0	0	0	12.42	0	22.361
ACTB	0.082	0.938	0	0	0.082	0.141	0.094	0.621
ACTBL2	0.19	1.326	0	0.19	0	0	0	1.137
ACTC1	0	0.457	0	0	0	0.026	0	0.431
ACTG1	3.4	14.776	0	0	3.4	0	0	11.376
ACTG2	0	29.64	0	0	0	4.243	2.072	23.325
ACTL10	0.912	13.252	0	0	0.912	0.571	1.753	10.016
ACTL6A	0	29.417	0	0	0	15.44	0	13.976
ACTL6B	1.68	42.265	0	0	1.68	7.691	6.261	26.633
ACTL7A	0	6.628	0	0	0	3.917	1.324	1.386
ACTL7B	0	3.094	0	0	0	0.772	1.142	1.18
ACTL9	0.112	1.22	0	0.112	0	0.081	0.494	0.533
ACTN1	0	17.28	0	0	0	1.031	0.99	15.259
ACTN2	2.794	19.167	0	0	2.794	1.066	0	15.307
ACTN4	0	2.94	0	0	0	0	0	2.94
ACTR10	0	4.962	0	0	0	3.433	0.135	1.394
ACTR1A	0	0.939	0	0	0	0	0	0.939
ACTR1B	0.038	1.451	0	0	0.038	0.361	0.194	0.857
ACTR2	0.486	13.196	0	0	0.486	6.43	0.348	5.932
ACTR3	0	10.118	0	0	0	0.381	1.965	7.772
ACTR3B	2.052	123.131	0	0	2.052	14.87	12.901	93.308
ACTR5	1.613	70.346	0	0	1.613	1.301	37.824	29.608
ACTR6	0.079	1.866	0	0	0.079	0.611	0.123	1.052
ACTR8	0.911	78.817	0	0	0.911	3.472	0	74.434
ACTRT1	0	4.077	0	0	0	0.583	3.144	0.35
ACTRT2	0	0.071	0	0	0	0.051	0	0.02
ACTRT3	0	66.101	0	0	0	3.496	0	62.606
ACVR1	0	0.371	0	0	0	0.123	0.069	0.179
ACVR1B	0	34.827	0	0	0	2.271	11.079	21.477
ACVR1C	0	2.446	0	0	0	0.319	0	2.127
ACVR2A	0	13.923	0	0	0	0	9.418	4.505
ACVR2B	1.476	22.499	0	0	1.476	6.719	0	14.303
ACVRL1	0	11.931	0	0	0	2.129	0	9.802
ACY1	0.775	5.161	0	0	0.775	0	1.129	3.257
ACY3	0	15.499	0	0	0	4.038	6.122	5.34
ACYP1	3.963	53.248	0	0	3.963	6.176	30.392	12.717
ACYP2	0.254	1.337	0.194	0	0.06	0.548	0.494	0.041
ADA	0	2.022	0	0	0	0.658	0	1.364
ADAD1	0	6.479	0	0	0	3.387	2.535	0.557
ADAD2	1.505	6.811	0	0	1.505	4.198	0	1.109
ADAL	1.676	12.981	0	0	1.676	3.412	0	7.892
ADAM10	2.39	127.239	0	0	2.39	11.128	19.951	93.769
ADAM11	0.142	0.457	0	0	0.142	0	0	0.315
ADAM12	0	0.885	0	0	0	0	0	0.885
ADAM15	0.224	17.374	0	0	0.224	0	1.949	15.202
ADAM17	0.333	1.496	0	0	0.333	0.091	0	1.072
ADAM18	0.131	1.01	0	0.131	0	0.312	0.093	0.474
ADAM19	12.508	180.131	0	0	12.508	11.122	48.909	107.591
ADAM2	2.225	17.105	0	0.834	1.39	2.082	5.589	7.209
ADAM20	0.542333333333333	2.71666666666667	0	0.542333333333333	0	0.904666666666667	1.26966666666667	0
ADAM21	3.59	9.936	0	1.833	1.758	3.703	0	2.644
ADAM22	0	0.285	0	0	0	0	0.189	0.096
ADAM23	0	3.439	0	0	0	2.187	0.55	0.703
ADAM28	1.966	21.103	0	0.786	1.179	15.992	0	3.145
ADAM29	0	15.215	0	0	0	2.63	7.545	5.041
ADAM30	0.109	1.557	0.109	0	0	0.481	0.635	0.332
ADAM32	0	1.129	0	0	0	0.526	0.498	0.105
ADAM33	0.024	2.3	0	0	0.024	1.031	0	1.245
ADAM7	0	2.898	0	0	0	0	1.163	1.734
ADAM8	0.53	10.907	0	0	0.53	0	0	10.377
ADAM9	0.375	13.468	0	0	0.375	0	10.488	2.605
ADAMDEC1	0.365	13.497	0	0	0.365	5.225	3.885	4.023
ADAMTS1	0	4.844	0	0	0	1.414	1.673	1.758
ADAMTS10	0	1.256	0	0	0	0.218	0.533	0.505
ADAMTS12	0.308	6.96	0	0	0.308	4.661	0	1.991
ADAMTS13	0.865	11.597	0.238	0	0.627	4.041	2.315	4.375
ADAMTS14	0.455	11.162	0.455	0	0	1.03	3.319	6.356
ADAMTS15	0	0.373	0	0	0	0.148	0.153	0.073
ADAMTS16	0	3.547	0	0	0	1.998	1.155	0.394
ADAMTS17	0	7.115	0	0	0	0.956	1.642	4.517
ADAMTS18	0	1.883	0	0	0	0.195	0	1.688
ADAMTS19	0.953	8.316	0	0.476	0.476	2.381	2.6	2.381
ADAMTS2	0	1.979	0	0	0	0.723	0	1.257
ADAMTS20	0.592	14.265	0.592	0	0	1.512	1.802	10.359
ADAMTS3	0.314	4.204	0	0.314	0	1.096	0.314	2.48
ADAMTS4	0	27.325	0	0	0	2.172	16.764	8.388
ADAMTS5	1.069	3.824	0	1.069	0	0.356	1.134	1.264
ADAMTS6	0.634	14.669	0	0	0.634	0.87	2.169	10.997
ADAMTS7	0.317	6.173	0	0	0.317	3.454	0.634	1.769
ADAMTS8	0	0.371	0	0	0	0	0	0.371
ADAMTS9	0	10.574	0	0	0	2.523	4.458	3.593
ADAMTSL1	0.016	0.145	0	0.016	0	0	0	0.129
ADAMTSL2	0	2.949	0	0	0	0	0	2.949
ADAMTSL3	0	9.769	0	0	0	8.798	0	0.971
ADAMTSL4	0.026	1.557	0	0	0.026	0.323	0	1.208
ADAMTSL5	0.054	2.333	0	0	0.054	0.018	0.035	2.226
ADAP1	1.484	5.473	0	0	1.484	0	1.088	2.901
ADAP2	3.198	17.271	0	0	3.198	0.853	0	13.219
ADAR	0.49	109.455	0	0.49	0	7.22	4.422	97.324
ADARB1	0.178	1.032	0	0	0.178	0.369	0	0.485
ADARB2	0.042	0.239	0	0	0.042	0	0.133	0.064
ADAT1	3.869	30.428	0	0	3.869	6.184	1.118	19.257
ADAT2	0.143	3.152	0	0	0.143	0.417	0.38	2.212
ADAT3	0.383	4.356	0	0	0.383	0.439	0	3.534
ADCK1	6.75	33.635	4.902	1.848	0	6.577	6.194	14.114
ADCK2	1.016	36.838	0.399	0.617	0	2.584	0	33.237
ADCK5	0.376	5.493	0	0	0.376	0.47	0	4.647
ADCY1	0	6.868	0	0	0	4.614	0	2.254
ADCY10	0	1.565	0	0	0	0.235	0	1.331
ADCY2	0.051	0.129	0	0.051	0	0	0.027	0.051
ADCY3	0	14.724	0	0	0	2.955	0	11.77
ADCY4	0.083	0.123	0	0	0.083	0	0	0.04
ADCY5	0.484	3.144	0	0	0.484	0	0.654	2.006
ADCY6	2.719	14.868	0	0	2.719	1.423	1.806	8.92
ADCY7	0.782	76.078	0	0	0.782	8.635	10.988	55.673
ADCY8	0	5.713	0	0	0	3.082	0.59	2.042
ADCY9	0.462	9.613	0	0	0.462	0.676	0	8.475
ADCYAP1	0	0	0	0	0	0	0	0
ADCYAP1R1	0	0.309	0	0	0	0.072	0	0.238
ADD1	0.927	6.18	0.323	0	0.604	1.737	0.237	3.28
ADD2	0	1.675	0	0	0	0.684	0.079	0.912
ADD3	0	52.407	0	0	0	13.591	0.776	38.04
ADGB	0	1.071	0	0	0	0.246	0.476	0.349
ADGRA1	0	0.03	0	0	0	0	0	0.03
ADGRA2	0.033	1.611	0	0	0.033	0.447	0.039	1.092
ADGRA3	0.323	4.738	0	0	0.323	0.538	0.923	2.955
ADGRB1	0	0.055	0	0	0	0	0	0.055
ADGRB2	0	3.448	0	0	0	0	0.847	2.601
ADGRB3	0.405	2.766	0	0.405	0	1.8	0.561	0
ADGRD1	0	4.23	0	0	0	0.639	1.259	2.332
ADGRE1	1.124	18.799	0	0	1.124	8.284	4.249	5.143
ADGRE5	0	1.214	0	0	0	0	0.518	0.695
ADGRF1	0	12.832	0	0	0	0.674	1.127	11.031
ADGRF2	0	7.019	0	0	0	1.26	0	5.758
ADGRF3	0.99	17.892	0	0	0.99	0	4.611	12.291
ADGRF4	1.146	5.286	0	1.146	0	2.927	0.441	0.771
ADGRF5	0	0.309	0	0	0	0.138	0.027	0.144
ADGRG1	0	3.573	0	0	0	0.034	0.022	3.517
ADGRG2	1.23	18.698	0	1.23	0	0.369	9.636	7.463
ADGRG3	0	0.901	0	0	0	0	0.172	0.728
ADGRG5	1.172	21.918	0	1.172	0	0.944	3.097	16.706
ADGRG6	0	0.367	0	0	0	0.126	0.112	0.129
ADGRG7	0.14	0.797	0.025	0.115	0	0.236	0.219	0.202
ADGRL1	0	1.624	0	0	0	0	0.848	0.775
ADGRL2	0.076	0.265	0	0.076	0	0.073	0.036	0.079
ADGRL3	0.764	1.101	0	0.764	0	0.336	0	0
ADGRL4	0.686	4.351	0	0.686	0	0	1.67	1.995
ADGRV1	0	4.102	0	0	0	1.644	1.352	1.106
ADH1C	0	12.99	0	0	0	2.768	5.647	4.575
ADH4	0.558	5.532	0	0.558	0	0.418	0.837	3.72
ADH5	1.696	57.035	0.521	0	1.175	16.759	27.381	11.198
ADH7	0	11.539	0	0	0	1.839	3.862	5.838
ADHFE1	0.281	4.076	0	0	0.281	0	0	3.795
ADI1	12.935	111.09	0	0	12.935	51.631	0.158	46.367
ADIPOQ	1.398	13.368	0	0.699	0.699	2.447	1.424	8.099
ADIPOR1	1.262	63.554	0	0	1.262	0	0.389	61.904
ADIPOR2	0	0.728	0	0	0	0	0.051	0.677
ADK	0.977	86.328	0	0	0.977	2.947	0	82.405
ADM	0	0.67	0	0	0	0	0.041	0.629
ADM2	2.263	45.987	0	0	2.263	1.282	6.283	36.158
ADNP	0	9.906	0	0	0	1.14	0.794	7.972
ADNP2	0.032	0.435	0	0.032	0	0.135	0.143	0.126
ADO	0	0.423	0	0	0	0.18	0	0.243
ADORA1	0	2.332	0	0	0	0	0	2.332
ADORA2A	0	0.126	0	0	0	0	0	0.126
ADORA2B	8.942	17.163	0	0	8.942	0	2.492	5.729
ADORA3	0.452	20.478	0.452	0	0	2.81	0	17.217
ADPGK	0	4.864	0	0	0	2.365	0	2.499
ADPRH	0.046	1.159	0.046	0	0	0.413	0	0.7
ADPRHL1	1.995	9.317	1.375	0	0.62	0.628	0.386	6.307
ADPRHL2	0.638	2.367	0	0	0.638	0.072	0	1.657
ADPRM	0.387	6.303	0	0	0.387	2.299	0.411	3.205
ADRA1A	0.499	1.282	0	0.499	0	0	0.413	0.37
ADRA1B	0	20.483	0	0	0	2.094	4.842	13.548
ADRA1D	0	5.203	0	0	0	3.344	0	1.858
ADRA2A	0	2.857	0	0	0	1.385	1.035	0.438
ADRA2B	0	0.328	0	0	0	0.03	0	0.298
ADRA2C	0	1.247	0	0	0	0.951	0	0.295
ADRB1	0	3.527	0	0	0	0.939	0	2.588
ADRB2	0.283	7.774	0	0	0.283	1.379	0	6.112
ADRB3	0	0.431	0	0	0	0.152	0.154	0.125
ADRM1	0	0.974	0	0	0	0.054	0.123	0.796
ADSL	2.226	38.237	0	0	2.226	0.39	10.124	25.497
ADSS	2.416	9.98	0.763	0	1.653	1.505	0	6.059
ADSSL1	0.349	7.653	0.349	0	0	0	0	7.304
ADTRP	2.235	8.774	0	1.277	0.958	2.815	2.287	1.437
AEBP1	2.479	9.378	1.094	0	1.384	2.113	1.173	3.613
AEBP2	0.995	125.54	0	0	0.995	14.694	5.876	103.976
AEN	0.057	1.627	0.021	0	0.037	0.207	0.077	1.285
AES	1.324	44.812	0	0	1.324	3.234	0	40.254
AFAP1	0.165	1.367	0	0.165	0	0.182	0	1.02
AFAP1L1	0.106	5.443	0	0.03	0.076	0.203	0.313	4.821
AFAP1L2	0	0.8	0	0	0	0.3	0.5	0
AFF1	4.004	47.732	0	0	4.004	6.815	0	36.912
AFF3	0	5.788	0	0	0	0.379	0	5.409
AFF4	2.043	30.721	0	0	2.043	1.506	0	27.173
AFG3L2	1.112	11.51	0	0	1.112	0	0	10.398
AFM	0.136	4.219	0	0	0.136	2.007	1.398	0.679
AFMID	0	1.49	0	0	0	0	0	1.49
AFP	0.678	4.926	0	0.339	0.339	0	0.828	3.42
AFTPH	0	10.192	0	0	0	2.156	2.09	5.947
AGA	0.03	0.951	0	0.03	0	0.163	0.163	0.596
AGAP1	0	0.889	0	0	0	0.212	0.32	0.357
AGAP2	0.031	0.541	0	0	0.031	0.143	0	0.367
AGAP3	0	1.651	0	0	0	0.232	0.155	1.264
AGBL1	0	0.242	0	0	0	0.076	0.03	0.135
AGBL2	1.129	18.737	0	0	1.129	6.746	0.68	10.182
AGBL3	2.045	6.831	0.463	0.738	0.844	0.382	3.433	0.971
AGBL4	1.522	9.626	0	0.794	0.728	0.642	6.888	0.574
AGBL5	5.531	227.696	1.293	0	4.239	0	112.14	110.024
AGER	0	1.769	0	0	0	0	0	1.769
AGFG1	1.254	56.567	0	0	1.254	0	9.666	45.647
AGFG2	0.111	2.416	0	0	0.111	0	0	2.305
AGGF1	0	8.252	0	0	0	4.739	1.696	1.818
AGK	1.524	35.735	1.524	0	0	17.21	6.293	10.708
AGL	1.652	17.201	0	0	1.652	5.868	0.256	9.425
AGMAT	2.736	21.511	0.855	0	1.881	1.026	0	17.748
AGMO	0.4	6.865	0	0.4	0	5.665	0.8	0
AGO1	0.122	2.687	0.122	0	0	0	0.499	2.066
AGO2	0	0	0	0	0	0	0	0
AGO3	0	6.701	0	0	0	0.615	0.335	5.75
AGO4	1.274	21.766	0	0.614	0.66	1.234	0.739	18.519
AGPAT1	0	7.449	0	0	0	0	1.832	5.617
AGPAT2	0.043	0.182	0	0	0.043	0	0.071	0.069
AGPAT3	0	1.228	0	0	0	0.144	0.255	0.829
AGPAT4	2.978	23.897	0	0	2.978	5.209	0	15.71
AGPAT5	0.106	1.421	0	0	0.106	0.068	0	1.247
AGPS	1.076	40.117	1.076	0	0	0	3.236	35.804
AGR2	0.74	4.582	0	0.74	0	0	0.349	3.494
AGR3	0	0.505	0	0	0	0	0.314	0.191
AGRN	1.096	7.759	0.822	0	0.274	6.663	0	0
AGRP	6.992	44.193	0	0	6.992	0	0	37.202
AGT	0.851	8.265	0.274	0	0.577	2.744	0	4.67
AGTPBP1	0.872	17.08	0.872	0	0	1.971	4.653	9.583
AGTR1	0	1.598	0	0	0	0	1.564	0.034
AGTR2	0	2.796	0	0	0	0	0	2.796
AGTRAP	2.763	13.92	0	0.35	2.414	0.837	0.452	9.868
AGXT	0	1.76	0	0	0	0	1.76	0
AGXT2	4.201	14.608	0	4.201	0	5.694	0.421	4.293
AHCTF1	0	15.268	0	0	0	6.545	0	8.723
AHCY	2.477	11.858	0	0.359	2.118	0.324	0	9.057
AHCYL1	0.304	16.174	0	0	0.304	7.479	0	8.391
AHCYL2	0.024	3.317	0	0	0.024	0.048	0.096	3.149
AHDC1	8.395	27.586	0	0	8.395	0	0	19.191
AHI1	2.631	20.942	0	1.928	0.703	2.435	8.239	7.636
AHNAK	0.057	0.691	0	0	0.057	0.095	0	0.539
AHR	0	1.454	0	0	0	0.513	0.729	0.211
AHRR	0	1.658	0	0	0	0.203	0	1.455
AHSA1	0	10.032	0	0	0	2.912	1.178	5.942
AHSG	2.019	7.581	0	0	2.019	2.019	0	3.542
AICDA	0	44.595	0	0	0	0	4.892	39.703
AIDA	1.355	8.842	0	1.355	0	1.389	0.595	5.503
AIF1	6.764	49.681	0	0	6.764	5.63	0	37.287
AIF1L	0.089	1.858	0	0	0.089	0.153	0	1.616
AIFM1	0.067	1.141	0	0	0.067	0.029	0.057	0.989
AIFM2	0.453	4.746	0	0	0.453	0.731	0.336	3.226
AIFM3	0.125	21.65	0	0	0.125	6.527	0	14.998
AIG1	0.339	2.038	0.113	0.226	0	1.146	0.326	0.226
AIM2	9.83	25.547	0.394	9.436	0	11.188	1.479	3.051
AIMP1	0.443	11.839	0	0.443	0	7.981	0	3.415
AIMP2	0	18.036	0	0	0	0	0	18.036
AIP	1.991	14.66	0	0	1.991	0.413	3.354	8.902
