gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ABRACL	0.572	10.455	0.572	0	0	6.521	0.801	2.561
ABT1	6.214	22.289	0	0	6.214	2.598	4.713	8.764
ABTB1	0	5.195	0	0	0	0.997	0.356	3.842
ABTB2	0	2.741	0	0	0	2.095	0.04	0.606
ACAA1	0	5.886	0	0	0	0	0	5.886
ACAA2	0	44.331	0	0	0	14.718	8.005	21.609
ACACA	2.927	36.422	0	0	2.927	0.522	2.22	30.752
ACACB	0.494	3.605	0	0	0.494	0.835	0	2.276
ACAD10	14.859	98.646	0	0	14.859	2.807	1.099	79.882
ACAD11	0.643	7.924	0	0	0.643	0.532	0	6.749
ACAD8	0	12.014	0	0	0	4.49	1.31	6.214
ACAD9	0	47.224	0	0	0	10.161	13.265	23.798
ACADL	0	10.449	0	0	0	1.943	6.841	1.665
ACADM	1.104	5.729	0.263	0	0.84	1.495	0.596	2.535
ACADS	0.482	1.346	0	0	0.482	0	0.178	0.686
ACADSB	4.452	11.576	0	2.752	1.701	2.463	0.874	3.787
ACADVL	0	3.826	0	0	0	1.477	0	2.349
ACAP1	0	3.353	0	0	0	0	0	3.353
ACAP2	2.068	3.349	1.543	0.525	0	0	0	1.281
ACAP3	0	0	0	0	0	0	0	0
ACAT1	1.112	19.614	1.112	0	0	6.427	3.017	9.057
ACAT2	0.91	13.4865	0	0	0.91	2.6295	0	9.9465
ACBD3	0.508	53.452	0	0	0.508	4.3	0	48.645
ACBD4	1.642	9.202	0	0	1.642	0	0	7.56
ACBD5	4.174	14.093	0	0.13	4.044	1.908	2.01	6.001
ACBD6	0	4.777	0	0	0	0.95	0.983	2.844
ACBD7	1.774	6.881	0	0	1.774	2.696	0	2.411
ACCS	0.13	0.744	0.13	0	0	0	0.08	0.534
ACCSL	0	54.692	0	0	0	39.598	0	15.094
ACD	0	0	0	0	0	0	0	0
ACE	0	5.683	0	0	0	0	0.681	5.003
ACE2	0.531	3.076	0	0.303	0.227	0	0.332	2.213
ACER1	2.877	27.103	0	0	2.877	5.432	0	18.794
ACER2	1.511	24.299	0	0	1.511	6.83	0	15.957
ACER3	1.225	6.291	1.225	0	0	0	0	5.066
ACHE	0	5.36	0	0	0	1.297	0	4.063
ACIN1	0	0.789	0	0	0	0	0	0.789
ACKR1	0	2.121	0	0	0	0	0	2.121
ACKR2	0	25.622	0	0	0	9.913	1.85	13.86
ACKR3	0	13.42	0	0	0	1.77	0	11.65
ACKR4	0	2.913	0	0	0	0	0	2.913
ACLY	1.719	25.738	0	0	1.719	3.417	14.201	6.4
ACMSD	0	34.036	0	0	0	12.229	3.115	18.692
ACO1	0	27.81	0	0	0	13.284	0	14.525
ACO2	0	13.698	0	0	0	0.143	0.818	12.737
ACOD1	0	11.714	0	0	0	0	5.651	6.063
ACOT1	0.378	1.693	0	0	0.378	0.439	0	0.876
ACOT11	0	2.885	0	0	0	0	0	2.885
ACOT12	0	4.062	0	0	0	1.068	1.874	1.12
ACOT13	4.474	13.839	0	0	4.474	0	0.877	8.488
ACOT2	5.181	29.8	0	0	5.181	9.247	0.918	14.454
ACOT4	0.363	2.451	0	0.162	0.201	1.176	0	0.912
ACOT7	0	5.718	0	0	0	2.088	0.094	3.536
ACOT8	0.2	6.078	0	0	0.2	0	0	5.878
ACOT9	0	11.9135	0	0	0	2.6775	0.3905	8.8455
ACOX1	1.407	32.004	0	0	1.407	5.688	0.747	24.162
ACOX2	0	16.14	0	0	0	2.082	2.505	11.553
ACOX3	2.926	21.837	1.456	0	1.47	4.348	0	14.563
ACOXL	0.483	11.862	0	0	0.483	4.731	3.677	2.971
ACP1	0.391	1.395	0	0	0.391	0	0	1.004
ACP2	0.65	7.933	0	0	0.65	1.189	0	6.094
ACP6	0.101	3.598	0	0	0.101	0	0	3.497
ACP7	0	16.156	0	0	0	0.563	1.27	14.323
ACPP	1.39	18.859	0	0	1.39	1.699	5.728	10.042
ACR	0	3.283	0	0	0	0.524	0	2.759
ACRBP	2.132	15.908	0	0	2.132	1.504	0	12.273
ACRV1	0	8.747	0	0	0	1.037	2.039	5.672
ACSBG1	0	2.949	0	0	0	0.371	0	2.577
ACSBG2	0.175	4.235	0	0	0.175	3.053	0	1.008
ACSF2	0.263	4.496	0	0	0.263	0.935	0.419	2.878
ACSF3	3.167	25.531	3.167	0	0	0.491	1.048	20.825
ACSL1	0.549	2.653	0	0.361	0.188	0.741	0	1.363
ACSL3	0.956	23.079	0	0	0.956	11.869	0	10.253
ACSL4	0	0.991	0	0	0	0.143	0.338	0.51
ACSL5	1.82	50.377	0	0	1.82	0	16.946	31.611
ACSL6	0	4.307	0	0	0	1.562	1.077	1.668
ACSM1	0	1.622	0	0	0	0.286	0.202	1.135
ACSM2A	0	4.702	0	0	0	3.359	1.256	0.087
ACSM3	1.152	6.161	0.321	0	0.831	0.19	4.662	0.158
ACSM4	0	4.283	0	0	0	1.393	0.59	2.3
ACSM5	0	2.041	0	0	0	0.761	0	1.28
ACSS1	0.199	2.802	0	0.199	0	0.461	0.857	1.285
ACSS2	0	21.463	0	0	0	0	7.545	13.919
ACSS3	0	1.556	0	0	0	0.358	0.859	0.339
ACTA1	5.687	9.933	0	0	5.687	2.6	0	1.646
ACTA2	0	3.153	0	0	0	1.28	0	1.874
ACTB	0.375	2.239	0	0	0.375	0.225	0.082	1.557
ACTBL2	0	2.136	0	0	0	0	1.214	0.922
ACTC1	0	0.62	0	0	0	0	0	0.62
ACTG1	2.716	8.831	0	0	2.716	0	0	6.115
ACTG2	0	24.683	0	0	0	4.044	0.73	19.908
ACTL10	1.388	11.942	0	0	1.388	0	1.396	9.158
ACTL6A	5.436	68.567	0	0	5.436	48.402	0	14.729
ACTL6B	0.57	10.154	0	0	0.57	2.485	0.898	6.201
ACTL7A	0	4.85	0	0	0	1.868	1.501	1.482
ACTL7B	0.271	4.772	0	0.271	0	0.129	1.896	2.475
ACTL9	0.09	1.835	0	0.09	0	0.08	0.509	1.156
ACTN1	0	5.215	0	0	0	0.317	0	4.898
ACTN2	2.778	33.768	1.796	0	0.983	1.144	0	29.846
ACTN4	0	1.74	0	0	0	0	0	1.74
ACTR10	0	9.503	0	0	0	2.609	1.578	5.316
ACTR1A	0	0.913	0	0	0	0	0.113	0.8
ACTR1B	0.054	1.82	0	0	0.054	0.285	0.585	0.895
ACTR2	0	6.667	0	0	0	2.771	0.366	3.529
ACTR3	1.285	17.345	0	0	1.285	1.272	4.062	10.726
ACTR3B	0	116.954	0	0	0	15.343	17.249	84.362
ACTR5	0.624	35.988	0	0	0.624	3.916	9.348	22.099
ACTR6	0	8.561	0	0	0	5.963	0.356	2.242
ACTR8	3.846	16.667	0	0	3.846	1.13	0	11.692
ACTRT1	0	3.602	0	0	0	1.923	1.679	0
ACTRT2	0	0.185	0	0	0	0.053	0	0.132
ACTRT3	0	37.195	0	0	0	4.264	0	32.931
ACVR1	0	0.937	0	0	0	0.125	0.195	0.618
ACVR1B	0	25.844	0	0	0	1.484	11.047	13.313
ACVR1C	0	2.703	0	0	0	0	1.119	1.584
ACVR2A	0	9.159	0	0	0	0	5.166	3.993
ACVR2B	0.665	17.903	0	0	0.665	2.321	0	14.917
ACVRL1	0	7.776	0	0	0	2.525	0	5.251
ACY1	0.802	13.237	0	0	0.802	0	3.525	8.911
ACY3	0.459	7.398	0	0	0.459	4.753	1.446	0.74
ACYP1	3.174	14.469	0	0	3.174	1.946	4.01	5.339
ACYP2	0.449	2.429	0.264	0	0.184	0.358	0.885	0.737
ADA	0	5.058	0	0	0	0.96	0.11	3.987
ADAD1	0	14.311	0	0	0	10.753	3.558	0
ADAD2	0.915	8.342	0	0	0.915	4.854	0	2.573
ADAL	0.811	11.523	0	0	0.811	5.57	0	5.141
ADAM10	0	69.028	0	0	0	4.309	4.928	59.791
ADAM11	0.061	0.653	0	0	0.061	0	0	0.592
ADAM12	0	4.33	0	0	0	0	0	4.33
ADAM15	0	11.772	0	0	0	0	1.485	10.287
ADAM17	0.827	7.456	0	0	0.827	0	0	6.629
ADAM18	1.184	16.856	0	1.184	0	6.427	1.509	7.736
ADAM19	5.124	62.768	0	0	5.124	3.047	12.378	42.218
ADAM2	3.412	19.955	0.584	0.481	2.347	2.038	0	14.505
ADAM20	0.282333333333333	2.537	0	0.282333333333333	0	0.832333333333333	1.422	0
ADAM21	2.191	4.765	0	1.461	0.73	1.863	0	0.71
ADAM22	0	0.835	0	0	0	0.116	0.437	0.281
ADAM23	0.495	3.708	0	0	0.495	1.416	0	1.798
ADAM28	1.56	29.354	0	0	1.56	17.533	0	10.261
ADAM29	0	2.707	0	0	0	0	2.707	0
ADAM30	0.482	7.463	0.482	0	0	4.888	1.355	0.738
ADAM32	0	1.783	0	0	0	0.825	0.707	0.25
ADAM33	0	2.079	0	0	0	0.989	0	1.09
ADAM7	0	5.366	0	0	0	0	2.412	2.954
ADAM8	0	5.476	0	0	0	0	0	5.476
ADAM9	0.713	12.168	0	0	0.713	0	7.272	4.183
ADAMDEC1	0.474	5.607	0	0	0.474	2.92	0.948	1.264
ADAMTS1	0	2.692	0	0	0	1.495	0.626	0.571
ADAMTS10	0	3.359	0	0	0	0.628	1.262	1.469
ADAMTS12	0.704	3.693	0	0	0.704	2.102	0	0.888
ADAMTS13	0.151	5.652	0.151	0	0	2.042	0.162	3.297
ADAMTS14	1.886	29.804	0.909	0	0.977	0.696	5.473	21.749
ADAMTS15	0	1.367	0	0	0	0.391	0.094	0.882
ADAMTS16	0	5.314	0	0	0	4.377	0.435	0.502
ADAMTS17	0	4.685	0	0	0	0.321	2.844	1.52
ADAMTS18	0	4.984	0	0	0	0.416	0	4.569
ADAMTS19	0	1.691	0	0	0	0.939	0.383	0.369
ADAMTS2	0	3.622	0	0	0	0.539	0	3.083
ADAMTS20	1.254	23.934	1.254	0	0	5.747	5.069	11.864
ADAMTS3	0.871	3.15	0	0.871	0	1.108	0	1.171
ADAMTS4	0	26.032	0	0	0	1.638	14.103	10.291
ADAMTS5	0.32	0.551	0	0.32	0	0.083	0.148	0
ADAMTS6	1.087	6.016	0	0	1.087	0	0	4.93
ADAMTS7	2.815	15.901	0	0	2.815	6.101	3.309	3.676
ADAMTS8	0	0.648	0	0	0	0	0	0.648
ADAMTS9	0.558	11.403	0	0	0.558	1.516	5.821	3.508
ADAMTSL1	0	0.605	0	0	0	0.381	0	0.224
ADAMTSL2	0.818	4.543	0	0.818	0	0	0	3.725
ADAMTSL3	0	20.346	0	0	0	16.116	0	4.23
ADAMTSL4	0	12.265	0	0	0	2.33	0	9.935
ADAMTSL5	0.213	1.831	0	0	0.213	0.071	0	1.547
ADAP1	0.533	7.234	0	0	0.533	0	1.007	5.694
ADAP2	0.322	12.159	0	0	0.322	1.951	0	9.887
ADAR	0.692	115.94	0	0.692	0	9.317	2.063	103.868
ADARB1	0.429	1.566	0	0	0.429	0.433	0	0.705
ADARB2	0.119	0.56	0	0	0.119	0	0.186	0.255
ADAT1	0	10.084	0	0	0	1.005	0.307	8.772
ADAT2	0.324	4.991	0	0	0.324	0.441	0.469	3.757
ADAT3	0.392	5.669	0	0	0.392	0.503	0	4.774
ADCK1	2.475	7.259	1.721	0.754	0	0.726	1.679	2.379
ADCK2	0	30.173	0	0	0	1.851	0	28.323
ADCK5	0.436	18.768	0	0	0.436	1.497	0	16.835
ADCY1	0	1.139	0	0	0	0.501	0	0.639
ADCY10	0	3.278	0	0	0	0.783	0	2.495
ADCY2	0.25	0.379	0	0.25	0	0	0.129	0
ADCY3	0	10.921	0	0	0	1.552	0	9.369
ADCY4	0.092	0.225	0	0	0.092	0	0	0.134
ADCY5	0.845	2.742	0	0	0.845	0	0	1.897
ADCY6	1.402	10.182	0	0	1.402	1.167	1.885	5.727
ADCY7	0.467	40.995	0	0	0.467	6.895	3.58	30.053
ADCY8	0	4.9	0	0	0	1.415	0.583	2.902
ADCY9	0.475	6.449	0	0	0.475	0.704	0	5.27
ADCYAP1	0	2.38	0	0	0	0	2.38	0
ADCYAP1R1	0	0.497	0	0	0	0	0	0.497
ADD1	0.78	7.463	0.156	0	0.623	1.601	0.083	4.999
ADD2	0	3.655	0	0	0	1.503	0.369	1.783
ADD3	0	35.837	0	0	0	7.304	1.177	27.355
ADGB	0	6.934	0	0	0	1.277	2.8	2.857
ADGRA1	0	0.07	0	0	0	0	0	0.07
ADGRA2	0	1.654	0	0	0	0.265	0.281	1.108
ADGRA3	0	5.547	0	0	0	1.028	0.599	3.921
ADGRB1	0	0.07	0	0	0	0	0	0.07
ADGRB2	0	3.874	0	0	0	0	0.522	3.352
ADGRB3	0	0.498	0	0	0	0.498	0	0
ADGRD1	0	3.28	0	0	0	0.373	0.908	1.998
ADGRE1	2.891	66.061	0	1.906	0.985	33.376	9.526	20.268
ADGRE5	0	0.165	0	0	0	0	0	0.165
ADGRF1	0	13.956	0	0	0	0	0	13.956
ADGRF2	0	5.58	0	0	0	0.979	0	4.6
ADGRF3	1.681	12.574	0	0	1.681	0	2.424	8.469
ADGRF4	0.62	9.337	0	0.62	0	3.679	1.055	3.983
ADGRF5	0.199	0.687	0	0	0.199	0	0.265	0.223
ADGRG1	0.15	3.636	0	0	0.15	0.132	0.243	3.111
ADGRG2	0.482	2.699	0	0.482	0	0	0.482	1.735
ADGRG3	0	0.563	0	0	0	0	0.105	0.457
ADGRG5	1.362	25.273	0	1.362	0	1.099	4.985	17.827
ADGRG6	0	2.539	0	0	0	1.248	0.324	0.967
ADGRG7	3.092	6.664	1.189	1.537	0.367	1.317	1.377	0.879
ADGRL1	0	2.86	0	0	0	0	2.272	0.588
ADGRL2	0.857	2.604	0	0.857	0	0.359	0.223	1.165
ADGRL3	1.089	2.339	0	1.089	0	0.888	0	0.363
ADGRL4	3.29	10.167	0	3.29	0	0	1.187	5.689
ADGRV1	0	4.329	0	0	0	1.616	0.875	1.839
ADH1C	0	9.545	0	0	0	2.886	3.887	2.773
ADH4	0.937	11.21	0	0.937	0	0	1.374	8.899
ADH5	3.814	50.488	2.446	0	1.367	11.84	15.115	19.72
ADH7	0	0.932	0	0	0	0.118	0.22	0.594
ADHFE1	1.319	22.047	0	0	1.319	0	0	20.728
ADI1	7.002	46.75	0	0	7.002	17.995	0.685	21.068
ADIPOQ	14.163	77.216	0	5.109	9.054	2.079	8.077	52.897
ADIPOR1	0.258	16.27	0	0	0.258	0	0.229	15.783
ADIPOR2	0.101	2.687	0	0	0.101	0	0.548	2.038
ADK	0.621	44.425	0	0	0.621	2.371	0	41.433
ADM	0	2.128	0	0	0	0	0.102	2.026
ADM2	0.677	19.965	0	0	0.677	1.439	0.361	17.487
ADNP	0	7.595	0	0	0	0.796	0.541	6.258
ADNP2	0.206	1.361	0	0.206	0	0.211	0.625	0.32
ADO	0	1.244	0	0	0	0.52	0	0.723
ADORA1	0	1.32	0	0	0	0.435	0	0.885
ADORA2A	0	0.329	0	0	0	0	0	0.329
ADORA2B	1.583	2.243	0	0	1.583	0	0.087	0.573
ADORA3	0.324	6.385	0.324	0	0	0.608	0	5.452
ADPGK	0	9.551	0	0	0	4.477	0	5.075
ADPRH	0.168	3.815	0.168	0	0	1.105	0	2.543
ADPRHL1	0.948	8.808	0.649	0	0.299	1.316	0.802	5.741
ADPRHL2	0.28	1.8	0	0	0.28	0.253	0	1.267
ADPRM	0.333	7.388	0	0	0.333	3.462	0.367	3.226
ADRA1A	1.232	3.564	0	1.232	0	0	0.479	1.853
ADRA1B	0	2.205	0	0	0	0.599	0.372	1.234
ADRA1D	0	7.316	0	0	0	3.183	0	4.134
ADRA2A	0	2.613	0	0	0	1.69	0.193	0.73
ADRA2B	0	1.783	0	0	0	0.129	0.179	1.475
ADRA2C	0	3.654	0	0	0	2.163	0	1.491
ADRB1	0	1.266	0	0	0	0.315	0	0.951
ADRB2	0.638	2.287	0	0	0.638	1.091	0	0.558
ADRB3	0	3.352	0	0	0	1.086	1.087	1.179
ADRM1	0	1.13	0	0	0	0	0	1.13
ADSL	5.835	63.872	0	0	5.835	0.784	6.957	50.296
ADSS	3.888	14.509	2.84	0	1.048	2.15	0	8.47
ADSSL1	0.629	7.904	0.629	0	0	0	0	7.275
ADTRP	0.721	3.487	0	0.721	0	1.968	0.267	0.531
AEBP1	0.306	1.796	0.161	0	0.145	0.348	0.293	0.849
AEBP2	1.671	954.991	0	0	1.671	171.677	25.809	755.833
AEN	0.247	10.048	0.1	0	0.148	2.834	0.166	6.801
AES	0.102	7.944	0	0	0.102	0.719	0	7.123
AFAP1	0.192	2.44	0	0.192	0	0.117	0	2.131
AFAP1L1	0	14.558	0	0	0	0.216	0.21	14.133
AFAP1L2	0	1.218	0	0	0	0.787	0.431	0
AFF1	8.139	205.237	0	0	8.139	25.749	0	171.349
AFF3	0	5.283	0	0	0	0	0	5.283
AFF4	3.395	23.933	0	0	3.395	1.576	0	18.962
AFG3L2	1.376	6.676	0	0	1.376	0	0	5.3
AFM	1.217	28.548	0	0	1.217	11.632	3.398	12.301
AFMID	0	11.666	0	0	0	0	0	11.666
AFP	0.29	1.028	0	0.215	0.075	0	0.104	0.635
AFTPH	0	2.693	0	0	0	0.674	0.449	1.57
AGA	0	9.385	0	0	0	0.212	1.302	7.87
AGAP1	0	1.712	0	0	0	0.294	0.868	0.549
AGAP2	0	1.26	0	0	0	0.282	0	0.978
AGAP3	0	2.246	0	0	0	0.771	0.182	1.293
AGBL1	0	5.228	0	0	0	1.82	0.364	3.045
AGBL2	3.301	24.6	0	0	3.301	0.677	0	20.621
AGBL3	0.468	4.822	0.272	0.196	0	0.196	0.25	3.908
AGBL4	2.287	8.232	0	0.762	1.525	0.381	5.564	0
AGBL5	11.713	282.857	0	0	11.713	0	132.212	138.931
AGER	0	1.504	0	0	0	0	0	1.504
AGFG1	1.71	12.533	0	0	1.71	0	3.763	7.061
AGFG2	1.032	13.502	0	0	1.032	0	0	12.469
AGGF1	0	2.097	0	0	0	1.265	0.147	0.684
AGK	0.702	10.331	0.702	0	0	3.224	0.487	5.919
AGL	0.645	4.285	0	0	0.645	0.795	0.563	2.281
AGMAT	3.122	24.398	2.397	0	0.726	0	0	21.276
AGMO	0.218	0.689	0.089	0.129	0	0.471	0	0
AGO1	0.333	1.344	0.333	0	0	0	0.21	0.801
AGO2	0	0	0	0	0	0	0	0
AGO3	0	11.29	0	0	0	1.121	0	10.17
AGO4	0.971	16.877	0	0.4	0.571	0.328	1.164	14.414
AGPAT1	0	4.586	0	0	0	0	0.892	3.694
AGPAT2	0.077	0.354	0	0	0.077	0	0.075	0.201
AGPAT3	0	2.431	0	0	0	0	0.059	2.372
AGPAT4	3.929	24.455	0	0	3.929	4.552	0	15.974
AGPAT5	1.033	4.956	0	0	1.033	0.111	0	3.811
AGPS	0.397	40.886	0.397	0	0	0	1.762	38.727
AGR2	0.311	3.356	0	0.311	0	0.621	1.086	1.338
AGR3	0	0.955	0	0	0	0	0.453	0.502
AGRN	0.431	4.011	0.431	0	0	3.58	0	0
AGRP	4.165	22.465	0	0	4.165	0	0	18.3
AGT	2.566	11.996	2.566	0	0	5.126	0	4.304
AGTPBP1	0.739	8.794	0.739	0	0	1.325	2.747	3.982
AGTR1	0	2.344	0	0	0	0	2.251	0.094
AGTR2	0	1.101	0	0	0	0	0	1.101
AGTRAP	2.194	12.861	0	0	2.194	0.26	0.336	10.071
AGXT	0	2.46	0	0	0	0	2.46	0
AGXT2	2.087	9.784	0	2.087	0	4.659	1.363	1.675
AHCTF1	0	18.955	0	0	0	7.958	0	10.997
AHCY	7.524	18.822	0	1.257	6.266	0	0	11.298
AHCYL1	0	16.629	0	0	0	7.71	0	8.919
AHCYL2	0	8.856	0	0	0	0.137	0.333	8.386
AHDC1	2.361	7.138	0	0	2.361	0	0	4.777
AHI1	2.657	20.589	0	1.839	0.819	1.065	3.401	13.467
AHNAK	0	5.331	0	0	0	1.792	0	3.539
AHR	0	1.628	0	0	0	0.618	0.532	0.478
AHRR	0	5.289	0	0	0	2.346	0	2.944
AHSA1	0.386	28.334	0	0	0.386	4.9	6.514	16.534
AHSG	0.884	4.259	0	0	0.884	1.543	0	1.833
AICDA	0.328	49.494	0	0	0.328	0	7.539	41.626
AIDA	4.212	9.326	0	4.212	0	1.239	0.399	3.477
AIF1	3.828	58.402	0	0	3.828	8.387	0	46.187
AIF1L	0.215	1.658	0	0	0.215	0.31	0	1.132
AIFM1	0.758	1.866	0	0.198	0.56	0.165	0.082	0.861
AIFM2	0.453	9.29	0	0	0.453	0.629	0.897	7.312
AIFM3	0	24.683	0	0	0	6.828	0	17.855
AIG1	0.376	5.508	0.188	0.188	0	3.124	2.008	0
AIM2	5.908	30.73	1.922	3.986	0	5.127	6.833	12.862
AIMP1	0.226	3.599	0	0.226	0	2.304	0	1.069
AIMP2	0.478	9.549	0	0	0.478	0	0	9.071
AIP	0.57	10.707	0	0	0.57	0	2.222	7.914
AIPL1	0	16.281	0	0	0	2.039	11.836	2.406
AIRE	3.246	10.316	0	0	3.246	0.93	0	6.14
AJAP1	0	3.272	0	0	0	0.916	0	2.356
AJUBA	2.245	14.218	0	0	2.245	0.703	0	11.269
AK1	0	30.191	0	0	0	0	2.875	27.317
AK2	0	8.563	0	0	0	1.161	1.704	5.697
AK3	0	10.574	0	0	0	0	0	10.574
AK4	3.661	22.978	0	1.317	2.343	0	0	19.318
