gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ACER2	0.47	22.23	0	0	0.47	5.747	0	16.013
ACER3	2.023	14.249	1.017	0	1.006	1.938	0	10.288
ACHE	0.435	11.876	0	0	0.435	3.079	0	8.362
ACIN1	0	0.772	0	0	0	0	0	0.772
ACKR1	0	4.937	0	0	0	0	1.508	3.429
ACKR2	0	25.552	0	0	0	4.981	1.95	18.621
ACKR3	0	33.703	0	0	0	4.93	0	28.773
ACKR4	0.088	7.257	0	0	0.088	0	0.704	6.464
ACLY	4.503	49.83	0	0	4.503	7.089	13.648	24.59
ACMSD	0	13.625	0	0	0	2.848	1.984	8.794
ACO1	0.456	18.822	0.456	0	0	13.889	0	4.478
ACO2	0.038	5.403	0	0	0.038	0.052	0.05	5.263
ACOD1	0	9.863	0	0	0	0	6.386	3.477
ACOT1	0.204	0.993	0.106	0	0.098	0.252	0	0.536
ACOT11	0	12.123	0	0	0	0.759	0	11.364
ACOT12	0	10.11	0	0	0	3.377	4.223	2.51
ACOT13	3.663	28.819	0	0	3.663	1.397	2.868	20.891
ACOT2	9.025	27.044	0	0	9.025	8.333	1.26	8.427
ACOT4	2.091	13.783	0	0.253	1.838	4.382	0	7.31
ACOT7	0.046	1.872	0.046	0	0	0.601	0.124	1.101
ACOT8	0.583	20.246	0	0	0.583	0	0	19.663
ACOT9	0	13.827	0	0	0	3.7905	0.741	9.2955
ACOX1	1.801	31.366	0	0	1.801	9.918	1.347	18.3
ACOX2	0	22.852	0	0	0	1.762	5.21	15.881
ACOX3	2.922	38.316	1.089	0	1.833	8.709	0	26.685
ACOXL	1.783	20.848	0	1.076	0.707	7.511	5.801	5.753
ACP1	0.06	0.239	0	0.031	0.029	0	0	0.178
ACP2	0.067	0.999	0	0	0.067	0.16	0	0.772
ACP6	0.07	2.721	0	0	0.07	0.081	0	2.569
ACP7	0.116	40.725	0	0	0.116	1.902	3.459	35.248
ACPP	1.059	27.23	0	0.315	0.744	4.69	6.792	14.689
ACR	0	10.95	0	0	0	1.809	0	9.141
ACRBP	0.644	13.873	0	0	0.644	0.974	0	12.255
ACRV1	0	11.058	0	0	0	0.868	2.333	7.857
ACSBG1	0.011	0.867	0	0	0.011	0.377	0	0.479
ACSBG2	0.646	16.862	0	0	0.646	10.216	0	6
ACSF2	0.229	2.728	0	0	0.229	0.579	0.166	1.754
ACSF3	0.958	17.728	0.958	0	0	1.646	0.751	14.372
ACSL1	0.089	1.195	0	0.046	0.043	0.393	0	0.714
ACSL3	0.773	16.393	0	0	0.773	5.84	0	9.781
ACSL4	0.012	0.356	0	0	0.012	0.019	0.115	0.21
ACSL5	1.935	33.347	0	0	1.935	0	4.93	26.482
ACSL6	0.028	1.252	0	0.028	0	0.373	0.329	0.523
ACSM1	0	0.58	0	0	0	0.16	0.092	0.328
ACSM2A	0.088	2.203	0.088	0	0	0.986	0.655	0.474
ACSM3	1.539	6.408	0.614	0	0.924	0.526	3.699	0.643
ACSM4	0	7.342	0	0	0	1.236	1.686	4.42
ACSM5	0.209	9.353	0	0	0.209	3.273	1.547	4.323
ACSS1	0.081	1.401	0	0.081	0	0.26	0.189	0.872
ACSS2	0	10.557	0	0	0	0	2.443	8.114
ACSS3	0	0.532	0	0	0	0.113	0.253	0.166
ACTA1	3.136	10.66	0.849	0	2.288	2.827	0	4.697
ACTA2	0	14.46	0	0	0	3.182	0	11.278
ACTB	0.135	1.595	0	0	0.135	0.156	0.13	1.175
ACTBL2	0.869	2.4	0	0.869	0	0	0.784	0.747
ACTC1	0	0.307	0	0	0	0.066	0	0.241
ACTG1	3.983	22.237	0	0	3.983	0	0	18.254
ACTG2	0	31.376	0	0	0	3.541	2.996	24.84
ACTL10	1.882	15.183	0	0	1.882	0.531	2.838	9.932
ACTL6A	2.144	31.871	0	0	2.144	17.442	0	12.286
ACTL6B	1.525	25.667	0	0	1.525	2.966	2.776	18.399
ACTL7A	0	11.344	0	0	0	6.252	2.338	2.754
ACTL7B	0.142	1.253	0	0.142	0	0.118	0.456	0.537
ACTL9	0.057	0.666	0	0.057	0	0.078	0.211	0.32
ACTN1	0	14.826	0	0	0	1.537	0.964	12.325
ACTN2	1.177	16.42	0.443	0	0.733	0.994	0	14.249
ACTN4	0	4.251	0	0	0	0	0	4.251
ACTR10	0.122	3.258	0.084	0	0.037	1.93	0.281	0.926
ACTR1A	0	1.013	0	0	0	0	0.055	0.958
ACTR1B	0.034	0.921	0	0	0.034	0.135	0.198	0.554
ACTR2	0.799	18.33	0	0	0.799	8.876	1.317	7.338
ACTR3	0.361	18.239	0	0	0.361	2.53	3.791	11.557
ACTR3B	1.671	102.662	0	0	1.671	19.3	8.023	73.668
ACTR5	0.905	75.698	0	0	0.905	4.142	38.989	31.662
ACTR6	0.637	16.203	0	0.116	0.521	6.74	0.931	7.895
ACTR8	1.595	29.2	0	0	1.595	2.381	0	25.224
ACTRT1	0	8.58	0	0	0	2.165	5.75	0.665
ACTRT2	0	0.193	0	0	0	0.094	0	0.099
ACTRT3	0	24.871	0	0	0	2.208	0	22.663
ACVR1	0	0.41	0	0	0	0.077	0.028	0.305
ACVR1B	0	20.467	0	0	0	2.095	8.843	9.529
ACVR1C	0	4.706	0	0	0	1.042	0.674	2.991
ACVR2A	0	4.925	0	0	0	0	2.604	2.32
ACVR2B	1.171	17.269	0	0	1.171	3.129	0	12.968
ACVRL1	0	13.309	0	0	0	3.785	0.698	8.826
ACY1	0.067	5.07	0	0	0.067	0	0.611	4.392
ACY3	0.712	14.041	0	0	0.712	5.101	3.411	4.817
ACYP1	1.66	30.045	0	0	1.66	9.111	7.95	11.324
ACYP2	0.829	3.76	0.679	0	0.15	1.627	0.933	0.372
ADA	0	9.115	0	0	0	2.328	0.673	6.114
ADAD1	0	8.277	0	0	0	5.559	1.784	0.933
ADAD2	1.985	13.33	0	0	1.985	6.39	0	4.956
ADAL	1.469	17.376	0	0	1.469	5.055	0	10.851
ADAM10	0.982	22.495	0	0	0.982	1.624	1.746	18.143
ADAM11	0.051	0.52	0	0	0.051	0	0	0.469
ADAM12	0	2.853	0	0	0	0	0	2.853
ADAM15	0.332	10.934	0	0	0.332	0	1.289	9.313
ADAM17	1.012	6.554	0	0	1.012	0.87	0	4.672
ADAM18	0.173	9.337	0	0.173	0	3.363	1.094	4.707
ADAM19	4.936	93.496	0	0	4.936	6.166	16.664	65.73
ADAM2	3.525	17.527	2.455	0.089	0.981	2.333	1.529	10.14
ADAM20	0.726666666666667	2.91433333333333	0	0.726666666666667	0	0.918666666666667	1.269	0
ADAM21	1.345	8.653	0	0.673	0.673	3.073	0	4.234
ADAM22	0	0.231	0	0	0	0.028	0.094	0.109
ADAM23	0.22	5.007	0	0	0.22	2.201	1.039	1.547
ADAM28	0.672	35.201	0	0	0.672	25.666	0	8.863
ADAM29	0	10.288	0	0	0	1.577	7.252	1.459
ADAM30	0.093	1.798	0.093	0	0	1.009	0.41	0.287
ADAM32	0	0.819	0	0	0	0.476	0.199	0.144
ADAM33	0.083	1.6	0	0	0.083	0.725	0	0.792
ADAM7	0	6.429	0	0	0	0	1.971	4.458
ADAM8	0.245	5.524	0	0	0.245	0	0	5.28
ADAM9	0.894	16.104	0	0	0.894	0	9.325	5.885
ADAMDEC1	0.277	15.262	0	0	0.277	6.795	1.935	6.256
ADAMTS1	0	8.446	0	0	0	3.557	1.297	3.592
ADAMTS10	0	2.035	0	0	0	0.163	1.11	0.761
ADAMTS12	0.355	11.048	0	0	0.355	5.819	0.466	4.409
ADAMTS13	1.453	37.727	0.867	0	0.586	14.802	3.424	18.049
ADAMTS14	1.22	39.555	0.855	0	0.365	1.079	2.496	34.761
ADAMTS15	0	0.475	0	0	0	0.347	0.063	0.065
ADAMTS16	0	5.21	0	0	0	3.164	0.899	1.147
ADAMTS17	0	6.769	0	0	0	0.962	2.857	2.95
ADAMTS18	0	7.461	0	0	0	1.317	0	6.144
ADAMTS19	0.585	4.673	0	0.46	0.125	1.002	1.542	1.544
ADAMTS2	0	2.929	0	0	0	0.815	0	2.114
ADAMTS20	1.075	26.042	1.075	0	0	4.332	3.921	16.714
ADAMTS3	0.37	9.192	0	0.37	0	2.764	1.243	4.815
ADAMTS4	0	82.012	0	0	0	4.171	42.622	35.219
ADAMTS5	0.209	0.474	0	0.209	0	0.049	0.164	0.052
ADAMTS6	0.427	7.663	0	0	0.427	0.766	0.373	6.097
ADAMTS7	0.368	8.802	0	0	0.368	4.24	0.678	3.515
ADAMTS8	0	0.52	0	0	0	0	0	0.52
ADAMTS9	0.628	18.922	0	0	0.628	3.199	8.361	6.734
ADAMTSL1	0.031	0.175	0	0.031	0	0.049	0	0.095
ADAMTSL2	0.635	3.308	0	0.635	0	1.035	0	1.639
ADAMTSL3	0	12.466	0	0	0	10.218	0	2.247
ADAMTSL4	0.055	4.105	0	0	0.055	0.591	0	3.459
ADAMTSL5	0.025	1.046	0	0	0.025	0.069	0.036	0.916
ADAP1	0.741	5.75	0	0	0.741	0	0.261	4.748
ADAP2	0.569	11.447	0	0	0.569	1.033	0	9.845
ADAR	0.583	79.559	0	0.583	0	6.798	3.573	68.605
ADARB1	0.159	0.548	0	0	0.159	0.136	0	0.253
ADARB2	0.015	0.189	0	0	0.015	0	0.087	0.087
ADAT1	1.228	19.561	0	0	1.228	3.48	0.986	13.867
ADAT2	0.073	1.21	0	0	0.073	0.188	0.115	0.833
ADAT3	1.566	36.175	0	0	1.566	2.008	0	32.601
ADCK1	3.299	16.273	2.299	0.999	0	2.566	2.46	7.949
ADCK2	0.892	24.015	0.267	0.624	0	2.65	0	20.473
ADCK5	3.53	23.215	0	0	3.53	2.391	0	17.294
ADCY1	0	3.036	0	0	0	0.762	0	2.275
ADCY10	0	1.225	0	0	0	0.169	0	1.055
ADCY2	0.146	0.291	0	0.146	0	0	0.085	0.06
ADCY3	0	27.556	0	0	0	6.27	0	21.286
ADCY4	0.338	1.203	0	0	0.338	0	0	0.865
ADCY5	0.819	6.344	0	0	0.819	0	0.775	4.75
ADCY6	1.44	13.745	0	0	1.44	3.119	0.59	8.596
ADCY7	1.936	75.273	0	0	1.936	9.74	11.203	52.394
ADCY8	0	5.424	0	0	0	2.754	0.586	2.084
ADCY9	1.276	15.364	0	0	1.276	1.058	0	13.03
ADCYAP1	0	2.155	0	0	0	0	2.155	0
ADCYAP1R1	0	0.746	0	0	0	0.247	0	0.499
ADD1	0.384	2.295	0.037	0	0.347	0.531	0.017	1.363
ADD2	0	1.769	0	0	0	0.679	0.159	0.93
ADD3	0	58.096	0	0	0	10.809	2.013	45.275
ADGB	0	10.22	0	0	0	2.979	2.412	4.83
ADGRA1	0	0.063	0	0	0	0	0	0.063
ADGRA2	0.012	1.004	0	0	0.012	0.219	0.052	0.721
ADGRA3	0.674	14.145	0	0	0.674	4.38	2.252	6.84
ADGRB1	0	0.032	0	0	0	0	0	0.032
ADGRB2	0	1.988	0	0	0	0	0.331	1.658
ADGRB3	1.157	8.968	0	1.157	0	4.593	2.14	1.078
ADGRD1	0	39.722	0	0	0	3.02	19.703	16.999
ADGRE1	0.721	23.876	0	0.307	0.414	11.49	6.944	4.721
ADGRE5	0	1.723	0	0	0	0	0.3	1.423
ADGRF1	0	22.194	0	0	0	0.979	0.859	20.355
ADGRF2	0	10.858	0	0	0	3.452	0	7.406
ADGRF3	0.974	21.229	0	0	0.974	0	4.503	15.752
ADGRF4	0.763	8.262	0	0.763	0	2.916	1.283	3.299
ADGRF5	0.075	1.488	0	0	0.075	0.211	0.391	0.81
ADGRG1	0.031	1.013	0	0	0.031	0.047	0.045	0.89
ADGRG2	0.419	8.649	0	0.419	0	0.377	2.49	5.362
ADGRG3	0	0.501	0	0	0	0	0.06	0.441
ADGRG5	0.233	20.321	0	0.233	0	1.617	4.579	13.892
ADGRG6	0	0.386	0	0	0	0.065	0.168	0.152
ADGRG7	2.52	9.98	0.978	1.171	0.372	3.803	1.559	2.097
ADGRL1	0	0.989	0	0	0	0	0.365	0.623
ADGRL2	1.012	5.503	0	1.012	0	1.2	1.591	1.7
ADGRL3	0.246	1.383	0	0.246	0	0.931	0	0.205
ADGRL4	1.041	5.512	0	1.041	0	0	1.403	3.067
ADGRV1	0	9.527	0	0	0	3.477	2.776	3.274
ADH1C	0	11.775	0	0	0	2.884	3.525	5.366
ADH4	0.232	8.085	0	0.232	0	0.512	1.491	5.85
ADH5	4.584	59.637	2.768	0	1.816	19.66	19.134	16.258
ADH7	0	4.104	0	0	0	0.807	1.025	2.272
ADHFE1	0.819	22.835	0	0	0.819	0	0	22.016
ADI1	3.211	52.233	0	0	3.211	19.637	0.909	28.476
ADIPOQ	2.745	14.983	0	1.115	1.63	1.651	2.194	8.393
ADIPOR1	0.111	5.942	0	0	0.111	0	0.204	5.627
ADIPOR2	0.205	1.053	0	0	0.205	0	0.141	0.706
ADK	0.579	40.744	0	0	0.579	3.589	0	36.576
ADM	0	0.195	0	0	0	0	0.055	0.14
ADM2	1.21	18.587	0	0	1.21	1.337	1.556	14.484
ADNP	0	15.555	0	0	0	0.977	2.761	11.818
ADNP2	0.025	0.643	0	0.025	0	0.179	0.189	0.25
ADO	0	0.179	0	0	0	0.047	0	0.132
ADORA1	0	2.947	0	0	0	0.419	0	2.529
ADORA2A	0	0.583	0	0	0	0	0	0.583
ADORA2B	0.912	7.123	0	0	0.912	0	1.398	4.813
ADORA3	1.034	14.923	1.034	0	0	2.827	0	11.061
ADPGK	0	24.484	0	0	0	11.382	0	13.102
ADPRH	0.048	1.304	0.048	0	0	0.514	0	0.741
ADPRHL1	3.381	19.237	3.214	0	0.167	3.304	1.169	11.384
ADPRHL2	0.365	2.596	0	0	0.365	0.435	0	1.796
ADPRM	0.261	13.057	0	0	0.261	5.155	0.541	7.1
ADRA1A	0.587	1.854	0	0.587	0	0	0.551	0.717
ADRA1B	0	7.922	0	0	0	0.903	1.618	5.401
ADRA1D	0	6.981	0	0	0	3.306	0	3.675
ADRA2A	0	11.336	0	0	0	4.152	3.321	3.862
ADRA2B	0	1.235	0	0	0	0.132	0.33	0.773
ADRA2C	0	3.836	0	0	0	3.147	0	0.689
ADRB1	0	5.538	0	0	0	1.537	0	4.001
ADRB2	0.721	5.575	0	0	0.721	0.601	0	4.252
ADRB3	0	1.243	0	0	0	0.379	0.304	0.559
ADRM1	0	0.973	0	0	0	0.044	0.169	0.76
ADSL	4.646	207.444	0	0	4.646	1.303	51.061	150.434
ADSS	1.913	8.584	1.326	0	0.587	1.489	0	5.182
ADSSL1	0.809	6.699	0.809	0	0	0	0	5.89
ADTRP	0.343	8.51	0	0.277	0.066	5.526	1.272	1.368
AEBP1	1.302	10.058	0.73	0	0.572	1.509	0.915	6.331
AEBP2	0.517	266.449	0	0	0.517	81.509	1.723	182.701
AEN	0.03	1.658	0.017	0	0.013	0.702	0.054	0.872
AES	0.522	10.565	0	0	0.522	0.324	0	9.72
AFAP1	0.022	0.841	0	0.022	0	0.158	0	0.661
AFAP1L1	0.081	13.792	0	0.008	0.072	0.209	0.423	13.079
AFAP1L2	0	12.005	0	0	0	2.851	6.595	2.559
AFF1	47.971	1921.195	0	0	47.971	252.813	0	1620.411
AFF3	0	7.996	0	0	0	0.442	0	7.554
AFF4	1.879	22.071	0	0	1.879	2.363	0	17.829
AFG3L2	1.65	22.251	0	0	1.65	0	0	20.601
AFM	0.187	15.359	0	0	0.187	7.488	4.374	3.309
AFMID	0	6.6	0	0	0	0	0	6.6
AFP	0.955	9.629	0	0.786	0.168	0	1.027	7.647
AFTPH	0	1.529	0	0	0	0.31	0.33	0.89
AGA	0.033	1.327	0	0.033	0	0.218	0.026	1.05
AGAP1	0	1.421	0	0	0	0.339	0.622	0.46
AGAP2	0.025	0.3	0	0	0.025	0.066	0	0.209
AGAP3	0	0.936	0	0	0	0.191	0.145	0.601
AGBL1	0	11.488	0	0	0	5.354	0.903	5.231
AGBL2	3.092	25.569	0	0	3.092	6.229	1.874	14.373
AGBL3	2.471	10.535	1.219	0.996	0.255	2.115	2.725	3.225
AGBL4	0.861	12.633	0	0.552	0.309	1.282	10.137	0.353
AGBL5	7.266	97.107	2.317	0	4.949	0	41.643	48.198
AGER	0	0.753	0	0	0	0	0	0.753
AGFG1	0.963	18.767	0	0	0.963	0	4.628	13.177
AGFG2	0.154	2.001	0	0	0.154	0	0	1.847
AGGF1	0.147	2.909	0	0	0.147	1.307	0.387	1.068
AGK	1.161	23.254	1.161	0	0	7.711	1.919	12.463
AGL	1.037	12.749	0	0	1.037	3.019	0.811	7.882
AGMAT	5.637	28.945	2.854	0	2.783	0.647	0	22.661
AGMO	0.065	0.509	0.025	0.039	0	0.339	0.105	0
AGO1	0.044	0.476	0.044	0	0	0	0.066	0.366
AGO2	0	0	0	0	0	0	0	0
AGO3	0	8.097	0	0	0	0.489	0.308	7.299
AGO4	0.709	15.363	0	0.217	0.492	0.899	1.774	11.981
AGPAT1	0	16.109	0	0	0	0	4.532	11.577
AGPAT2	0.03	0.209	0	0	0.03	0	0.086	0.093
AGPAT3	0	1.411	0	0	0	0.125	0.221	1.065
AGPAT4	0.762	24.155	0	0	0.762	6.964	0	16.43
AGPAT5	0.132	0.838	0	0	0.132	0.06	0	0.647
AGPS	0.49	24.817	0.49	0	0	0	1.062	23.266
AGR2	0.793	5.723	0	0.793	0	0.783	0.753	3.393
AGR3	0	0.409	0	0	0	0	0.233	0.176
AGRN	1.465	10.875	1.237	0	0.228	9.41	0	0
AGRP	2.583	22.07	0	0	2.583	0	0	19.487
AGT	1.998	11.938	1.392	0	0.605	4.511	0	5.429
AGTPBP1	0.527	20.408	0.527	0	0	4.722	2.84	12.319
AGTR1	0	0.86	0	0	0	0	0.722	0.138
AGTR2	0	2.215	0	0	0	0	0	2.215
AGTRAP	2.458	21.471	0	0.212	2.245	0.395	2.136	16.482
AGXT	0	4.605	0	0	0	0.769	3.837	0
AGXT2	2.843	18.842	0	2.843	0	8.516	2.043	5.441
AHCTF1	0	13.355	0	0	0	6.511	0	6.844
AHCY	0.731	13.544	0	0.285	0.445	1.105	0	11.708
AHCYL1	0.866	15.484	0	0	0.866	7.817	0	6.801
AHCYL2	0.022	8.91	0	0	0.022	0.085	0.174	8.629
AHDC1	2.207	8.127	0	0	2.207	0	0	5.92
AHI1	1.559	13.086	0	0.87	0.689	2.296	4.684	4.546
AHNAK	0.061	1.43	0	0	0.061	0.358	0	1.011
AHR	0	1.121	0	0	0	0.537	0.304	0.279
AHRR	0	2.448	0	0	0	1.04	0	1.408
AHSA1	0.234	14.039	0	0	0.234	4.465	1.042	8.298
AHSG	0.193	5.179	0	0	0.193	0.261	0	4.724
AICDA	0.42	60.825	0	0	0.42	0	6.403	54.002
AIDA	2.978	9.265	0	2.978	0	1.947	0.392	3.949
AIF1	2.108	30.4	0	0	2.108	2.375	0	25.918
AIF1L	0.507	8.259	0	0	0.507	1.161	0	6.591
AIFM1	0.202	1.237	0	0.08	0.121	0.047	0.077	0.911
AIFM2	0.252	2.721	0	0	0.252	0.368	0.317	1.785
