gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ACP6	1.907	13.637	0	0	1.907	4.129	0	7.601
ACP7	0.535	79.468	0	0	0.535	1.738	8.51	68.686
ACPP	1.166	12.176	0	0.518	0.647	1.436	3.262	6.313
ACR	0	9.147	0	0	0	1.443	0	7.704
ACRBP	0.584	14.696	0	0	0.584	1.558	0	12.555
ACRV1	0	6.041	0	0	0	0.351	1.699	3.991
ACSBG1	1.026	15.709	0	0	1.026	6.516	0	8.168
ACSBG2	5.701	92.39	0	0	5.701	57.339	0	29.35
ACSF2	0.472	26.193	0	0	0.472	6.04	1.448	18.233
ACSF3	0.156	4.806	0.156	0	0	1.096	0.323	3.231
ACSL1	0.069	3.517	0	0	0.069	1.782	0	1.667
ACSL3	0.36	7.511	0	0	0.36	1.816	0	5.334
ACSL4	0.145	4.477	0	0	0.145	0.136	2.518	1.678
ACSL5	0	2.304	0	0	0	0	0.577	1.727
ACSL6	0.773	18.252	0	0.773	0	6.488	3.39	7.601
ACSM1	0	25.35	0	0	0	10.607	4.004	10.739
ACSM2A	1.507	51.633	1.507	0	0	27.387	14.069	8.669
ACSM3	3.032	16.993	0.655	0	2.377	0.758	11.478	1.725
ACSM4	0	44.138	0	0	0	0.535	16.032	27.571
ACSM5	0.294	8.039	0	0	0.294	3.059	0.315	4.371
ACSS1	0.754	14.317	0	0.754	0	1.87	4.334	7.36
ACSS2	0	3.229	0	0	0	0	1.56	1.669
ACSS3	0	12.045	0	0	0	1.091	8.178	2.775
ACTA1	13.11	29.667	1.347	0	11.763	11.065	0	5.491
ACTA2	0	10.872	0	0	0	0.728	0	10.144
ACTB	1.289	14.381	0	0	1.289	1.445	2.304	9.343
ACTBL2	0.373	0.797	0	0.373	0	0	0.124	0.3
ACTC1	0	17.728	0	0	0	3.69	0	14.038
ACTG1	2.571	9.84	0	0	2.571	0	0	7.269
ACTG2	0	75.135	0	0	0	9.014	7.644	58.476
ACTL10	1.628	10.325	0	0	1.628	0.324	1.946	6.427
ACTL6A	0.334	8.428	0	0	0.334	3.864	0	4.229
ACTL6B	8.936	164.787	0	0	8.936	10.703	35.221	109.926
ACTL7A	0	6.318	0	0	0	3.11	1.178	2.03
ACTL7B	1.009	10.881	0	1.009	0	0.673	4.34	4.859
ACTL9	3.832	48.317	0	3.832	0	1.576	13.247	29.663
ACTN1	0	15.487	0	0	0	0.212	0.316	14.959
ACTN2	3.171	36.669	1.362	0	1.808	0.526	0	32.972
ACTN4	0	3.261	0	0	0	0	0	3.261
ACTR10	0.323	5.332	0.323	0	0	0.707	1.064	3.239
ACTR1A	0	14.764	0	0	0	0	0.844	13.92
ACTR1B	0	15.454	0	0	0	4.433	2.755	8.266
ACTR2	0.348	14.519	0	0	0.348	7.131	0.528	6.511
ACTR3	1.022	12.23	0	0	1.022	0.355	2.071	8.782
ACTR3B	1.002	12.958	0	0	1.002	5.238	1.707	5.012
ACTR5	0.359	6.247	0	0	0.359	2.052	1.183	2.652
ACTR6	0.301	11.206	0	0	0.301	4.594	0.684	5.627
ACTR8	1.376	11.506	0	0	1.376	1.793	0	8.336
ACTRT1	0	0.998	0	0	0	0.231	0.734	0.034
ACTRT2	0	3.925	0	0	0	2.078	0	1.847
ACTRT3	0	5.499	0	0	0	0.329	0	5.171
ACVR1	0	4.812	0	0	0	1.441	0.292	3.078
ACVR1B	0	29.015	0	0	0	4.798	3.884	20.333
ACVR1C	0	4.356	0	0	0	0.674	1.444	2.239
ACVR2A	0	5.758	0	0	0	0	2.391	3.368
ACVR2B	1.782	19.287	0	0	1.782	6.09	0	11.415
ACVRL1	0	24.161	0	0	0	5.196	2.605	16.36
ACY1	1.195	7.657	0	0	1.195	0	0.569	5.893
ACY3	1.557	26.621	0	0	1.557	11.035	1.964	12.066
ACYP1	1.198	11.659	0	0	1.198	3.98	1.759	4.722
ACYP2	1.26	7.52	1.26	0	0	2.819	2.858	0.583
ADA	0	3.22	0	0	0	0.433	0.681	2.107
ADAD1	0	28.955	0	0	0	10.855	11.677	6.423
ADAD2	3.163	24.191	0	0	3.163	9.817	0	11.211
ADAL	1.079	7.212	0	0	1.079	3.345	0	2.788
ADAM10	0.402	17.851	0	0	0.402	0.919	0.925	15.605
ADAM11	3.2	29.409	0	0	3.2	0	0	26.209
ADAM12	0	5.042	0	0	0	0	0	5.042
ADAM15	0.224	3.705	0	0	0.224	0	0.3	3.181
ADAM17	2.208	7.32	0	0	2.208	0.442	0	4.67
ADAM18	0.215	2.947	0	0.215	0	0.969	0.17	1.592
ADAM19	29.07	220.94	0	0	29.07	25.66	26.679	139.532
ADAM2	1.966	17.098	0.476	0.29	1.201	0.805	1.105	13.222
ADAM20	0.976333333333333	1.78633333333333	0	0.976333333333333	0	0.203	0.606666666666667	0
ADAM21	7.055	20.097	0	3.802	3.254	6.803	0	6.239
ADAM22	0	1.63	0	0	0	0	0.949	0.681
ADAM23	0	1.411	0	0	0	0.947	0	0.464
ADAM28	1.039	14.056	0	0.416	0.624	10.385	0	2.632
ADAM29	0	1.463	0	0	0	0.087	1.239	0.137
ADAM30	1.086	39.339	1.086	0	0	18.611	16.918	2.725
ADAM32	0	33.985	0	0	0	16.049	8.863	9.073
ADAM33	1.81	42.242	0	0	1.81	22.663	0	17.769
ADAM7	0	0.817	0	0	0	0	0.587	0.23
ADAM8	0.565	13.74	0	0	0.565	0	0	13.175
ADAM9	0	8.065	0	0	0	0	3.981	4.084
ADAMDEC1	0	7.208	0	0	0	3.857	1.518	1.833
ADAMTS1	0	5.743	0	0	0	1.952	1.606	2.185
ADAMTS10	0	67.7	0	0	0	6.709	20.088	40.904
ADAMTS12	0.098	2.316	0	0	0.098	1.297	0	0.921
ADAMTS13	1.033	13.869	0.621	0	0.411	7.873	1.897	3.067
ADAMTS14	0.891	22.562	0.646	0	0.245	1.676	7.125	12.871
ADAMTS15	0	7.928	0	0	0	5.411	1.797	0.72
ADAMTS16	0	2.755	0	0	0	1.848	0.227	0.68
ADAMTS17	0	17.974	0	0	0	3.634	10.141	4.199
ADAMTS18	0	7.44	0	0	0	0.869	0	6.572
ADAMTS19	0.675	2.418	0	0.184	0.491	0.622	0.74	0.381
ADAMTS2	0	3.987	0	0	0	0	0	3.987
ADAMTS20	0.939	45.3	0.939	0	0	7.614	5.137	31.61
ADAMTS3	0.33	3.759	0	0.33	0	0.758	0.659	2.012
ADAMTS4	0	39.795	0	0	0	1.32	0.932	37.542
ADAMTS5	1.412	2.965	0	1.412	0	0.282	1.271	0
ADAMTS6	2.216	28.715	0	0	2.216	3.148	0.596	22.755
ADAMTS7	1.651	15.864	0	0	1.651	8.814	1.599	3.8
ADAMTS8	0	37.89	0	0	0	0	0	37.89
ADAMTS9	0.377	14.623	0	0	0.377	1.85	7.722	4.673
ADAMTSL1	1.091	6.358	0	1.091	0	3.275	0	1.992
ADAMTSL2	1.284	6.668	0	1.284	0	1.019	0	4.365
ADAMTSL3	0	3.978	0	0	0	2.731	0	1.247
ADAMTSL4	0.433	9.721	0	0	0.433	1.232	0	8.055
ADAMTSL5	0	27.931	0	0	0	1.787	1.517	24.626
ADAP1	0.25	2.458	0	0	0.25	0	0	2.208
ADAP2	1.413	26.348	0	0	1.413	2.086	0	22.849
ADAR	0.623	80.552	0	0.623	0	17.091	10.862	51.976
ADARB1	2.31	7.413	0	0	2.31	1.334	0	3.769
ADARB2	0	1.544	0	0	0	0	0.997	0.547
ADAT1	0.789	9.765	0	0	0.789	2.317	0.219	6.44
ADAT2	0	12.421	0	0	0	4.8	2.688	4.933
ADAT3	1.584	12.916	0	0	1.584	2.069	0	9.263
ADCK1	17.251	43.134	14.099	3.152	0	3.659	7.869	14.355
ADCK2	2.448	43.191	1.363	1.085	0	3.29	0	37.453
ADCK5	0.855	7.956	0	0	0.855	1.161	0	5.941
ADCY1	0	5.604	0	0	0	3.109	0	2.495
ADCY10	0	24.431	0	0	0	3.273	0	21.158
ADCY2	0.497	2.453	0	0.497	0	0	0.748	1.208
ADCY3	0	32.393	0	0	0	4.789	0	27.604
ADCY4	0.232	0.457	0	0	0.232	0	0	0.225
ADCY5	0.265	2.3	0	0	0.265	0	1.015	1.021
ADCY6	0.488	6.349	0	0	0.488	1.055	0.635	4.171
ADCY7	1.916	27.753	0	0	1.916	3.225	4.35	18.262
ADCY8	0	12.963	0	0	0	7.705	1.726	3.533
ADCY9	0.821	9.415	0	0	0.821	0.772	0	7.823
ADCYAP1	0	0.329	0	0	0	0	0.329	0
ADCYAP1R1	0	3.476	0	0	0	0.686	0	2.79
ADD1	0.808	9.529	0.224	0	0.585	3.057	0.339	5.325
ADD2	0	89.743	0	0	0	27.28	7.143	55.321
ADD3	0	47.19	0	0	0	6.625	0.795	39.77
ADGB	0	6.509	0	0	0	2.378	2.578	1.553
ADGRA1	0	0	0	0	0	0	0	0
ADGRA2	0.211	14.799	0	0	0.211	3.156	1.139	10.294
ADGRA3	1.343	16.572	0	0	1.343	1.864	2.327	11.038
ADGRB1	0	1.345	0	0	0	0	0	1.345
ADGRB2	0	25.814	0	0	0	0	2.988	22.826
ADGRB3	0	2.306	0	0	0	1.015	0.784	0.508
ADGRD1	0	6.411	0	0	0	0.352	2.313	3.746
ADGRE1	3.569	54.935	0	0.906	2.663	30.161	16.437	4.768
ADGRE5	0	0.191	0	0	0	0	0.109	0.083
ADGRF1	0	1.849	0	0	0	0.185	0	1.664
ADGRF2	0	7.961	0	0	0	1.945	0	6.016
ADGRF3	0.37	8.176	0	0	0.37	0	2.062	5.744
ADGRF4	1.675	8.475	0	1.675	0	5.15	0.74	0.909
ADGRF5	0.36	6.922	0	0	0.36	2.133	0.674	3.756
ADGRG1	0	17.302	0	0	0	0	0.461	16.841
ADGRG2	2.41	33.646	0	2.41	0	1.95	16.973	12.312
ADGRG3	0	19.697	0	0	0	0	1.67	18.027
ADGRG5	0.647	59.812	0	0.647	0	3.039	17.889	38.237
ADGRG6	0	32.262	0	0	0	10.096	8.256	13.909
ADGRG7	1.342	4.505	0.601	0.463	0.278	1.278	1.112	0.773
ADGRL1	0	2.297	0	0	0	0	0.698	1.599
ADGRL2	0	1.45	0	0	0	0.147	0.194	1.109
ADGRL3	0	1.251	0	0	0	0.875	0	0.376
ADGRL4	1.603	5.726	0	1.603	0	0	2.519	1.603
ADGRV1	0	12.559	0	0	0	3.475	6.432	2.652
ADH1C	0	7.94	0	0	0	2.037	2.906	2.997
ADH4	1.875	27.858	0	1.875	0	0.866	3.862	21.255
ADH5	5.228	59.901	3.227	0	2.001	16.301	28.249	10.124
ADH7	0	36.824	0	0	0	5.55	8.923	22.352
ADHFE1	0.125	2.127	0	0	0.125	0	0	2.001
ADI1	1.521	10.533	0	0	1.521	3.895	0.301	4.816
ADIPOQ	3.707	39.717	0	1.589	2.118	2.398	7.335	26.277
ADIPOR1	0.467	13.147	0	0	0.467	0	1.761	10.92
ADIPOR2	1.776	10.106	0	0	1.776	0	0.444	7.886
ADK	1.11	27.166	0	0	1.11	3.228	0	22.828
ADM	0	24.602	0	0	0	0	4.577	20.025
ADM2	0.942	11.99	0	0	0.942	1.314	0.259	9.475
ADNP	0	4.273	0	0	0	0.601	0.511	3.162
ADNP2	0.312	5.928	0	0.312	0	1.617	2	1.999
ADO	0	2.889	0	0	0	1.757	0	1.132
ADORA1	0	6.756	0	0	0	1.739	0	5.017
ADORA2A	0	5.638	0	0	0	0	0	5.638
ADORA2B	0.443	3.797	0	0	0.443	0	0.169	3.186
ADORA3	0.393	7.457	0.393	0	0	1.905	0	5.159
ADPGK	0	5.222	0	0	0	2.824	0	2.398
ADPRH	0.197	21.617	0.197	0	0	12.092	0	9.328
ADPRHL1	9.423	80.297	6.905	0	2.518	9.192	3.294	58.387
ADPRHL2	0.652	4.081	0	0	0.652	1.067	0	2.362
ADPRM	1.084	26.06	0	0	1.084	8.508	2.132	14.335
ADRA1A	2.318	7.931	0	2.318	0	0	1.961	3.652
ADRA1B	0	73.162	0	0	0	3.606	14.143	55.413
ADRA1D	0	2.735	0	0	0	1.366	0	1.369
ADRA2A	0	4.086	0	0	0	1.179	1.513	1.393
ADRA2B	0	28.283	0	0	0	2.94	4.85	20.494
ADRA2C	0	4.122	0	0	0	2.769	0	1.353
ADRB1	0	3.118	0	0	0	1.093	0	2.025
ADRB2	0.105	0.962	0	0	0.105	0.107	0	0.751
ADRB3	0	7.828	0	0	0	1.338	2.423	4.068
ADRM1	0	12.997	0	0	0	1.185	2.019	9.793
ADSL	2.651	27.394	0	0	2.651	0.644	1.66	22.439
ADSS	1.907	8.883	0.993	0	0.913	1.283	0	5.693
ADSSL1	0.203	1.379	0.203	0	0	0	0	1.175
ADTRP	0.316	6.907	0	0.316	0	3.291	2.093	1.206
AEBP1	3.714	12.066	0.955	0	2.759	1.077	0.701	6.575
AEBP2	0.337	24.723	0	0	0.337	5.051	2.247	17.088
AEN	0.518	8.677	0.322	0	0.196	1.814	0.508	5.836
AES	1.797	27.928	0	0	1.797	1.015	0	25.117
AFAP1	0	8.447	0	0	0	1.086	0	7.361
AFAP1L1	0.514	9.055	0	0	0.514	1.185	0.976	6.38
AFAP1L2	0	8.257	0	0	0	1.871	4.717	1.67
AFF1	0.755	10.01	0	0	0.755	0.877	0	8.378
AFF3	0	9.28	0	0	0	0.477	0	8.803
AFF4	0.887	12.303	0	0	0.887	1.307	0	10.109
AFG3L2	1.362	23.732	0	0	1.362	0	0	22.37
AFM	0.81	36.868	0	0	0.81	14.502	13.421	8.136
AFMID	0	16.651	0	0	0	0	0	16.651
AFP	0.88	6.688	0	0.699	0.181	0	0.903	4.904
AFTPH	0	4.019	0	0	0	1.368	1.035	1.615
AGA	0.32	10.583	0	0.32	0	3.055	2.334	4.874
AGAP1	0	13.312	0	0	0	2.383	7.73	3.199
AGAP2	0.242	6.564	0	0	0.242	1.865	0	4.456
AGAP3	0	14.123	0	0	0	2.83	1.671	9.622
AGBL1	0	9.718	0	0	0	4.849	1.205	3.664
AGBL2	0.985	8.307	0	0	0.985	1.613	0.521	5.187
AGBL3	12.672	58.255	7.158	3.484	2.03	9.359	17.366	18.857
AGBL4	0.252	3.535	0	0.252	0	0.515	2.163	0.605
AGBL5	1.592	4.93	0.258	0	1.334	0	0.99	2.348
AGER	0	0.643	0	0	0	0	0	0.643
AGFG1	0.866	9.651	0	0	0.866	0	1.569	7.217
AGFG2	0.995	12.589	0	0	0.995	0	0	11.594
AGGF1	0.388	11.459	0	0	0.388	7.278	0.489	3.304
AGK	2.827	24.219	2.827	0	0	17.714	2.604	1.075
AGL	0.143	3.402	0	0	0.143	1.125	0.104	2.029
AGMAT	2.983	17.068	0.373	0	2.609	0.704	0	13.381
AGMO	1.24	7.543	0.438	0.802	0	6.084	0.219	0
AGO1	0.387	5.773	0.387	0	0	0	1.079	4.306
AGO2	0	0	0	0	0	0	0	0
AGO3	0	9.613	0	0	0	2.106	1.782	5.725
AGO4	1.127	19.456	0	0.927	0.199	0.838	2.95	14.542
AGPAT1	0	10.912	0	0	0	0	2.529	8.384
AGPAT2	0.308	2.866	0	0	0.308	0	0.87	1.687
AGPAT3	0	21.173	0	0	0	1.898	3.178	16.096
AGPAT4	0.474	4.884	0	0	0.474	2.247	0	2.163
AGPAT5	0.363	8.567	0	0	0.363	0.966	0	7.238
AGPS	0.39	6.755	0.39	0	0	0	0.628	5.737
AGR2	0.256	6.701	0	0.256	0	1.273	0.3	4.872
AGR3	0	16.154	0	0	0	0	9.385	6.769
AGRN	0.57	5.025	0.21	0	0.361	4.454	0	0
AGRP	0.512	13.932	0	0	0.512	0	0	13.42
AGT	0.678	9.437	0	0	0.678	2.556	0	6.203
AGTPBP1	0.714	14.189	0.714	0	0	4.138	2.535	6.802
AGTR1	0	1.316	0	0	0	0	1.255	0.061
AGTR2	0	8.416	0	0	0	0	0	8.416
AGTRAP	3.607	13.466	0	0.974	2.633	0	0.409	9.45
AGXT	0	3.219	0	0	0	0.708	2.511	0
AGXT2	1.576	10.385	0	1.576	0	4.084	0.705	4.02
AHCTF1	0	17.903	0	0	0	9.258	0	8.644
AHCY	1.546	12.833	0	0.547	0.998	1.638	0	9.648
AHCYL1	0.279	9.788	0	0	0.279	5.955	0	3.554
AHCYL2	0	29.256	0	0	0	1.564	2.271	25.421
AHDC1	4.27	9.051	0	0	4.27	0	0	4.782
AHI1	0.984	4.89	0	0.751	0.233	1.163	1.762	0.981
AHNAK	0.483	9.154	0	0	0.483	2.61	0	6.061
AHR	0	6.809	0	0	0	2.955	1.565	2.289
AHRR	0	4.045	0	0	0	1.498	0	2.547
AHSA1	0.297	6.919	0	0	0.297	1.438	0.754	4.43
AHSG	2.323	17.263	0	0	2.323	2.212	0	12.727
AICDA	2.047	56.61	0	0	2.047	0	9.738	44.825
AIDA	0.061	3.375	0	0.061	0	0.763	0.262	2.289
AIF1	0.521	3.18	0	0	0.521	0.401	0	2.257
AIF1L	1.102	17.825	0	0	1.102	2.975	0	13.749
AIFM1	2.243	18.748	0	1.158	1.085	1.567	0.904	14.035
AIFM2	2.282	34.98	0	0	2.282	6.858	3.635	22.205
AIFM3	1.479	97.488	0	0	1.479	14.139	0	81.871
AIG1	0.351	3.129	0.263	0.088	0	1.999	0.477	0.302
AIM2	2.636	25.763	0.581	2.055	0	7.975	3.845	11.307
AIMP1	0.352	5.745	0	0.352	0	4.103	0	1.29
