gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ABCB7	0	18.5	0	0	0	0	10.448	8.051
ABCB8	40.109	117.595	0	0	40.109	1.899	0	75.587
ABCB9	2.336	37.622	0	0	2.336	19.081	4.78	11.425
ABCC1	18.256	205.972	0	0	18.256	0	24.339	163.378
ABCC10	0.17	1.049	0	0	0.17	0.095	0	0.783
ABCC12	0	8.499	0	0	0	5.173	0	3.326
ABCC2	0	2.812	0	0	0	0.594	0.495	1.724
ABCC3	0	1.392	0	0	0	0	0	1.392
ABCC4	0	3.783	0	0	0	0	2.202	1.581
ABCC5	0.412	10.609	0	0	0.412	0.448	4.538	5.212
ABCC6	0	0.843	0	0	0	0.426	0.235	0.182
ABCC8	0	3.782	0	0	0	2.183	0	1.599
ABCC9	0	2.48	0	0	0	0	1.164	1.316
ABCD1	0.615	3.652	0	0	0.615	0.17	1.263	1.604
ABCD2	0	6.708	0	0	0	2.944	2.405	1.359
ABCD3	0.034	0.502	0.034	0	0	0.353	0.093	0.022
ABCD4	0	7.43	0	0	0	1.353	0	6.077
ABCE1	0.897	68.536	0	0	0.897	10.211	8.629	48.799
ABCF1	0.226	2.805	0	0	0.226	0.623	0	1.957
ABCF2	0.092	0.65	0.041	0	0.051	0.041	0.048	0.469
ABCF3	0.1	5.74	0	0	0.1	0.075	0.695	4.869
ABCG1	0	0.462	0	0	0	0.462	0	0
ABCG2	0	1.728	0	0	0	0.864	0	0.864
ABCG4	1.077	25.027	0	0	1.077	0	0	23.95
ABCG5	0	10.343	0	0	0	1.075	0	9.269
ABCG8	0	4.602	0	0	0	0.609	0.492	3.501
ABHD10	0	2.985	0	0	0	0.998	0.33	1.658
ABHD11	1.863	71.515	0	0	1.863	14.558	0	55.093
ABHD12	0	0.095	0	0	0	0	0.049	0.046
ABHD12B	0.244	2.384	0	0	0.244	0.52	0.568	1.053
ABHD13	0.467	73.51	0	0	0.467	66.15	5.547	1.347
ABHD14A	0.082	4.174	0	0	0.082	0.077	0	4.015
ABHD14B	0.061	0.804	0	0	0.061	0.065	0	0.678
ABHD15	0.017	0.412	0	0	0.017	0.026	0	0.369
ABHD16A	12.88	74.303	0	0	12.88	11.745	0.842	48.836
ABHD16B	10.547	152.213	3.978	0	6.568	3.329	0	138.337
ABHD17A	4.956	30.097	0	0	4.956	0	0	25.14
ABHD17B	0	10.46	0	0	0	0.925	2.566	6.969
ABHD17C	1.145	13.652	0	0	1.145	9.491	0	3.016
ABHD18	0	0.343	0	0	0	0.021	0	0.322
ABHD2	0	5.878	0	0	0	0.067	0.71	5.101
ABHD3	0.322	1.475	0	0	0.322	0.13	0.083	0.939
ABHD4	0.066	4.167	0	0	0.066	0.205	2.598	1.298
ABHD5	0	24.464	0	0	0	8.991	0	15.473
ABHD6	0	0.235	0	0	0	0.031	0.063	0.141
ABHD8	0.776	16.857	0	0	0.776	4.826	0	11.256
ABI1	0.059	1.925	0	0	0.059	0.14	0.098	1.629
ABI2	2.678	28.16	0	0	2.678	7.138	0	18.343
ABI3	0	69.481	0	0	0	0	0	69.481
ABL1	0.141	24.41	0	0	0.141	0.309	0	23.96
ABL2	0.416	2.81	0	0	0.416	0.245	0.407	1.742
ABLIM1	0	1.894	0	0	0	0.557	0.377	0.96
ABLIM2	0	0.186	0	0	0	0.013	0.042	0.131
ABLIM3	0.04	0.236	0.04	0	0	0.009	0.029	0.158
ABO	0.128	0.252	0.128	0	0	0	0	0.124
ABR	1.259	9.095	0	0	1.259	0	0	7.836
ABRA	0.037	0.214	0	0	0.037	0	0.036	0.141
ABRACL	0.035	0.622	0.035	0	0	0.342	0	0.245
ABT1	0	5.382	0	0	0	2.055	1.097	2.23
ABTB1	0	12.973	0	0	0	3.776	0.502	8.696
ABTB2	0	6.486	0	0	0	2.15	0.459	3.877
ACAA1	0	8.711	0	0	0	0	0	8.711
ACAA2	0	29.125	0	0	0	6.388	9.039	13.698
ACACA	0.343	16.766	0	0	0.343	0.682	1.73	14.012
ACACB	0.773	37.563	0	0	0.773	4.729	0	32.061
ACAD10	1.395	11.649	0	0	1.395	2.461	0	7.793
ACAD11	0.597	13.169	0	0	0.597	0.988	0.778	10.807
ACAD8	2.078	13.151	0	2.078	0	7.258	1.524	2.292
ACAD9	0	20.886	0	0	0	3.384	2.091	15.41
ACADL	0	13.71	0	0	0	6.04	3.88	3.79
ACADM	0.375	4.859	0.068	0.046	0.262	2.062	0.104	2.318
ACADS	1.893	11.742	0	0.516	1.378	0	1.646	8.203
ACADSB	1.643	8.798	0	0	1.643	2.29	0.74	4.125
ACADVL	0	3.1	0	0	0	0.404	0	2.696
ACAP1	0	8.086	0	0	0	0	0	8.086
ACAP2	0	0.749	0	0	0	0	0	0.749
ACAP3	0	0	0	0	0	0	0	0
ACAT1	0	22.946	0	0	0	8.3	4.824	9.822
ACAT2	2.02	28.655	0	0	2.02	1.7215	0	24.914
ACBD3	6.4	189.039	0	0	6.4	51.28	0	131.359
ACBD4	0.802	6.083	0	0	0.802	0	0	5.281
ACBD5	8.074	34.253	0	0	8.074	7.105	1.991	17.083
ACBD6	0	1.225	0	0	0	0.34	0.053	0.833
ACBD7	1.028	1.655	0	0	1.028	0.315	0	0.312
ACCS	0.111	1.172	0.111	0	0	0	0.063	0.998
ACCSL	0	15.75	0	0	0	9.783	0	5.967
ACD	0.381	2.635	0	0	0.381	0	0	2.254
ACE	0	4.427	0	0	0	0	0.761	3.666
ACE2	0.22	0.586	0	0	0.22	0	0.124	0.242
ACER1	1.052	18.494	1.052	0	0	6.293	0.838	10.312
ACER2	0	14.451	0	0	0	3.47	0	10.981
ACER3	0.666	9.119	0.666	0	0	1.998	0	6.454
ACHE	0.151	36.011	0	0	0.151	11.331	0	24.528
ACIN1	0	2.02	0	0	0	0	0	2.02
ACKR1	0	5.837	0	0	0	0	1.953	3.885
ACKR2	0	6.635	0	0	0	1.338	1.08	4.217
ACKR3	0	2.227	0	0	0	1.693	0	0.535
ACKR4	0	2.695	0	0	0	0	0	2.695
ACLY	3.608	49.794	0	0	3.608	7.73	6.585	31.87
ACMSD	0	7.242	0	0	0	2.332	1.293	3.617
ACO1	0.864	29.656	0.864	0	0	22.701	0	6.092
ACO2	0.022	7.131	0	0	0.022	0.293	0.043	6.772
ACOD1	0	9.613	0	0	0	0	7.564	2.048
ACOT1	0.333	1.062	0.111	0	0.222	0.276	0	0.454
ACOT11	0	2.87	0	0	0	0	0	2.87
ACOT12	0	33.485	0	0	0	4.044	11.777	17.665
ACOT13	4.593	20.266	0	0	4.593	0.824	2.24	12.608
ACOT2	8.876	43.939	0	0	8.876	19.368	2.09	13.605
ACOT4	11.499	31.887	0	0	11.499	8.641	0	11.747
ACOT7	0.038	11.596	0.038	0	0	3.313	0.57	7.676
ACOT8	1.054	33.955	0	0	1.054	0	0	32.901
ACOT9	0	17.637	0	0	0	1.8295	1.724	14.083
ACOX1	0.641	14.512	0	0	0.641	5.805	0	8.066
ACOX2	0	55.31	0	0	0	14.892	5.911	34.507
ACOX3	1.62	16.68	0.35	0	1.271	3.35	0	11.71
ACOXL	0	7.351	0	0	0	3.367	2.135	1.849
ACP1	0.214	0.343	0	0.077	0.137	0	0	0.13
ACP2	0.096	1.003	0	0	0.096	0.157	0	0.75
ACP6	0.07	6.897	0	0	0.07	0.108	0	6.719
ACP7	0.489	11.298	0	0	0.489	0.589	1.227	8.993
ACPP	0.515	10.942	0	0	0.515	2.652	2.069	5.706
ACR	0	5.46	0	0	0	1.806	0	3.654
ACRBP	2.925	29.384	0	0	2.925	1.204	0	25.254
ACRV1	0	7.139	0	0	0	0.772	0	6.368
ACSBG1	0.17	2.171	0	0	0.17	0.472	0	1.529
ACSBG2	0.02	0.414	0	0	0.02	0.275	0	0.119
ACSF2	0.051	1.36	0	0	0.051	0.426	0.254	0.628
ACSF3	1.639	16.49	1.639	0	0	2.308	1.046	11.496
ACSL1	0.055	6.08	0	0	0.055	0.316	0	5.709
ACSL3	2.027	38.047	0	0	2.027	19.606	0	16.414
ACSL4	0.044	0.495	0	0	0.044	0.088	0.198	0.165
ACSL5	0.836	80.165	0	0	0.836	0	4.986	74.343
ACSL6	0	3.995	0	0	0	0.711	0.362	2.922
ACSM1	0	0.276	0	0	0	0.064	0.032	0.18
ACSM2A	0	8.805	0	0	0	5.509	3.072	0.225
ACSM3	0	7.988	0	0	0	0	6.549	1.439
ACSM4	0	0.937	0	0	0	0	0	0.937
ACSM5	0.481	4.885	0	0	0.481	2.454	1.144	0.806
ACSS1	0.242	1.001	0	0.242	0	0.227	0.098	0.433
ACSS2	0	12.485	0	0	0	0	6.909	5.576
ACSS3	0	0.173	0	0	0	0.02	0.059	0.095
ACTA1	0.314	3.174	0	0	0.314	0.445	0	2.415
ACTA2	0	13.004	0	0	0	3.352	0	9.652
ACTB	0.094	1.422	0	0	0.094	0.328	0.127	0.872
ACTBL2	0	2.388	0	0	0	0	0.562	1.826
ACTC1	0	0.091	0	0	0	0.031	0	0.06
ACTG1	5.318	29.765	0	0	5.318	0	0	24.446
ACTG2	0	22.122	0	0	0	2.28	0.358	19.484
ACTL10	3.59	10.212	0	0	3.59	0.933	1.503	4.186
ACTL6A	0.255	23.229	0	0	0.255	10.936	0	12.039
ACTL6B	1.631	11.556	0	0	1.631	1.171	1.64	7.114
ACTL7A	0	3.462	0	0	0	1.933	0.991	0.539
ACTL7B	0	0.834	0	0	0	0.198	0.43	0.206
ACTL9	0	0.87	0	0	0	0.096	0.473	0.301
ACTN1	0	10.32	0	0	0	0.651	0.486	9.182
ACTN2	5.857	32.953	3.684	0	2.173	1.187	0	25.91
ACTN4	0	1.772	0	0	0	0	0	1.772
ACTR10	0.219	58.477	0.219	0	0	54.072	1.055	3.131
ACTR1A	0	0.578	0	0	0	0	0.048	0.531
ACTR1B	0	1.669	0	0	0	0.33	0.315	1.024
ACTR2	0.799	15.049	0	0	0.799	7.471	1.32	5.458
ACTR3	1.687	24.561	0	0	1.687	1.235	12.957	8.682
ACTR3B	1.519	26.724	0	0	1.519	6.268	5.477	13.46
ACTR5	0	27.433	0	0	0	1.898	11.433	14.101
ACTR6	0.093	1.532	0	0	0.093	0.646	0.071	0.722
ACTR8	1.332	46.456	0	0	1.332	2.81	0	42.314
ACTRT1	0	0	0	0	0	0	0	0
ACTRT2	0	0.063	0	0	0	0.063	0	0
ACTRT3	0	28.614	0	0	0	3.307	0	25.307
ACVR1	0	0.63	0	0	0	0	0	0.63
ACVR1B	0	22.127	0	0	0	2.62	5.912	13.595
ACVR1C	0	0.734	0	0	0	0	0	0.734
ACVR2A	0	1.678	0	0	0	0	0.759	0.919
ACVR2B	0	12.483	0	0	0	2.146	0	10.337
ACVRL1	0	3.352	0	0	0	0.826	0	2.526
ACY1	0.08	8.391	0	0	0.08	0	1.153	7.157
ACY3	0	7.293	0	0	0	1.616	0.775	4.902
ACYP1	3.591	26.725	0	0	3.591	4.534	8.004	10.595
ACYP2	0.214	1.793	0.214	0	0	0.657	0.574	0.348
ADA	0	8.517	0	0	0	1.834	0.274	6.409
ADAD1	0	4.209	0	0	0	3.63	0	0.579
ADAD2	0.912	2.944	0	0	0.912	0.949	0	1.083
ADAL	3.13	13.927	0	0	3.13	3.982	0	6.815
ADAM10	0.604	18.951	0	0	0.604	2.829	3.379	12.139
ADAM11	0	0.048	0	0	0	0	0	0.048
ADAM12	0	1.694	0	0	0	0	0	1.694
ADAM15	0	8.765	0	0	0	0	1.541	7.224
ADAM17	0	3.131	0	0	0	0.592	0	2.539
ADAM18	0	6.475	0	0	0	4.644	0	1.83
ADAM19	1.828	27.808	0	0	1.828	1.691	5.514	18.776
ADAM2	2.897	6.448	1.959	0.469	0.469	0.469	0	3.082
ADAM20	0.0833333333333333	1.313	0	0.0833333333333333	0	0.885333333333333	0.344333333333333	0
ADAM21	1.136	2.319	0	1.136	0	0.568	0	0.615
ADAM22	0	0.05	0	0	0	0	0.05	0
ADAM23	0	2.418	0	0	0	1.162	0.384	0.872
ADAM28	2.194	10.972	0	0	2.194	6.583	0	2.194
ADAM29	0	4.462	0	0	0	1.764	2.698	0
ADAM30	0.277	2.022	0.277	0	0	0.821	0.722	0.202
ADAM32	0	1.058	0	0	0	0.593	0.42	0.045
ADAM33	0.088	2.101	0	0	0.088	1.038	0	0.975
ADAM7	0	2.208	0	0	0	0	1.472	0.736
ADAM8	0.144	3.388	0	0	0.144	0	0	3.244
ADAM9	0	3.451	0	0	0	0	2.125	1.326
ADAMDEC1	0	4.683	0	0	0	2.464	0.686	1.533
ADAMTS1	0	3.7	0	0	0	0.861	0	2.839
ADAMTS10	0	0.368	0	0	0	0	0.107	0.261
ADAMTS12	1.078	4.96	0	0	1.078	2.677	0.539	0.666
ADAMTS13	0	17.59	0	0	0	8.942	1.668	6.98
ADAMTS14	0.797	9.698	0.797	0	0	0	4.096	4.805
ADAMTS15	0	0.174	0	0	0	0.113	0.024	0.038
ADAMTS16	0	3.331	0	0	0	1.392	1.308	0.631
ADAMTS17	0	3.893	0	0	0	0.735	2.195	0.964
ADAMTS18	0	0.378	0	0	0	0.102	0	0.276
ADAMTS19	0.736	2.945	0	0	0.736	1.473	0	0.736
ADAMTS2	0	2.302	0	0	0	0.429	0	1.873
ADAMTS20	0	19.584	0	0	0	2.922	1.79	14.871
ADAMTS3	0	7.055	0	0	0	1.948	1.124	3.983
ADAMTS4	0	4.511	0	0	0	0.581	1.358	2.572
ADAMTS5	0.846	2.205	0	0.846	0	0.68	0	0.68
ADAMTS6	0	2.642	0	0	0	0	0	2.642
ADAMTS7	0	6.688	0	0	0	3.944	0	2.744
ADAMTS8	0	0.311	0	0	0	0	0	0.311
ADAMTS9	0	10.133	0	0	0	3.062	4.611	2.459
ADAMTSL1	0.019	0.037	0	0.019	0	0	0	0.019
ADAMTSL2	0	1.915	0	0	0	0.46	0	1.455
ADAMTSL3	0	7.126	0	0	0	6.489	0	0.637
ADAMTSL4	0	14.768	0	0	0	4.926	0	9.842
ADAMTSL5	0.109	5.323	0	0	0.109	0.04	0.045	5.129
ADAP1	2.527	11.212	0	0	2.527	0	0.917	7.768
ADAP2	1.85	9.575	0	0	1.85	0.437	0	7.288
ADAR	0.245	66.086	0	0.245	0	5.884	4.292	55.664
ADARB1	0.573	3.397	0	0	0.573	0.764	0	2.06
ADARB2	0	0	0	0	0	0	0	0
ADAT1	0.444	27.674	0	0	0.444	2.032	0.931	24.267
ADAT2	0	1.458	0	0	0	0.297	0.181	0.981
ADAT3	0.466	2.829	0	0	0.466	0.156	0	2.207
ADCK1	0.701	9.548	0	0.701	0	1.776	0	7.07
ADCK2	0.878	15.305	0.878	0	0	1.746	0	12.681
ADCK5	2.229	42.604	0	0	2.229	2.551	0	37.824
ADCY1	0	8.223	0	0	0	2.679	0	5.544
ADCY10	0	1.274	0	0	0	0.268	0	1.005
ADCY2	0.171	0.291	0	0.171	0	0	0.12	0
ADCY3	0	10.192	0	0	0	1.451	0	8.742
ADCY4	0.295	1.227	0	0	0.295	0	0	0.932
ADCY5	0	0.712	0	0	0	0	0	0.712
ADCY6	4.069	71.958	0	0	4.069	7.689	7.667	52.532
ADCY7	0	688.421	0	0	0	67.463	104.455	516.503
ADCY8	0	1.689	0	0	0	1.155	0.36	0.174
ADCY9	0	5.979	0	0	0	0.396	0	5.582
ADCYAP1	0	1.486	0	0	0	0	1.486	0
ADCYAP1R1	0	0.136	0	0	0	0.022	0	0.114
ADD1	18.88	35.395	3.23	0	15.651	5.046	1.457	10.012
ADD2	0	6.498	0	0	0	2.26	0.093	4.144
ADD3	0	77.413	0	0	0	11.743	1.662	64.008
ADGB	0	0.541	0	0	0	0.265	0.127	0.149
ADGRA1	0	0.019	0	0	0	0	0	0.019
ADGRA2	0	1.412	0	0	0	0.319	0.108	0.985
ADGRA3	0	3.554	0	0	0	0.881	0.863	1.81
ADGRB1	0	0.213	0	0	0	0	0	0.213
ADGRB2	0	8.06	0	0	0	0	1.58	6.48
ADGRB3	0.865	1.73	0	0.865	0	0.865	0	0
ADGRD1	0	1.857	0	0	0	0.431	1.033	0.393
ADGRE1	0	11.921	0	0	0	4.783	4.664	2.474
ADGRE5	0	7.304	0	0	0	0	0.787	6.516
ADGRF1	0	4.821	0	0	0	1.081	0	3.74
ADGRF2	0	5.873	0	0	0	2.672	0	3.201
ADGRF3	0.854	13.728	0	0	0.854	0	4.323	8.55
ADGRF4	0.25	1.073	0	0.25	0	0.376	0.447	0
ADGRF5	0	0.784	0	0	0	0.092	0.27	0.423
ADGRG1	0	3.738	0	0	0	0	0.068	3.669
ADGRG2	0.688	6.671	0	0.688	0	0.504	2.043	3.435
ADGRG3	0	0.391	0	0	0	0	0.085	0.307
ADGRG5	0	16.737	0	0	0	0.592	3.971	12.175
ADGRG6	0	0.276	0	0	0	0.131	0.145	0
ADGRG7	8.144	13.741	1.699	5.799	0.647	2.75	1.124	1.722
ADGRL1	0	1.071	0	0	0	0	0.575	0.496
ADGRL2	0	0.462	0	0	0	0.101	0.066	0.295
ADGRL3	0	0.918	0	0	0	0.311	0	0.606
ADGRL4	0	4.397	0	0	0	0	1.486	2.911
ADGRV1	0	0.502	0	0	0	0.282	0.11	0.11
ADH1C	0	4.279	0	0	0	1.704	0.896	1.679
ADH4	0	4.149	0	0	0	0	1.625	2.523
ADH5	0.627	19.35	0	0	0.627	3.469	8.358	6.896
ADH7	0	6.462	0	0	0	2.593	1.558	2.311
ADHFE1	0.891	7.858	0	0	0.891	0	0	6.967
ADI1	3.604	69.102	0	0	3.604	31.144	3.148	31.206
ADIPOQ	0	4.942	0	0	0	0	0.754	4.188
ADIPOR1	0.967	99.52	0	0	0.967	0	1.19	97.362
ADIPOR2	0.218	0.773	0	0	0.218	0	0	0.555
ADK	3.862	485.912	0	0	3.862	12.671	0	469.38
ADM	0	0.059	0	0	0	0	0.028	0.031
ADM2	4.739	46.668	0	0	4.739	1.159	5.703	35.067
ADNP	0	28.206	0	0	0	2.237	3.383	22.586
ADNP2	0	0.285	0	0	0	0.068	0.121	0.097
ADO	0	0.28	0	0	0	0.066	0	0.214
ADORA1	0	1.424	0	0	0	0.777	0	0.647
ADORA2A	0	0.123	0	0	0	0	0	0.123
ADORA2B	1.115	4.296	0	0	1.115	0	0	3.18
ADORA3	0.626	58.255	0.626	0	0	5.445	0	52.184
ADPGK	0	51.049	0	0	0	23.396	0	27.653
ADPRH	0.044	2.68	0.044	0	0	1.228	0	1.408
ADPRHL1	0.567	2.587	0.357	0	0.21	0.09	0	1.93
ADPRHL2	0.056	0.784	0	0	0.056	0.308	0	0.42
ADPRM	0.027	0.636	0	0	0.027	0.22	0.038	0.351
ADRA1A	0.437	0.988	0	0.437	0	0	0	0.551
ADRA1B	0	12.066	0	0	0	1.287	3.084	7.695
ADRA1D	0	2.597	0	0	0	1.667	0	0.93
ADRA2A	0	2.893	0	0	0	1.994	0.395	0.503
ADRA2B	0	4.055	0	0	0	0.619	1.856	1.58
ADRA2C	0	1.699	0	0	0	1.263	0	0.436
ADRB1	0	2.786	0	0	0	1.208	0	1.578
ADRB2	1.052	133.123	0	0	1.052	47.313	0	84.758
ADRB3	0	0.966	0	0	0	0.122	0.252	0.593
ADRM1	0	2.348	0	0	0	0.123	0.176	2.049
ADSL	0.178	2.941	0	0	0.178	0.057	0.646	2.06
ADSS	2.087	7.567	0	0	2.087	1.149	0	4.331
ADSSL1	1.822	36.224	1.822	0	0	0	0	34.402
ADTRP	0	2.919	0	0	0	0.616	1.282	1.02
AEBP1	0.543	9.258	0	0	0.543	0	0.628	8.087
AEBP2	0	241.044	0	0	0	16.66	5.657	218.728
AEN	0.124	2.036	0	0	0.124	0.077	0.08	1.755
AES	0.142	6.176	0	0	0.142	0.292	0	5.742
AFAP1	0.053	0.355	0	0.053	0	0.065	0	0.237
AFAP1L1	0	8.217	0	0	0	0.493	0.275	7.449
AFAP1L2	0	2.586	0	0	0	1.264	1.072	0.249
AFF1	3.905	113.095	0	0	3.905	13.321	0	95.87
AFF3	0	1.643	0	0	0	0.33	0	1.313
AFF4	1.485	29.839	0	0	1.485	1.081	0	27.273
AFG3L2	2.177	14.528	0	0	2.177	0	0	12.35
AFM	0.095	1.499	0	0	0.095	0.346	0.208	0.851
AFMID	0	1.518	0	0	0	0	0	1.518
AFP	0.502	4.524	0	0	0.502	0	0.971	3.052
AFTPH	0	10.576	0	0	0	1.897	2.645	6.034
AGA	0	0.529	0	0	0	0.078	0.078	0.372
AGAP1	0	0.396	0	0	0	0.037	0.187	0.172
AGAP2	0	0.143	0	0	0	0.087	0	0.056
AGAP3	0	0.8	0	0	0	0.165	0.052	0.583
AGBL1	0	0.404	0	0	0	0.091	0.046	0.267
AGBL2	1.055	21.636	0	0	1.055	3.944	0.551	16.085
AGBL3	0.906	1.426	0.623	0.142	0.142	0.142	0.094	0.283
AGBL4	0	4.422	0	0	0	0	3.258	1.164
AGBL5	5.355	54.623	2.245	0	3.111	0	28.751	20.516
AGER	0	2.285	0	0	0	0	0	2.285
AGFG1	0.544	66.174	0	0	0.544	0	20.522	45.108
AGFG2	0.195	2.876	0	0	0.195	0	0	2.681
AGGF1	0.898	8.678	0	0	0.898	3.434	1.476	2.869
AGK	0.589	7.423	0.589	0	0	3.479	1.46	1.896
AGL	3.994	29.253	0	0	3.994	4.285	2.863	18.111
AGMAT	2.323	59.21	1.328	0	0.995	0	0	56.886
AGMO	0	2.653	0	0	0	2.244	0.408	0
AGO1	0	0.822	0	0	0	0	0.449	0.373
AGO2	0	0	0	0	0	0	0	0
AGO3	0	0.821	0	0	0	0.061	0.064	0.695
AGO4	0	11.424	0	0	0	0.863	0.305	10.256
AGPAT1	0	13.738	0	0	0	0	3.972	9.767
AGPAT2	0	0.942	0	0	0	0	0.153	0.789
AGPAT3	0	5.866	0	0	0	1.052	0.617	4.197
AGPAT4	1.049	9.115	0	0	1.049	3.007	0	5.06
AGPAT5	0.138	5.204	0	0	0.138	0.118	0	4.948
AGPS	0.332	13.817	0.332	0	0	0	2.652	10.833
AGR2	0	3.343	0	0	0	0.801	0	2.542
AGR3	0	1.057	0	0	0	0	0.821	0.236
AGRN	8.683	31.035	8.683	0	0	22.352	0	0
AGRP	7.57	54.713	0	0	7.57	0	0	47.143
AGT	1.302	8.893	1.302	0	0	3.705	0	3.886
AGTPBP1	0.697	11.839	0.697	0	0	3.03	1.263	6.849
AGTR1	0	54.903	0	0	0	0	54.903	0
AGTR2	0	1.253	0	0	0	0	0	1.253
AGTRAP	2.154	17.043	0	0.41	1.744	0.616	0.7	13.572
AGXT	0	1.618	0	0	0	0	1.618	0
AGXT2	3.626	13.507	0	3.626	0	5.683	0.888	3.31
AHCTF1	0	10.334	0	0	0	2.61	0	7.724
AHCY	0.5	10.702	0	0	0.5	0.418	0	9.784
AHCYL1	0	18.743	0	0	0	7.152	0	11.591
AHCYL2	0	14.777	0	0	0	0.039	0.74	13.997
AHDC1	18.052	39.472	0	0	18.052	0	0	21.42
AHI1	4.844	32.674	0	2.958	1.886	6.19	6.361	15.278
AHNAK	0.027	0.634	0	0	0.027	0.159	0	0.449
AHR	0	0.619	0	0	0	0.139	0.266	0.214
AHRR	0	1.722	0	0	0	0.823	0	0.899
AHSA1	0.432	9.233	0	0	0.432	3.799	0.632	4.37
AHSG	0	12.957	0	0	0	1.242	0	11.715
AICDA	0.778	29.445	0	0	0.778	0	2.702	25.965
AIDA	0.219	7.679	0	0.219	0	1.25	0.261	5.949
AIF1	15.84	78.756	0	0	15.84	11.265	0	51.651
AIF1L	0	2.679	0	0	0	1.047	0	1.631
AIFM1	0.028	0.684	0	0.028	0	0	0	0.656
AIFM2	0.19	4.999	0	0	0.19	0.559	0.428	3.822
AIFM3	0.119	4.703	0	0	0.119	0.798	0	3.787
AIG1	0.564	5.152	0.564	0	0	2.816	1.772	0
AIM2	1.397	13.253	0.698	0.698	0	4.315	0	7.541
AIMP1	0	26.373	0	0	0	14.587	0	11.786
AIMP2	0	20.376	0	0	0	0	0	20.376
AIP	0.633	29.836	0	0	0.633	1.605	3.178	24.42
AIPL1	0	8.894	0	0	0	3.401	1.235	4.258
AIRE	44.032	57.058	33.841	0	10.192	3.133	0	9.893
AJAP1	0	5.724	0	0	0	0.644	0	5.079
AJUBA	0.926	12.03	0	0	0.926	0	0	11.104
AK1	0	18.014	0	0	0	0	2.006	16.009
AK2	0	5.248	0	0	0	0.567	1.837	2.844
AK3	0	2.461	0	0	0	0	0	2.461
AK4	4.758	71.432	0	2.424	2.335	0	0	66.673
AK5	0	4.396	0	0	0	0	1.926	2.47
AK6	4.947	22.795	0	0	4.947	0	0	17.848
AK7	0	5.388	0	0	0	0.222	0.392	4.774
AK8	1.967	81.887	0.501	0	1.466	11.071	0.74	68.109
AKAIN1	0	0.999	0	0	0	0.999	0	0
AKAP1	0.735	11.723	0.735	0	0	0.882	0	10.106
AKAP10	3.05	15.631	0	0	3.05	1.709	0.798	10.074
AKAP11	0	0.283	0	0	0	0	0.187	0.096
